Player,Season,Team,Valor_Mercado,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
filip kostic,2022-2023,juventus,39531000.0,5.137333605821466,3.0950066339214466,-1.7504213105213906,-2.718351308238877,-2.899013074059827,1.6058815189063043,-0.6494782600547648,-0.5471160932882434,0.913594416510998,0.028749132260241273,-0.21006725796592915,-0.1585571017199939,-0.5097403368437771,0.09102276038355765,-0.4377807985312668,-1.4473318804273863,-0.03482516728749261,-0.03673842062564635,-0.671587992584809,-0.39412245773114335
tyler roberts,2021-2022,leeds-united,23540000.0,-0.1927899597287317,-2.8922253331844576,-1.5782127952257103,0.5179968461265665,0.36768581323159993,-0.5217852234188586,-0.5706751278656175,-0.38974275685271165,-0.7764290487891535,0.2746093881723388,-0.8123672621960482,0.14053562754263077,1.1303669108383527,0.36338885886497674,-0.20091665526429178,-0.12698574224501308,-0.24447039490362268,0.2096549503241077,0.2612344367720071,0.2770146866317348
jack stephens,2019-2020,southampton,38238000.0,-1.3274469837242158,4.273937594366039,0.6224737085412907,2.2646709811948367,-1.451561102834986,0.9972723730734699,-0.08347463180217977,1.174052982646089,-0.6663862208450272,-0.9680972287038373,1.087809842708547,0.33691886403789084,-1.1913807163422516,0.7821640906091202,-0.8000887897701916,-0.9077182185517397,0.19373042144335356,-0.6132177795371992,0.5132628217304591,0.18060440593989346
robin olsen,2023-2024,aston-villa,4195000.0,-4.50410938398849,-5.685944646572494,-0.027869864299588303,-1.224634689269983,1.2801027958440672,0.49763367811143866,1.0185790526777225,0.5708370252956068,1.6604488375823487,-0.6175297926980884,0.3843862813793439,0.2606469614732741,-0.42253851160704675,-0.06254623564707447,-0.21603621997728084,0.18617432062313932,0.41467896260140175,-0.005480844595704809,0.010770008373211631,-0.693764735359051
salvador ferrer,2020-2021,spezia,24961000.0,-2.4401262774215864,-0.9825696988842921,-0.8783519350636013,-0.5389182793041367,-0.1561939347200092,0.4111949246776342,-0.026604328129565948,-0.22763422258722227,-0.7712830014098414,-1.0699421924544277,0.29871427728525496,0.6788925310673167,0.2891806470567885,-0.3051866033271955,-0.025424220413738333,0.2875782597598876,0.21246148092599035,-0.012590597690675998,-0.5206400842478521,0.3196215934981957
lukas lerager,2019-2020,genoa,23669000.0,-1.1629490251656618,-0.18203760232826513,-1.1213555509926447,-0.5846860518850597,0.36491480441947216,-0.4162906116669825,1.2036486246761144,-0.1027305563333855,-0.09051950710976658,-0.6139915063619081,0.33501312669566324,0.276431496814329,0.4102799054050389,0.4350150653567467,0.2571703087578986,-0.4110903049745388,-0.007765285780880584,-0.7797102196813751,-0.14425547074638762,-0.004373089834953508
dennis man,2023-2024,parma,44564000.0,10.522387375244495,-0.7845850461627262,0.6862116507380356,-0.8205346598972798,-0.05731787243316525,0.8661933879109126,-1.2129709420762087,-0.766681376454449,-0.4440958703094019,0.28952888760984846,-0.19538304255285424,0.6492032957082786,-0.5523701023572102,-0.40625560984768,-0.012884437044482536,0.5953368198500817,0.10652457772973302,0.625497096614638,0.3258567041173639,0.13609872285178992
daniel amartey,2020-2021,leicester-city,15515000.0,-3.245502023716235,-3.179418721388179,-0.601399644358825,0.8953617615969252,1.1909027533680085,0.1808029017754254,-0.8076470286281417,-0.3537040727809624,0.04062523267183362,0.3656226505284364,0.724813667847503,-0.4589221312403199,0.2535868181655094,-0.5596862640314578,0.3695283954810933,0.05122493390524271,-0.26835978939164834,0.01107041412866478,0.10660361096927662,0.481823555772447
kortney hause,2021-2022,aston-villa,10746000.000000002,-3.1735497117489047,-4.818115584409506,-0.8746836655221005,1.143422020660115,1.2119492009616981,0.43982096662159537,-1.1280921874128989,-0.5243752755233514,0.28318949609508903,0.5648690866557674,1.4603558774039918,-0.6298920711245413,-0.648247727084616,-0.4989242473795718,1.1964818775753379,-0.0362442579552066,-0.36276541100387455,-0.061833963652968414,0.21083688769056888,0.5098518775970493
luca cigarini,2018-2019,cagliari,24625000.0,-1.9097831390695146,4.701680882419809,-1.478266561006574,-0.8321159553045387,1.6530347319626206,0.20003015358388504,1.5410592104690444,0.18513128500368042,1.4477443921555708,0.2936969885892139,0.1577457283977118,-0.31316104604149925,0.9141132166140306,-0.6372499030499901,-0.009807121061913728,-0.29289777335760564,-0.4112681232141646,-0.26254707885152323,0.4761971060194448,0.2802769332541842
zeki amdouni,2023-2024,burnley,36059000.0,3.2303617992619853,-0.40074830496370634,0.5993099106453561,-0.205119364672757,0.8566281719421632,-1.7456930859506123,-0.09901473846209706,-0.8427797900323835,-0.5380816371767356,-0.05221484062890602,-1.1485849439267959,-0.18737955343508847,-0.6245909630801803,1.2128679895950614,0.6691129954050319,1.2006710235165445,0.801352102137887,-0.3535153901897105,0.8349793967964007,0.004129262193878226
davinson sanchez,2022-2023,tottenham-hotspur,16771000.0,-3.4890341361158335,-1.555835586406942,-0.8247726747183947,1.0759909782717492,0.92557134740003,0.6724543867386413,-0.835846529521789,-0.8320985228018262,0.22139458374803528,0.592229255273621,-0.2043469797669729,0.3004575695388973,-0.3347752460834572,0.23002233438896058,-0.5417142192252954,-0.21373277654580486,-0.2757418500104374,-0.5047222894689644,0.18408619819024785,0.2132181768874674
giorgio chiellini,2020-2021,juventus,18385000.0,-3.1233907515078023,-1.3399280614106832,0.5313404796294156,0.813318428334988,-0.3367901429423512,1.6834483995067846,0.11572333062908687,0.3452038041763426,2.0677913922772766,-0.19185376169165028,-0.31034694839921295,0.2557366769279377,0.290651991888192,-0.1881560033772773,0.30321101362737163,0.30270603015485786,0.020150501242858384,0.31430624122706546,0.09023614734598077,0.14029499828140318
robin koch,2020-2021,leeds-united,21877000.0,-3.6793306336752654,-0.6039128993342407,0.043784598639477236,1.1352186988467607,0.3201163127585658,0.2203584423214411,0.19589414043199516,-0.7931725565757035,-0.6913401729128822,-0.3288576171173643,1.1306458272592879,1.4603520930473428,-0.44081382163615024,0.23680610619156725,-0.6264359326384935,0.3610786568258616,-0.4263893660851187,0.15810938832277513,0.11783921676416727,-0.10217779032820132
youri tielemans,2021-2022,leicester-city,46176000.0,4.4776237032709,7.642450208893985,-1.240262791507812,-0.1445144841975812,1.1747727449404248,0.5166653253810944,3.386027860489775,-1.5574058175096088,-1.516375232328982,-0.7042664792465441,2.10114466083053,0.7432908538681768,-1.4160903175546038,0.7456424271494431,-0.4083795178657558,-0.7020921212616307,-2.111605378947288,-1.825027639426162,1.1423767079651577,0.27948950770226655
emanuele valeri,2023-2024,frosinone,23419000.0,-1.1553963215710183,-1.6030425944612956,-1.8089434538514981,-0.7873807445526928,-0.1465631532671055,0.6479546843019524,-0.4893230660592216,-0.4455627007178648,-0.3699212511261518,0.1040508222912525,-0.9467803601824987,0.6814194698458687,0.17096751720830894,0.21339382646762856,-0.030385632944422588,0.07581971651444752,0.21183903242854166,-0.8242623417739552,-0.5441992912465848,-0.006461189093593753
granit xhaka,2020-2021,arsenal,38400000.0,-0.22079541720985513,5.32224293908974,-0.4449079300025672,-0.9964044450449632,-0.7059074431575373,-0.4718662267728425,1.8265436853624617,1.5070010519207755,-1.5787030973197975,1.6507623764785333,1.6360803472573278,0.31154936604185,-0.17691029104989658,0.7995014111057486,1.403404008363533,2.4688237268871083,0.36793796407498924,-0.7935615527967228,1.9175584364064764,0.9082400497333035
milan badelj,2018-2019,lazio,18148799.999999996,-2.896221479614994,1.6537625966955392,-0.5861233779987799,-0.12566038757935719,1.4993394355113272,-0.19525672716527048,0.9927199258206917,0.004357207681392861,0.6744284170170609,-0.28617589715084857,0.702462860757734,0.5220957399102544,0.5304004826226877,0.19800365562199138,0.7478560061618138,0.49999632477760025,-0.7625903185132782,0.32134995283158985,-0.03232962800245108,0.17605800156852203
mario rui,2023-2024,napoli,18492000.0,-1.390315856149787,-0.09565954323878875,-1.7863923099958738,-0.4620029858291835,-0.322386686213404,1.7407841405192297,-0.268408800937714,2.06772989426278,0.10444045883040605,1.5162648290583305,-0.17917512069914196,-0.48875811638451777,0.6278764651787692,0.39445051140466936,0.7292201659658554,-0.20968680817714147,0.21804238963173114,0.15746123272941348,-0.521669364901714,-0.03551167484867565
roberto soriano,2018-2019,bologna,23207899.999999996,-1.508706155046015,-0.1296526753755693,0.1820824206629362,-2.0827990340096885,1.4011615378265956,-0.36334255375020813,-0.5899530698175451,0.12325949222629827,0.8651674382610183,-0.2361515717292902,0.2681717561046289,0.14766297153464564,0.5471997478271438,0.09560965084856483,0.11652353743568714,-0.6508499049251029,-0.3152365375782912,0.1362729939989033,0.4458710635490311,-0.5936580718441653
pascal gross,2022-2023,brighton-and-hove-albion,49082000.00000001,8.953522649235829,5.367435862280291,-1.1146931236030573,-1.965811988779179,-2.7576956788780866,1.0105822475467097,0.05622016840420585,-0.24252100366606424,1.4502919721074365,0.8636858289317823,1.2521322297420998,0.30812989662405454,0.39337704546446184,-0.09070808726631403,-0.30917924033237626,1.0852956599835886,-1.3863694076486144,-2.603879896002542,-0.3127171501606803,-1.0301841120517194
ruslan malinovskyi,2019-2020,atalanta,30711000.000000004,6.794594706065603,-1.623278308292557,-2.0161361358662737,0.5911670341243243,-0.7813838764646952,-0.2339145366002118,0.2882303224111661,2.3761305366170973,-0.29368029698857456,0.02588992070067066,0.4713318356516994,-0.4031138529849754,-0.010063818569162254,-1.6798419278091754,0.9575978308895408,0.11414420846275505,-0.7528002452178895,-1.4801907367927396,-0.4897797315984425,-0.5979486983489617
camillo ciano,2021-2022,frosinone,32815000.0,4.767064164742323,0.6391852965012523,-0.15079870230606224,-1.1322167957798808,-0.6283255003393005,0.14599903938711314,0.8412340576834882,0.29941065767469555,0.7914905708289235,0.13503271429558833,-1.7682463315041062,0.4553430460373628,1.5450761342458519,0.6062615499759516,0.8121416233348303,-0.8344294174014377,-0.7050837135457229,-0.8200984646226439,-0.7718971442845592,-0.29407052509816034
pawel dawidowicz,2020-2021,hellas verona,30458000.0,-2.2835808966145232,2.2789191048865463,0.4762335927140515,2.064887317913917,-0.17882119246993017,-0.054339167466630096,-0.24510631405957292,-0.3850902075215798,-0.2675769632198489,-0.11445777774889919,-0.6735390555101557,0.7937099527018528,1.6106127140766933,0.19990144138822696,-0.46640959557079525,-0.19693907259687782,0.5451912090564246,-0.483069727560403,-0.15960359005286742,-0.5195201461116341
albin ekdal,2018-2019,sampdoria,37067300.000000015,-1.8901422773418717,7.372436614198227,-0.49153319593989847,0.3039945869031931,0.951302541061349,-0.8088420463798248,1.6269093387646814,-0.8856503933253439,0.5378591157832755,0.46089997958043416,-0.003052478999101878,-0.08398212837611416,-0.43356411453235716,0.31543533916051314,0.40064225308631984,0.5480537665865715,-0.7552809258451769,0.6483208607817491,-0.10480195885464065,0.1461769130999463
sergej milinkovic-savic,2021-2022,lazio,52794000.00000001,9.955322883160186,7.300942305128873,-1.531195642176334,-0.7276578527718015,-0.9614404996677187,-0.4735671679540611,-0.6176011729936387,1.457662220125439,0.5851163093979181,-0.18502002258550845,2.592627255713875,-1.1176335595967166,-0.7865872235692024,2.1109554014613865,0.2206713536306715,0.9505579001088923,-0.7237813641607582,-0.08291882996676692,0.09256885757391452,-0.012155663326091694
nikola milenkovic,2021-2022,fiorentina,45222000.0,-1.8638833482783972,5.299458025995695,1.0765047998828696,2.77744805603378,-0.21694300650135956,-0.3471948707538385,-1.1933797021169898,1.0560522783769464,-1.0429920617601205,1.2973238401149518,-1.0518241580354086,-1.3290695716487242,0.7414826264614117,-0.42833181417908056,-0.6752321519179821,0.28745232850937374,-0.19675380179930624,0.17404312989836643,-0.09870998111309766,-0.40117514644685304
danny rose,2019-2020,newcastle-united,12929000.0,-3.9839199855266636,-1.870258966271784,-0.6200569310225363,-0.19134191074734638,1.0573082628436048,0.4825081653929929,0.39748271392417367,-0.4079604742297655,0.1966281292871424,0.7757603298056612,1.0169116161447809,0.440500187451683,0.011797934967683102,0.24712346015560027,-0.010764967147368517,-0.16867806661334184,-0.2040707627306552,-0.22893481925566556,-0.0012158476793456808,0.12727338822066772
keylor navas,2022-2023,nottingham-forest,15990000.0,-4.122555795215227,-4.319045287817468,2.0409895624009513,-1.192816003690584,-0.835565549641887,-0.06527260993235025,2.347281897371755,0.5037103744092034,0.8185183799137142,-0.0898716092926604,0.8075951403982053,0.5940712210820683,0.14620113724591546,0.15643524225985797,0.10064506939239679,0.0035267634337450837,0.49875693904235086,0.11508674808150487,-0.07244821658454553,-0.643354111409129
kristian thorstvedt,2023-2024,sassuolo,40270000.0,2.556771894736247,2.52123888726357,0.28772815248127936,0.7617481585347073,0.43033797741459845,-1.8495464158369899,-0.020439641613776195,-0.42815559063611375,0.3768837100568253,0.28800717040240126,0.013957102726812193,-0.9794509729887696,0.5850734490144724,-0.6261164490698209,0.09344105596594429,0.597559024218261,-1.072313559260053,-0.6008719297581642,0.4106259886555839,-0.030485011907980433
bartosz bereszynski,2019-2020,sampdoria,36170000.00000001,-2.3520646389421627,5.766547406187506,0.11179692515947812,0.6735471139383421,0.5206750219026672,-0.39942627860528007,0.4790614432813769,-0.2642956960838888,0.3265584902788731,-0.20019188520814954,-0.17198654265135555,0.4476875259116399,0.8852478459744361,-0.3066337867500413,0.7519169805605289,-0.36187759480441123,0.6172293145629112,0.03431686095950368,0.5462873594922704,-0.18969975219129592
giorgio altare,2021-2022,cagliari,29417000.0,-2.4428890074719276,1.3230970875378179,-0.9470208818926423,1.5757217027180361,1.0677499714464185,0.012583583424664325,-1.1005753883930791,-1.0081084822650286,-0.5638439251326985,0.8668053770288294,0.09617303078758113,-0.4360702822589691,0.46283225736513206,-0.5424292159056158,-0.45748678716840596,0.6555225436284319,-0.29594355029860936,0.15752774146504897,-0.45042115171144237,-0.19948268564626964
giovanni di lorenzo,2020-2021,napoli,53196000.0,4.316756261400088,9.057646102369416,-1.4065412586121164,-0.47129228032918313,-1.6050445595918381,1.043668360995725,-0.39937676287625484,-0.5047177827688927,0.2271155565965658,0.5984461129144955,0.38685394208295726,1.1082671317418624,1.099960022918213,-1.8723931636259883,-1.4152885527092367,-0.7910185043789979,0.4274320943908167,-0.417381833443092,0.9671251930045828,-0.679798228883877
andros townsend,2020-2021,crystal-palace,36137000.0,2.9774808027420967,6.932602003624601,-3.6929041263766043,-1.8139691784159784,0.41686737195216567,-0.08495477377988178,1.2060493982883316,-1.369944070581068,0.9766625075072703,-0.03537761415214214,-0.17094367248325476,0.07253397428127578,-2.3129924288034087,1.9904296785119526,-0.45575911577665834,-1.0560990601776776,1.0726653166022457,0.914867554080627,-1.167340108964997,0.9183455051015433
tahith chong,2023-2024,luton-town,34964000.0,0.562110858449162,1.1671550483364628,0.18111863040207135,-0.0028254597204944013,0.5638512181647749,-2.061594220458532,-0.16801349267739082,-0.812283586278864,-0.4643351802186801,0.2709154827459963,0.3645209242816753,0.31731404695919946,-0.38857803490730564,-0.06806877506200758,0.899407015581912,-1.1324480043993752,-0.16144442885540555,0.18958246848786012,0.36585965212321736,-0.4853378977497407
jens cajuste,2023-2024,napoli,23704999.999999996,-0.5049882364929925,0.21284604943137334,-2.7360675039601037,-0.24013175789495203,0.681401343884345,-0.11050022994657467,0.16131091547710846,-0.4698534485154924,-0.7002405508328204,0.13193496162755378,-0.38938114953169045,-0.7499036003241117,1.4434694177558094,1.1444118734247466,-0.3696842116405671,-0.6117302442260387,0.24126338736904485,-0.054627842616790184,0.4396224393701532,-0.07586530970893073
miguel almiron,2021-2022,newcastle-united,27324000.000000007,-0.7837111570658,1.471750738168904,-1.0165194782936544,-1.1897759585403327,1.2585637396659324,-1.5513529876414267,1.2836707928818674,-0.5590971611812331,0.4143297488108897,0.389765518379135,-0.6787714232930971,0.16064643780810772,-0.8538417760573987,-0.1259933188327784,-0.7930336029530182,0.18374154119266803,1.100643330614029,-0.014247190338114989,-0.27109406461698327,0.22515612995943382
yerry mina,2020-2021,everton,30423999.999999996,-2.6148794841269543,0.2196657135621553,1.946176347213923,2.9400494577853116,-0.7353325360002243,0.3855788656932259,-1.4069109533692952,-0.854386360804746,0.388684916361892,-0.6443502224327767,0.26591214272394387,0.40863347052960836,-0.6132139641370137,0.34348843999652307,0.24177522686842526,-0.050768807119575654,0.019076157952834162,-0.5130896599399557,0.4519792354252898,0.06886097040686102
davinson sanchez,2021-2022,tottenham-hotspur,28475000.0,-1.8178342613075995,1.4818250178951926,0.44978319981355047,2.488252767609282,-0.10999909990641175,-0.2574264833291775,0.301927596631359,-0.9546973472744101,-0.9301149764592787,0.5154863452964569,2.026055691523744,1.7530628558587682,0.19851666155721734,0.23870776856246478,-0.2901904850371371,0.2117777124177046,-0.05316810639558383,-0.11898767220990475,0.2502509562218029,-0.21930842359840952
bram nuytinck,2022-2023,sampdoria,21581000.0,-3.283231033702185,2.9856247467695556,-0.7275619503783799,2.445265372648338,0.8447546545135954,1.3577100436450562,-0.13310419601245632,-0.7924451568660124,1.5875939199767735,0.25198663004544813,0.3427279998055724,-0.399695004680742,-0.18438701409056185,0.6402938150172699,-0.920111246751749,-1.2893372599685256,0.2227374551161408,-0.2639982242207557,-0.012797440805362074,-1.287095923594562
patrick van aanholt,2018-2019,crystal-palace,45902599.99999999,-0.398406171265599,5.7904085349865655,2.2432527234764983,-0.8856140405399168,-1.527997492583015,0.36968007382689194,-0.9019193155512043,-0.9573338489748734,0.2409697675083314,0.5619167962781286,0.8011826561584385,1.6052938633163807,-1.0629961721489225,-1.2799904823503594,0.09626671414625862,0.054457015363150424,-0.4378222628983044,0.6674700017895265,0.3217651927253658,-0.21029841288328172
joao cancelo,2021-2022,manchester-city,54298000.0,5.099506536416143,10.372448999304634,-2.870129672216934,-3.0489154299144468,-0.9294323075518699,0.61011040018598,0.6701546581142357,-0.7109801727447589,0.2520861012765165,1.6515430019562762,0.3554970974185671,1.134495916235983,-0.018243826652192718,-1.1327807574645696,-1.1373643518983605,2.759271853761656,0.9235123692510555,0.7609693569370056,1.5449334831556054,0.7183013391977441
tammy abraham,2020-2021,chelsea,26274000.0,4.831658055744404,-5.911823575847584,-0.8225363341150206,3.2643185061059845,0.21405993606596477,-2.6761790286800498,0.18328886688724882,-0.3494712673135568,0.08424482408530824,-0.7275768845362454,0.12709699866653515,0.18035122538231613,-0.8984631636832543,-0.5997993731110337,-0.6242766564147543,0.16197231681153337,0.16783323494378222,0.863426064621673,0.7709559954227673,-0.12171504809110115
davide biraschi,2021-2022,genoa,16613000.0,-3.8749788066415913,-0.45622922546667805,-1.0174675772272705,0.530325654130436,1.3914480126845747,0.6597811993248904,-0.6420780585231712,-0.5448076756213888,0.2797749679227006,0.8575546907427286,0.34943135615727655,-0.14588500101224006,0.3677008418708513,-0.0986413479140782,-0.02094322487489674,-0.07483952298544803,0.17557508916986841,-0.3421051603197049,0.058579242611763414,0.06835047920359605
giangiacomo magnani,2023-2024,hellas verona,35004000.0,-3.1517169468622943,3.8047091916634543,1.6507069069942735,2.8272013423763385,-0.6844312392782432,0.649410779103937,-1.1386444514020335,-0.5744283076055481,1.2022949308185025,-1.4594878299184306,-1.4797766203054845,0.07578664925495132,-0.1898977681693696,0.3589087073858657,0.9414309790572305,-0.5169359195578367,-0.31182397294440284,0.24454564681952304,-0.14762451183852837,-0.010105559003319883
alessandro semprini,2019-2020,brescia,18130600.0,-3.986186832079253,-3.1305874561433136,-0.494118495756442,-0.08714792083276972,1.381337465640252,0.3929371976110712,-1.9064785456696172,-0.6644747364023162,-0.6340883533162066,0.27775816695835404,0.5521253823596379,-0.1074023214228017,0.25635837319433546,-0.26723136124503927,0.07658902130074834,-0.1739526975937508,-0.9062037532604004,0.036043117390537574,0.03441965212301859,0.4698082240724965
joao pedro,2023-2024,brighton-and-hove-albion,42576000.0,8.501337449052304,-1.1653416262872291,1.1961449132779165,0.7040977406715005,2.4403659759891445,1.726862904726852,-0.5464268161061969,-1.7281216868474927,-2.512995823251589,1.2075508412087703,-1.6968444146294395,0.882552064565713,-0.3258923039989843,0.30979597783393026,-0.381190068988578,0.7142960197308813,0.620694100806511,0.28989880729045064,0.6180106190058482,-0.02904973590056035
riccardo orsolini,2023-2024,bologna,33687000.0,7.512661894605849,-1.4466419194265763,0.4405052007691482,0.8087396334169925,0.8030272873624293,0.10571526605048417,0.6975126070854358,-0.8569814122216507,-0.7205862537863877,-0.05387957007843972,0.2087447955335732,0.9951504850440225,-1.0474804755479745,-0.027422799475860606,1.3063999756613989,-0.6907543033273923,0.3920763481800485,-0.8012444779240012,-0.8433884035105554,0.054067247578881435
jorginho,2020-2021,chelsea,32443000.0,3.294132812166063,4.468522709716347,2.369038699990382,0.7135009330253155,5.886812996022641,4.734167934145658,5.926835215979244,-2.308145710533557,-4.258802636716212,-0.2150263582404326,0.373298363725361,0.8909475045221923,-1.8638936289737766,0.017362865033564746,0.5727837766872942,-0.42933226519398476,-0.7976738525051702,0.33474287771766675,0.1627112214247926,0.5541293416213188
oliver mcburnie,2023-2024,sheffield-united,24591000.0,5.525004828479235,-3.202900367208225,-0.6584413019765888,2.8243309249220587,1.0096288657535595,0.789329727013853,0.3747832407690019,3.92094576452235,-1.8053305894706302,0.6053950276236719,-0.6862772829347573,-0.8647259031778444,0.007912714563439296,1.6574266406750044,0.29376718804158336,-0.08505198989219553,0.12815337967517634,0.5680628539540327,0.2193164737402095,-0.058274521228402536
todd cantwell,2019-2020,norwich,43633600.00000001,1.0666822682679895,5.604612498574648,0.6694906234309971,-2.6413020113383157,1.6956786864392392,-2.437373631113378,-0.05333785441413799,-0.5937122934074869,-0.12928385515540433,-0.7442199812916896,0.848393264501486,0.2337848597741899,-0.08125017348158113,0.21349216752860098,-0.3533148495647781,-1.7061845998600111,-0.9572980352558434,-0.10480510194711819,0.1897147388055708,0.638729564740985
darko lazovic,2019-2020,hellas verona,48500000.0,4.897786151882834,2.4287287370429493,0.2865743404138266,-3.6352570208171224,-4.213945285784361,2.0193516957054567,-2.2985674856742437,-0.24534716272723134,0.7438025675832529,0.9423323915774571,-1.121030767893935,1.0344940773397742,-0.1187994988785674,-1.8671058418178896,0.07754332906836983,0.2811547855973419,0.6377482967825765,-0.13394474170430828,-0.22923612368268645,-0.1856635869334231
riccardo orsolini,2022-2023,bologna,39508000.0,8.920132993455818,0.249902968266721,0.7802821076784943,1.4809011114421344,2.037669789692343,0.3330025745578634,-0.3004032459180704,3.571935813247983,-1.982115011154796,0.6764205336528787,-0.3927695959189008,-0.4332956121452606,-0.4340507472588677,0.7189684139115812,-0.07942955131551707,-1.7982195975471214,0.06939019021449146,0.3008751629464234,0.05861355068038141,0.2371876450717206
jack robinson,2019-2020,sheffield-united,11825000.0,-4.217190121392798,-3.852999093869679,-0.6208547836908391,-0.45760053583354526,1.3719531039273265,0.33105363350893074,-0.1270616131065296,-0.04144215452816193,0.5206712460141857,-1.4502142431398788,0.17328709808574985,0.427063973760244,-0.729407488209484,0.0811430583088384,-0.10246233933821915,0.18619495976938702,-0.14401437512949397,-0.21416573173250075,-0.09643201028422806,-0.6005624793806315
john stones,2021-2022,manchester-city,17801000.000000004,-3.02427713081965,-3.7017660893732067,0.5073972855331178,0.3435963653348877,-0.053334037649503216,0.4467312954431295,-0.5638495009729939,-0.5146608495468844,-0.09616627853498924,0.9184156750643168,0.8196161820616047,0.5954691104045516,-0.4082779671653679,-0.6431575156425559,0.21012420714858995,0.6608273785080296,-0.6286439804505949,0.2516128295938528,0.5662432050914985,0.3381598234579274
aaron ramsdale,2022-2023,arsenal,42750000.0,-3.8716229054579743,-1.7282724962046616,4.792390463372651,-0.3095293946445809,-4.651938134775838,-0.8861362108139078,1.4996974733635002,-1.6887130625996982,-3.921757320790855,2.5663649596604734,2.4468955828964294,0.7868583862737624,0.4519747866988574,0.881689516305484,0.5909343725884153,-0.33227106719717187,-1.1686052837922822,0.05148675669457059,0.09485181545402814,1.050082221224704
daniele verde,2022-2023,spezia,19353000.0,0.5975192488129852,-4.47140898729011,-0.05968684001499552,0.7713441772568053,0.6327117491113166,0.00044608926747882863,0.24729199841624833,-0.5465984699331332,-0.4183032801491726,0.48911970041042324,-0.9919403254520806,0.4577545695201795,-0.4366480990406374,-0.6715680092088816,0.38212323601293346,0.17689854486251466,-0.2959353214301984,0.013786993217046711,-0.3024611249545175,0.11372164846232305
anthony partipilo,2023-2024,parma,19210000.0,1.9956859944843142,-3.623075249459657,-1.6885223267568037,0.6362226595181653,-0.35056860574112186,-0.42636231027441723,0.29053825421481727,-0.12660494981962012,0.46289239880220173,0.4646311842547647,-0.4615805372096146,0.3834686645176803,0.08222426175410387,-0.3840789974169553,0.4525216415447851,-0.3142896305710916,0.23310095941467418,-0.5377097901679535,-0.49086913710167324,0.3338194726089705
cheikhou kouyate,2018-2019,crystal-palace,27475400.000000007,-2.135629527138147,3.115418985609958,-0.3763366211010237,-0.7815095338329134,1.0989057519228091,-0.6353801862422604,1.01087517512304,-0.5308494056136988,0.9675739522531579,-0.48939464589332843,-0.20370050463301465,-0.8412116415326828,-0.5504661164562548,0.663142779816083,-0.47041060014399644,0.39721693278305936,-0.20983742823213086,-0.004218495209964499,0.3534442505922819,-1.5724057058586793
daniel amartey,2021-2022,leicester-city,30972999.999999996,-3.920994686433581,1.8040203238267039,2.103905926819433,1.9619218503950129,-1.8110124457725698,0.4758341972002786,0.5663607617225264,-0.8980250291034417,-1.158285208815105,-0.15928462087413348,1.810189260685454,1.96968954787273,0.0847614633965907,0.7013764818508235,0.5067135907965491,-0.6916916933526257,-0.0680525156938253,-0.8531062458512515,0.7526736718875121,0.2700730744457926
luka milivojevic,2021-2022,crystal-palace,11044000.0,-3.403275755853287,-2.6258805875515647,-1.0423586643317144,-0.19129465935073364,0.9102336835527696,0.7166913423180094,0.1084715843708406,-0.47635773815045007,0.5676592364366205,1.2736191708360631,-0.06472433869410513,0.04700923047751719,-0.1197236108647009,0.16704582932627698,-0.18550182120556183,0.4466847117768319,-0.2835522021635338,-0.3920521211735909,-0.47652703339569397,0.3276857894759935
tyronne ebuehi,2022-2023,empoli,30827000.0,0.6600406039064499,-0.6703448034910944,0.21667234300858168,1.0987216612416582,-1.900130194924686,1.0949528581961294,-1.237224774342298,-1.0535523267319722,0.07554645386831563,0.10440883337138344,0.6283461382495499,-0.1942432797632234,-0.5570770433361057,1.5755370420603974,-0.33747326165871505,0.10798527501346217,0.09588686100239593,0.08376035954110385,0.5585814933261232,0.09317921283236207
alfie mawson,2018-2019,fulham,20671399.999999993,-4.462778260846364,-1.7492204876714053,0.7588404714990445,1.2853660662402528,0.09913629201412037,0.7887035827525372,-1.028367565438109,-0.5120990035337398,-0.08558635264521111,-0.7809429224959515,0.5469320279898002,0.5413946905937487,-0.12503236071158016,0.3762032922434464,0.28374675706866737,0.18000422077772046,-0.22613469067272657,-0.507485182902086,0.316449005884857,0.29971525364676643
gianluigi donnarumma,2020-2021,milan,43740000.0,-3.333174750543391,-2.5031966957226897,4.11442590461068,-1.5564734729089276,-3.0454250114682653,-1.9390113048947002,1.5415085945173461,-0.6151368823485192,-1.847864920936281,-1.0187149359674914,-0.6672282627031345,-1.0527338614908497,-0.5517830264114951,-0.29162616259613994,-0.3266862982198505,0.14449011082355176,0.3333240935717858,-0.08183840868336001,-0.08677486120010708,-0.3011481697625532
francesco deli,2019-2020,cremonese,18774000.0,0.4675309504708438,-3.3921141220906947,-2.1502441292336383,0.7431406207326818,0.09567145511499857,-0.13096552910249912,0.2663708850829089,-0.1765183356608892,-0.24256381095000082,0.12693595864941007,-0.92071197146687,0.4792398582282565,0.7705303447852871,0.17099819557163887,-0.3064592685137407,0.18783081735899546,-0.49004144771258906,0.01720067814835234,0.36426574502308173,-0.3633497267100283
