Player,Season,Team,Valor_Mercado,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
stefano okaka,2019-2020,udinese,31804800.000000004,1.1550377002391854,0.8675409237221088,3.1274788010147705,-2.7430344606642194,1.025683617424721,-1.7060410370066874,-1.2346132133520227,0.7903059581238098,1.6888135301726988,-0.3054575861471247,0.16378207586747037,-0.25736750528711,2.0992117555041605,0.42261443631358697,0.3101974500433952,-0.983293111248117,0.09544977001062852,0.007599802936540942,-0.4527313312236502,0.26750843744872443
ben johnson,2022-2023,west-ham-united,20347000.0,-3.8047420422613127,-1.7734102542196815,-0.7012793578147096,-0.18965470597709705,0.8388977229744324,0.048766843771098786,-0.8076922432057257,-1.0804999960412967,-0.9997550023466668,0.6061925128236438,0.7903320626775464,0.3754724430620761,-0.5854400254807918,0.5162345814741482,0.09518228480806572,0.1822739200915203,0.12194073227879375,-0.28244958780789337,0.15343850380513532,0.3370541861520967
christian kouame,2023-2024,fiorentina,22187000.0,0.35816846634857685,-3.4123588881100555,-1.2664045636978642,0.33315858755396327,-0.3445475319661648,-0.011727024874580364,-0.7286185841050364,-0.8199842411026457,-0.10047329880378585,0.5154426692048771,-0.4795322913231974,0.18121662937003835,-0.6217525830698407,0.1273113250526366,0.27644043626940773,-0.8233379024350462,-1.0937861331527738,0.07135220944031842,-0.5870914622256825,-0.24799975001659935
kelechi iheanacho,2018-2019,leicester-city,20864000.0,-2.4752027482522005,-3.4758085366782643,0.6137863695281909,-2.14683325590098,0.38808114623604273,-0.4699838222025877,-0.9691155030735059,-0.09424228080658462,-0.3112326754264876,-1.1947402439710217,-0.012163484293580856,-0.4741580901586711,0.2917525539651082,-0.007835273114863685,-0.5815918206533081,0.02385047206003382,-0.019727984564226687,0.1485853686934936,-0.026131983014914522,-0.26819417281607044
andreas christensen,2020-2021,chelsea,22687000.0,-3.8394414833615897,-1.8697239510163455,1.0669849674147387,0.37094923325791906,-0.09441381005921226,0.024910654705029556,0.1761127558968857,2.175362175524565,-0.40371157843204447,-2.093687317395958,-0.12192599109259783,0.7284827779888182,-1.2394616038511828,0.2611914954069145,-0.03848933367498346,0.4874391453263627,0.2765257573595789,-0.3419433685086915,0.07736345605684654,-0.5523498000772008
weston mckennie,2022-2023,juventus,22327000.000000004,-1.783916414053405,-2.8022168033467194,-0.7214099896119864,0.1364581682001692,-0.10823082393716867,0.24840820617498338,-0.7089522851388325,-0.8433774430335318,-0.7320066594813425,0.1011968592289549,0.8356647519121277,0.2049149893082218,-0.5257294182643245,0.5361715851184276,0.47625372468659977,0.19323029697962538,-0.7386063138460185,0.42501331340994636,0.06984311629297839,-0.03460444236272552
senad lulic,2020-2021,lazio,10438000.0,-3.2318910809140404,-3.0286830255382844,-0.6660017484868564,-0.7370608747848677,1.0627044864220678,0.4680120799651519,0.505979721627801,-0.10716475549026452,1.4113081898845112,1.1437880039553405,-0.23282705527410363,0.3773401793529461,-0.24574833538541382,0.5329966843439244,0.3090639992310595,-0.24979036406726646,0.04923986342761564,0.06254388567391682,-0.041432633753065634,0.08738939921003595
sofyan amrabat,2020-2021,fiorentina,38840000.0,-1.7581778819828662,3.499119710194498,-0.2918526375673417,-1.2747174950113005,0.6030947322063795,-1.4106667872654142,1.0160493248189388,-0.3520584276470348,-0.299841139822686,-0.4817421644061715,-1.2603916141315024,-0.7030826127498575,0.2291116100366989,-0.6941015403106018,0.7965532154566106,0.08656916080380557,-1.2590041603361504,0.20987345364334886,0.65902055993979,0.12149339613668159
yann karamoh,2022-2023,torino,19813000.0,2.8216549106401483,-6.057298058305065,-1.0173848275793578,2.6255011022129056,0.11851465793902537,-2.2978532848835664,0.7029031804131124,-0.1158142014190883,-0.37886146775135915,-0.12388016314405555,0.46590114147104217,1.2430038161324086,-0.3848985569440385,-1.1992665482534446,0.6138310486118917,-0.3101330945196226,0.22325938682980714,0.4503718217826125,0.5496931617198366,-0.4875010868753008
emerson palmieri,2023-2024,west-ham-united,47886000.0,1.0017062787569204,11.722510272655548,-2.3505189315745127,0.5591472811790137,1.3259172043446428,-0.8861745325529987,0.7120135974123235,-1.4084600184638927,0.5519425199042362,1.8928028441318985,-0.3192733930175784,-0.9388489059986608,0.3061651787194094,0.8797377053097073,-0.5750227261578067,0.12856058207805757,2.356238351468905,-0.570845118557168,-0.12235816238283632,-0.8000013410778571
phil jones,2018-2019,manchester-united,20662499.999999996,-4.123786998292308,-0.8773956114217495,1.0671447118576562,0.9008149007532155,-0.6248546687861718,0.7883021771496691,0.04234726087820613,-0.7510600810534461,-0.7560927556011655,-0.05401365964469568,2.0778770754727818,1.6413961686350411,-0.2531007070554743,0.5658367302986574,-0.11702113081426345,0.19132814794776726,-0.24436533559613746,0.10278430300087399,0.09345016216802847,0.06533518467749655
alessandro crescenzi,2019-2020,cremonese,14252000.0,-3.8238747444444723,-3.03525504951923,-0.5160098869903076,-0.5592496444511521,0.9124490956682086,0.5520511220744845,-0.6958744614284856,-0.4056189624569517,0.2672463529895971,0.5703662705410577,0.08200715039331655,0.2245779020087495,-0.2874531572346216,-0.3158497791309711,0.051031108918211145,-0.14510803714472603,-0.010438508584087519,0.16280982126939328,-0.0736503246133001,-0.027556967137332064
mohammed salisu,2022-2023,southampton,35291000.0,-2.37004759286169,4.538080590871618,-0.23623591066057342,3.1922217727700435,0.16565277105198573,0.6692164769584118,-1.2229135199338528,-1.2216372821428372,0.058285016133601736,-1.1656678187185958,-0.08583490085414663,0.7173919588504702,-0.2380630690810768,1.663186012285061,0.2801609560666831,-1.0808625724378387,-0.47085721459441177,-0.08323153717780522,0.32903375433721277,-0.7751676496064722
jacopo sala,2018-2019,sampdoria,26156399.999999993,-2.744712601471589,1.8376183643994262,-0.45671361744410116,-0.91727442855443,0.3951698764999163,0.17540981892881607,0.43164405919486865,-0.46696072019392576,-0.6524913545125522,0.9847318142502449,1.470307017168223,1.2409159342488023,0.3803022438010945,-0.9215639490557659,-0.14401654696387176,0.2991646670665037,0.4540869227497405,-0.061589187396245165,0.8506425200219806,0.18971711551196857
nathan patterson,2022-2023,everton,29083000.0,-2.7635698242389672,2.0604685188789382,-1.9461715357089546,0.10118986429788948,1.9706099062718754,-0.763013631930461,-0.2546540186883904,-1.1793010497472272,-0.7735793653117482,-0.042004191183737695,-0.07618197191346723,-0.03897465543629293,-0.5970333250816838,0.0611744851961945,-0.9900742753805949,-1.4017041168837983,0.612476484367297,-0.5279964907479598,-0.16214765236079165,0.5562564439083811
luis diaz,2023-2024,liverpool,45590000.0,10.05309347112004,0.30636972047906547,-0.12346713459728889,-2.22742440266664,-1.0964190209934017,-2.208791811011553,-1.392180744793227,-0.26024654690591476,0.8843063882378787,1.394032852077544,-1.0937590684183403,1.6430330316730524,0.25835449204653266,1.0149030334312044,-1.0435727484157231,1.3483168455664272,0.9846208167008114,-0.06129850981470411,0.9569522462833531,-0.2767627368544716
blerim dzemaili,2018-2019,bologna,24592200.000000007,-1.622486862653016,2.850115968301813,-0.4515578567479424,-1.967322081705108,1.2458364649567835,-0.6758324791861292,1.8748685834440815,-0.12114406672007497,1.0399890523944788,0.46184628340754336,0.6277368739169342,0.6621579080494296,-0.38060726402787776,-0.49957826939441163,-0.2933396903715467,-1.0583820294478812,-0.3209108811959416,0.19734275080942595,0.514227862068194,0.3686117482503171
micky van de ven,2023-2024,tottenham-hotspur,39189000.0,-2.044830727555674,3.2065029877259486,0.7616829646906161,2.0314131523359924,0.03656148905920946,-0.47983277491377146,-0.776552878304511,-1.2368141953632292,-0.6676808174357353,0.5864644721795634,1.131783336082677,-0.8042153524560598,-0.15510845275671614,-0.8414584564656019,-0.12284976947323366,-0.1894368829857946,0.5401943742144567,-0.832656335052329,0.558874672222207,-0.6585462026954236
antonio piccolo,2019-2020,cremonese,13542000.0,0.9529799824453957,-5.033601073554163,-0.41437490451076503,-0.10218903901845122,0.2445494150862616,0.6097396399587048,1.7443032510963101,0.4509699421328039,0.2912480343714063,-0.5551222185476974,0.69806585042209,0.7260697101605706,-0.09529857443310676,-0.9304757175361886,0.9988018530376592,0.1370513859498456,1.212636324545743,0.16458740687571313,0.2790390270476348,-0.8098774680066173
pierluigi gollini,2018-2019,atalanta,26280000.0,-4.157759395151544,-3.7188865697932254,1.7575598192618223,-0.8406566309848464,-1.0683783091581003,-0.4988503343256936,0.39032004579989305,-0.6772231073846536,-1.6010352039709257,0.379262606282609,0.8374833858308297,-0.11196291570683935,0.0698006400341448,0.02007080605750963,-0.08172376464353526,-0.035560387004949345,-0.3609556270524665,-0.11373984265829372,0.050789131204308,0.23433698953086748
hans hateboer,2022-2023,atalanta,22063000.0,-0.9448512749723889,-0.642105697395906,-0.9746241096854944,-0.09422412800300539,0.4053200673201159,0.08037039282120206,0.27874573646263734,0.18176976009258536,0.6183288108330932,-0.3437566948728927,-0.5921600700456675,0.18033502262641332,1.0006594375596565,0.04003627079208074,0.5612768987365648,-0.8495057960076922,-0.3540597348833036,-0.08612698695089452,-0.26180106190051844,0.0839135729322489
joel ward,2020-2021,crystal-palace,30249999.999999996,-2.834137218242047,3.656927176616368,0.5534903944264239,1.086430594537655,-0.6483304450530489,0.6256033538929336,1.039555189284983,-0.6476135115445627,0.20883069190416356,0.17546773736507323,0.9793849323555207,0.7935565772940439,-0.09024169723596483,-0.4106882328293786,-0.42268027729371455,-0.7997826552530639,0.0003261609081814462,0.8075707311426598,-0.4955753182716704,0.25612758285594567
willy boly,2019-2020,wolverhampton-wanderers,29570000.0,-2.8699518062714753,4.132447038434567,-0.05582423314450717,2.246621981521344,-0.5123542611218451,0.8188716082889441,1.104675942707377,0.9313635510868519,-1.079512378315344,0.40639171963782916,1.870259717657061,1.3517469250808152,-1.1739378438868366,0.6454700056820174,-1.543153696236266,-0.7518505882178136,0.03651410151938051,0.14597858651359927,-0.8547899600505998,-0.48168553892051746
ryan bertrand,2020-2021,southampton,35175000.00000001,-1.4029666798474096,4.608687405112518,-0.47544794627864045,-0.897164212773476,-0.0011089263196966783,-0.3505457682006416,1.0439297854639173,-0.9855196915235298,0.002823643243281634,2.151434233933271,0.16656404597591287,-0.19556296059540643,-0.009271566984005069,-0.27316075515469823,-0.39569643604767274,0.17914621701534794,0.6148655919367821,0.6254134837094765,-0.3199077387172955,-0.34973706163969903
nicolo cambiaghi,2023-2024,empoli,44317000.0,2.2065036123804225,3.351715409553704,-1.0109512038806818,-2.7975049726588206,0.15523265588524562,-2.2156488109961834,-0.9768037786680491,-1.275039287496333,-0.8270625199886926,1.8752458300056913,-1.889637378634939,0.6474612894526889,-0.5409339435048682,1.3276351483435207,0.7381005291411488,0.9326499999833661,1.958767073424015,0.4754031726494664,0.13632943600637135,-0.634638967178196
diogo jota,2019-2020,wolverhampton-wanderers,43871000.0,7.115103879337856,-0.07950448084447122,0.7185571250193821,-0.06161881103465785,-0.30699584620284437,-3.401498873595567,-0.032393311499223795,-0.3381835349632618,-0.6345108155471557,0.48827477837353367,-0.35392206553970856,3.831051320229993,0.18499018746551038,-0.6160329704946491,-1.7398540262794768,-1.1812208116393286,-0.26364020302440744,0.2835996802012515,1.2197270732824652,0.8798943586999601
luka krajnc,2018-2019,frosinone,17760100.0,-4.409489591671633,-2.785638559551437,-0.41192137718610483,0.39406489523306687,1.1067933510421388,0.7093505299263224,-1.7044156086548,-0.5861739258982482,-0.4087546157217735,0.4825111629496744,0.3618590780084479,-0.28002148282336653,0.49742055082730746,-0.008557338714123681,0.41386042299598713,0.030329816423309876,-0.6395621966914211,0.13578568590525597,-0.02557757535819274,0.49003579667697494
sebastien haller,2020-2021,west-ham-united,19166000.0,1.440578388218999,-4.16561204091118,-1.5968687493436198,0.8650078702218233,0.9441045320523085,-1.6599237698844886,0.9453749586759792,-0.2893715817415115,0.39649460891934124,0.08270251803683604,-0.4012449949905175,0.517883799292473,-0.8910758550977296,0.3821799122071096,0.17173899810328186,1.0273752280535209,0.5429687637544843,-0.8474927773354723,-0.10889408665282976,0.4057074351169256
harry kane,2020-2021,tottenham-hotspur,51841000.0,18.409437482480055,-1.1578249669608813,3.621171845867125,1.3119416267990291,0.021577287407396586,2.462483712467937,-1.690402103352814,-0.6116578905229804,1.067516824384409,-1.6436017047267917,2.6355332225237236,-1.3501841409433888,-0.24198329928360887,1.1910043123540244,-2.241018864978311,0.5034688347591546,-1.8273709205086028,-0.13619520817369957,0.9589296879567527,-0.03132281107176783
kieffer moore,2022-2023,bournemouth,19995000.000000004,1.3773991252208377,-3.504768925156916,0.16459464753867517,1.6509319220231535,0.7719806035872372,-1.8987834607961478,0.5056067705800575,-0.2860949073743381,1.0871348970210104,0.4747004905322731,-0.37416641083800406,0.12836883854547765,-0.4914342407068561,0.33488003399335914,-0.20501058260927335,0.05474661162588111,-0.06280981764175995,-0.02364882450066985,0.7713930027984377,-0.07742333054422997
dan gosling,2018-2019,bournemouth,26779900.0,-1.84524381392956,4.24031433429526,-0.6078350922593592,-0.05157296936376303,1.6774041407781952,-0.5301845315390402,0.7261713687233914,-0.3482442595043282,0.5152014556083216,0.3588419717775221,0.9719435972967561,-0.15648445775235234,0.9345291551795959,0.998192206477126,0.4272132397674934,0.1309715684727154,0.1134011235534809,-0.8346682547499624,0.371620021890838,0.2090604622647498
jordan veretout,2020-2021,roma,33509000.0,5.67420567900517,-0.9789142680829094,3.1754486625798473,0.9493778592369545,1.8498095468048992,2.4826504588671092,3.34198283810058,-0.8726815708874155,-2.7703926840070547,-0.43971811020576645,1.056894735085136,1.3457802576463225,-0.27137094127053396,-1.181417066124934,0.5814994204994274,-0.05127848037920941,-0.8333628259468737,-0.1834891034532095,0.7745645593667905,-0.02141908150096915
roberto pereyra,2019-2020,watford,25462999.999999996,0.5736307096515543,-0.9000227714825205,0.48276765086044193,-0.4980129338488078,0.7413220319761421,-0.4869601752646302,1.028596045654405,-0.3171721645727415,-0.2691020970447089,0.11817432434101204,-0.6124371270872996,1.2787472499889068,-0.13111927772612753,-0.2620888583243176,0.8198472372642842,-1.041339516856114,-0.20903342424919788,0.4762604565349727,-0.3752803243991969,0.22059683801358188
thomas strakosha,2018-2019,lazio,40770000.0,-3.657076839957869,-2.1513570518745393,3.252627077708551,-0.46975787418424075,-2.566072999540857,-0.6614777673054175,-0.5132903104465745,-1.123764994489468,-1.937204089609349,2.0552605621161213,-0.6970223605651422,-2.0990612334740124,0.976192197106883,-0.4364677847116749,0.32214014528708873,-0.34310002372058057,-1.009404513545671,0.022062241167558998,-0.13572948007209848,1.1509342580250312
jesse joronen,2022-2023,venezia,33202000.0,-3.405475095098561,-2.432939586984151,3.32853304309301,-1.0030792398688024,-2.0466906223307912,-0.8145776749557225,0.7099074767756044,1.7955957396446245,-0.5649790894267321,0.9364093375589329,-1.6156267569690823,-2.2827855008021585,-0.5529385082999397,-0.3268603007264626,-0.20418345594532347,-0.35588915585205855,-0.0360774341376582,-0.018606272961412037,-0.23810158650005345,0.1276193649231903
andrea ranocchia,2020-2021,inter,11210000.0,-2.0812797786141646,-3.7498241346201873,-1.5810118252377188,1.3836492856345532,0.33332587190944934,1.6218836830484642,-0.2911826136925617,-0.42107115402909345,0.6985594815638005,1.8093451219395273,-0.04808920667952163,0.2071011175501305,0.7706901002201724,0.7180414681630221,-0.8807812786116799,0.26703034016071214,-0.6376966974610163,0.600956983215794,0.29831131395441934,0.48846191868669714
federico baschirotto,2023-2024,lecce,44288000.0,-2.2698777317251775,2.755864852927489,3.4954900184417856,2.234022373077512,-2.7751677248222353,0.5533697010607551,-1.2333487174874218,1.2187740813173744,-0.1265790760270645,-0.8875676922305348,-1.5061173552629092,-0.042821037576764344,-1.472907360171447,0.9560539418450364,0.5569892866266456,-0.3742652817131638,-0.3387809785787305,-0.37147883050153546,0.9226485144472164,-0.154463242393415
vasile mogos,2019-2020,cremonese,27582000.000000004,0.7358492990181321,-1.3250358540084812,-0.14841988482311186,0.6548251690742812,-0.18709783027475257,-0.41822646381113937,-0.8154805576484487,1.5012637235535922,-0.05007517615530092,0.41204162734987554,-0.46967051120554554,0.09783211905066214,-1.4564401989676692,0.3023272004194508,-0.09469221142586673,-0.1442389493219606,-0.017387354290625216,-0.37215799637953056,0.11429648053837735,-0.01882624242331288
matteo politano,2018-2019,inter,41185899.999999985,2.021697497440167,1.7311319245464865,2.3689103666373166,-5.38955760255526,-0.9420146686075203,-0.4501650898681196,-2.499537692705685,2.2352258892902417,-0.21834068479122923,0.20396932226695746,0.5418620085611666,1.4073961164289712,-0.7162217076229696,-0.8245222041263729,0.4784669866849665,-0.3654601616674269,0.2719276318470442,0.8492328028657022,0.8188390447007254,0.3324482544353207
conor townsend,2020-2021,west-brom,33683299.99999999,-2.213080208823771,4.280975631423982,0.33169821729156107,0.06166229703002339,-0.3218919766417913,0.5886499157395584,-0.10123601938388187,-1.3319848732846369,0.08634297234461338,0.2533781181312707,1.1626884132475404,1.4612717045970525,-1.7235473591155417,0.42463793651036524,-0.17070948918402876,-0.6942860375593868,-0.1312628281780075,0.2044530073470381,0.24784559429846997,0.3319014741404518
olivier giroud,2022-2023,milan,32779000.0,10.386976644677505,-3.9113772732100967,2.6865601092305256,2.4040687420864035,0.3973418990342351,1.0400897006288226,0.9610083970339074,2.518204209543623,0.47105082252537345,0.44359157143293476,-0.31509992980547047,-0.614317879965715,1.1864418618862833,0.5064210906352056,-0.7787411408380165,-0.5002028450157221,-0.09985677992126905,0.004380278008503285,-0.2929971438438308,-0.20578555136798996
jefferson lerma,2019-2020,bournemouth,42356000.0,-0.7060847656006164,5.93874973274723,-0.13467017836117118,1.0136493716649286,-0.18550275013403977,-0.44926733901150406,1.0662501674141815,2.1227984383189957,-1.0188785322832337,-0.4347779410262354,-0.02165289256924479,-0.886974180274938,1.518922527809065,-0.32806344685694233,-0.16084904137933373,1.6051250772050458,-0.411584312216285,0.48411505783038894,-0.4877899334732791,0.19853449783694677
josh onomah,2020-2021,fulham,12470000.0,-3.419391731392209,-4.461700737357954,-0.9724535624914467,-1.0327270890778768,1.6809799588800431,-0.7415226636144431,0.371029695665896,0.09314931888013575,-0.024739209564902453,-1.2631400093579797,-0.24875503701153076,0.3725816844143834,-0.20392400187333207,0.39571629386733853,-0.3021401501238735,1.092970907356227,0.684892533056358,-0.145501720418076,0.48381644920156214,-0.7324775245452865
jacopo fazzini,2023-2024,empoli,30200000.0,0.07121685781792776,1.9311635752310354,-3.0324427357866015,-0.12726954279341765,0.9255388231018449,-0.8039771992602981,0.03514834768716936,-0.9992294675032991,-1.214659685888754,0.5733428508733535,-0.5362221035245659,-0.3404970102907845,0.5445292582428864,0.4173286014302562,-0.28769925758412274,-0.403582424291077,0.9070477547167509,-1.2923274968868375,-0.5985796474910138,0.5506976114730863
matt ritchie,2021-2022,newcastle-united,18653000.0,-1.409081651037804,-1.2094784664732576,-1.3618501725146552,-0.6187220624288481,-0.21803771154246004,1.091027741884532,1.018710637537512,0.20786140576602283,0.9042497944251009,-0.05321223226424532,-0.31413373341663997,-0.24460372612479958,0.8092267347730727,-0.007270533397549011,-0.573678433663226,-0.10820846690909934,0.008262001282344826,-0.3690316125869047,-0.3994175931501201,0.15726555717318946
jeffrey schlupp,2020-2021,crystal-palace,24848000.0,1.099233776946324,-0.5561003222033547,-1.4938538107758095,0.022125910523789726,-0.5500756373022374,0.35448275785504446,0.2578465407508113,-0.15248776630185362,0.7427815473169963,-1.223354563607738,-0.03532876947106864,-0.2509258421433699,-0.2647519994931023,0.34736293132481555,-0.011987745043066171,-0.20517947727112545,0.22404081445439697,0.5015981740147304,-0.4150837263417256,-0.3701918567949363
enzo fernandez,2023-2024,chelsea,41872000.0,3.5115039485355126,4.108100491213903,-1.1901094515919346,-0.061464729421947986,1.4594923026531077,0.04997835526504416,0.7654119369703729,-0.6583132056086332,-0.6837785547645194,-0.36751262591016115,-1.5742944365181784,0.5874112454483426,0.28906821180649656,0.3584971841495874,0.20271416299211714,0.8532145349363123,-0.4884079592932639,-1.4977619771473223,1.7018631676069456,0.8841459929412187
ruben loftus-cheek,2018-2019,chelsea,22261499.999999996,-1.3747371425757673,-2.1589982052787127,0.5829001562503727,-2.0639158256751404,1.642449952435721,-0.6744743260135632,-1.6534893623176834,-0.2685983851074723,0.44360102414318103,-0.860810519311659,1.1933493216236615,0.012301515456712583,-0.6303926613270454,-0.08449415991127283,-0.39301439763547713,0.8288287982365163,0.14851150966354335,-0.11784352070940163,0.03210896981127319,-0.38908798859099114
omar colley,2020-2021,sampdoria,37056000.0,-2.5476452105740486,3.668771780299759,2.4250853232520715,3.694828747773512,-0.9750020157157154,0.6217731366597614,-0.9107471444892113,-0.3703789069415363,1.1418503109579816,-1.767034730107996,-0.13607361509757043,0.656855058903926,-0.1909491195176045,-0.10900818018904775,0.8456864329089623,0.9053482925740817,0.11505543809169634,0.5685002039170485,-0.6113328787125273,0.7838563036181699
steven nzonzi,2018-2019,roma,36170800.0,-1.798138436341906,6.0982979347863395,0.7521714080538763,0.8297567096069637,-0.10003706609632544,0.18238036079531436,0.6608432249966792,-0.7224530378504062,0.3562877550723503,0.572564856433225,1.1821916811058812,0.14447519171931933,0.6840639147255442,0.8816018885844877,0.2812560378773122,1.4074701073959026,-0.8819951804352384,-0.5766845317391415,1.107318597054496,-2.1588600729966756
cristian ansaldi,2020-2021,torino,29707999.999999996,2.534851745756995,2.2356264960424768,-2.2600148892026066,-1.4080280266987866,-1.373062323875928,3.2458238343597388,0.0239220584055909,-1.1040728583793928,0.525505636285115,1.5483254384328924,-0.21377865796652806,-0.34109324581592726,-0.7372169106093017,0.9874497613142601,-0.5170675595607495,-0.023611068722707032,1.5973199314089703,-0.2532122221183654,-0.20037584833015307,-0.5251102009253825
kalidou koulibaly,2021-2022,napoli,32444000.000000007,-1.1153055643100338,3.4910557010373977,1.0840638387809287,2.8616577513077566,-0.7653356810420918,0.7993979782479328,-0.6564727720797123,1.3607162716599321,0.5040784568546951,0.2800199786549411,0.550584069773989,0.04032677366672013,-1.0316888501070562,0.4372635111625854,0.30837841150991957,-1.0121991696925987,0.21178524786397981,-0.9429718881297154,0.10477643736230371,0.08399096307706001
marcus thuram,2023-2024,inter,45580000.00000001,11.213918187719159,-1.6255374741318915,1.6476467175029632,1.0221318778006618,-1.2571363890801153,-2.3288508639630736,-2.1065617039479614,-0.3011980256753637,1.3845345421366402,-0.21078940547400107,0.7305554473739149,-0.16945132600766813,0.45713965821647934,1.4795376997470815,-1.6116084848698153,-0.37839632086270447,-0.735815455239846,0.8875074072596366,0.33844787196067516,-0.4157883721969382
ben davies,2023-2024,tottenham-hotspur,16863000.0,-1.6989803676983042,-1.3951352580109793,-0.601368000944141,1.9946138534891025,0.8456817171446148,0.4238652897648469,-0.5904013036579312,-0.6627289723053374,0.9380722260738529,1.5623201945737641,-0.33800496526781426,0.5525905142755301,0.012395096271519218,0.40534602766489247,-0.3857801792387951,0.43100666800250703,-0.22836043679941817,-0.6286705175643,1.2051538177971026,0.09543130530522899
martin dubravka,2018-2019,newcastle-united,37053000.0,-3.57669246697091,-2.055399275964932,4.924417917284695,-1.0680014215787124,-4.226399382950026,-1.271573597402776,2.9470845825034835,-0.7909960036811473,-2.163458478578326,1.0169359231026125,1.5094184555322376,0.6258440662397248,-0.06845944201827774,0.5843487004415941,0.165937619417124,-0.2893886972453559,-0.057597836685573535,0.04111045627367351,-0.03561012634439057,0.11831690182097722
luca ceppitelli,2018-2019,cagliari,28937600.000000015,-3.101606281915786,2.837891127714503,1.9225783047173433,2.48951262751198,-0.47215299863163745,0.8612763308834042,-0.8896374297711814,3.66382800334354,-0.8106910566500031,0.2533020184628153,0.9397754689883419,0.6251861446891721,-0.7490609294407632,1.3217590955739584,-0.44499052424945046,-0.5122696249614981,0.09687622845725138,-0.8669996910863373,0.4651947827520782,-0.837260469655137
willy caballero,2018-2019,chelsea,1870000.0,-4.607267173099927,-5.909814890018594,-0.24462027378287998,-1.1646736936480386,1.542914853627255,0.8261650407176154,1.232693861010936,0.7503079471752837,2.2090079776411775,-0.38811454265466605,0.5862478625101366,0.4981315820806002,-0.37875741340634217,0.031043833485938914,-0.14120438032501426,0.13964987230558557,0.44711859947619353,0.03805999898450457,0.008650837807546502,-0.7383801044060918
bruno fernandes,2021-2022,manchester-united,52750000.0,10.213968207784346,6.012627614408885,-0.7030240870718375,-1.6460266563815715,-0.7035936701221237,-0.5532440013816428,1.6246623509358733,0.17036651759512464,0.1178835208212132,-0.6784196440995027,1.0595540607022125,2.02850201127249,1.0033810868568174,-0.750156080559397,-0.5239260885729867,-0.9883028244008912,-1.865764290642112,-2.1128664017184864,0.07880811735716896,1.5247850962462859
rui patricio,2021-2022,roma,35530000.0,-3.319589517117863,-2.467933754754251,4.754721838969347,-1.5757316641828862,-3.5712186216043627,-1.3221197975358954,3.1959376208452177,-0.09852168353109264,-0.4388229168872042,0.30492278139274936,-0.0038093924063620868,-0.38265085362507123,-0.10652095456960632,0.14547399301853187,0.1433838421134142,-0.17990121860308425,0.35934534555101155,0.19629553684553075,-0.18105649674638574,-0.5439709152867048
conor coady,2019-2020,wolverhampton-wanderers,44765000.0,-3.2251580319300404,3.4069682453053947,3.1527269809953693,1.636230232421255,-2.4739670496921424,-0.2339033323783468,0.8020650057439661,-0.891012283147639,-0.5464332527060483,-0.2471578301378093,-0.23556473844950052,-0.1600685838721294,-0.1352038198099041,-0.5550132000565872,-0.6398872711677575,-0.4630304323537039,0.7878293162229827,-0.521672913972974,-0.08270105042289105,0.25626323600938855
simone romagnoli,2019-2020,empoli,35366000.0,-3.2226082533821305,3.59458548665086,2.153056364897682,2.9555558421317083,-1.3031241622041694,0.9613612204059064,-0.9117111213724164,-1.1928845546163553,0.9353319086216356,0.2589906059359187,-0.41318625033011114,0.2639349362448743,-0.9336034911585867,0.7764487869696148,0.13138887969884847,0.5617635149274074,0.5134036771712785,-1.1155777491976901,1.3305227876621868,-0.5595167114538395
cristiano ronaldo,2020-2021,juventus,46730000.0,20.039758434348382,-4.637111342634444,7.968475265402858,3.218144902180505,4.603095848107027,0.2913045204905154,-0.055496053642790616,-0.4356290817062883,0.44708704384049464,1.779018445862427,0.8515870594422366,2.967395515810065,-0.19380113062851922,-1.5374900137692051,-0.7610022742984672,-0.11772773131633309,-0.3321010695960206,0.19542063267402512,1.0360075629984444,-0.1553489790334786
bartosz bereszynski,2022-2023,sampdoria,16769999.999999996,-3.555490545245529,-0.27753762210065364,-0.6962111853398998,-0.018520249106097682,1.1992263241320944,0.49465489376620214,-0.1377947190518522,-0.736595820919247,0.800944212952948,1.119348345101821,0.17314746357363045,-0.04289203616773875,-0.6972639982607316,0.007355852248103595,-0.06307789947538629,-0.3570259702384644,-0.2894689874425996,0.5230527450738399,-0.25101796761636336,0.07826262879524454
antonee robinson,2023-2024,fulham,54592000.0,2.0355122108658055,12.884937517817766,-2.2626074560579714,-0.5157120051635644,-1.1286186296719791,0.5463962021121292,1.408529421107922,-1.4358915564658996,-0.5447187473842043,-0.8509057003570849,1.6701378377015597,2.3214981468047258,-1.4182564929102446,-0.011015271777413703,-1.206892758281295,-2.0579693741352045,1.5817724855286848,1.735563786946274,-1.1616474108639463,1.4471361475872937
james tarkowski,2023-2024,everton,46849000.0,-0.9379797855306453,9.58018545121801,2.6003094211507545,5.653731989531487,-2.1182451158904585,1.396197895547191,-0.7069366979160564,-0.45407615573963034,1.8488912346077846,-2.5286135155471827,-0.7902683419693797,2.1335970901717385,0.5448172415628578,1.5326587403778216,0.8009421716899172,-1.0454808482370335,0.41061798544184747,-1.6468304961169327,0.5872035790976806,-0.7684912739965248
