Player,Season,Team,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
calum chambers,2019-2020,arsenal,-1.3886683696476816,-1.2549752425694058,-1.3232073771332384,0.6577397986919102,-0.08576468875458572,0.6932223103633657,-0.749917013789887,-0.49500348289236795,-0.6816492951904326,0.5615248314681458,0.686262136092303,0.47105292565564666,0.9003072070173298,0.44443211818002604,0.5300005083647078,0.7395708148427877,0.6007459646297175,-0.6647726598448265,-0.4207460632507607,0.24448780164713524
kieran tierney,2019-2020,arsenal,-2.1507347547107716,-1.959949422327416,-1.106356682086835,0.36562061708256766,-0.1549411834259335,0.7672881529979684,-1.1425311864407846,-0.886823534729358,-1.042059321584539,0.47672737195177123,1.2431401326447644,0.14604601643274168,-0.025838305592432605,-0.36900168861166527,0.026778861676880577,-0.3930943634628101,0.11350919418528119,-0.25946996812192435,-0.1786286837527814,-0.10379589107453156
joe willock,2019-2020,arsenal,-0.118104437115133,-1.8215022283296325,-1.7499358737906803,-0.04382829941975228,-0.23176153367864438,-0.987318013190943,0.3966597915555215,-0.849854746034628,-1.9487506937022994,-0.4472237413150154,0.655579262444735,1.206344417868963,-0.05138305806400736,0.7887176556171274,0.13310616675829334,-0.0834275954998378,-0.02395619336862298,0.054396543310024165,0.3328840657337584,-0.4614976601129365
emiliano martinez,2019-2020,arsenal,-4.324430777869465,-5.183836639070778,0.2693364679349652,-1.268669946835444,0.9174792323681265,-0.1903874270735576,0.4912786267728915,0.4124376414564564,0.3847459251929288,-1.2556956278246416,0.007382595963403488,-0.19189468019021533,0.09767708505513735,-0.3916871900227028,-0.24173566985553568,0.2463562402581529,0.4027594606943255,-0.12976409696710217,0.038559822905503645,-0.6079770996282908
bernd leno,2020-2021,arsenal,-3.7486004716809047,-2.2353373798830662,3.6237278938966524,-0.3391920615901697,-2.986531129033492,-0.261301634772906,0.062236243515794,0.6659518795656859,-2.1007630743988632,3.0642736883883677,0.025047881430102423,-1.491110802727794,-0.8396603092806881,0.47822423996083485,0.16219200897111619,-0.4725153582596475,-1.2323382017550424,0.12503107838112365,-0.17653038409212196,1.0428892298614016
bukayo saka,2020-2021,arsenal,5.25277919272661,0.7964365686491728,-0.03570996765035221,-1.4776614644389678,-1.0376274515579564,-1.525991383132001,-1.4618489126931467,-0.7238779554696373,-0.3430902843584891,-0.848183508217815,-1.2515746642875505,1.4691175518482484,-1.0083348775879821,-0.8079336250031066,-1.3438552842700142,-0.23261490376013816,-0.5993246475397419,0.2186239378462533,-0.20917450117803152,0.6499471033453277
rob holding,2020-2021,arsenal,-2.6161158122502424,3.4366852547747686,1.2024643941973447,2.098291632868015,-0.7203069084958156,0.45488398201804503,-0.7266252589148985,-0.9899711263788109,0.7347191000616619,-1.363085427775692,-0.9311907293631361,-0.5245930176959315,-1.2023134481952344,0.28407336031556546,-0.5407814732021182,0.12316328717534097,0.27963416156691223,-1.0255059580594732,1.3386977413345786,-0.03635112388024912
granit xhaka,2020-2021,arsenal,-0.22079541720985513,5.32224293908974,-0.4449079300025672,-0.9964044450449632,-0.7059074431575373,-0.4718662267728425,1.8265436853624617,1.5070010519207755,-1.5787030973197975,1.6507623764785333,1.6360803472573278,0.31154936604185,-0.17691029104989658,0.7995014111057486,1.403404008363533,2.4688237268871083,0.36793796407498924,-0.7935615527967228,1.9175584364064764,0.9082400497333035
pierre-emerick aubameyang,2020-2021,arsenal,7.193802606669888,-2.4956737060373593,2.3848486826106847,0.16767400292595452,0.640578870335185,-0.30472985827261756,0.3316935111025037,-0.1527016565519195,1.0492480716450905,-0.115857664903945,-0.5046080222878307,0.5971430705240712,-0.565333571160769,-0.30971416353976544,-0.41668135197811035,-1.0245647684854882,-0.1882529785876024,0.8899695297071608,0.31014879196578393,-0.03210609842745532
kieran tierney,2020-2021,arsenal,0.7827889629403686,1.8250065026910984,-0.6008632444841493,-2.0679918132225583,-1.2594691138169947,0.26307365928611015,-1.2426502935482158,-0.3900443233875266,0.130522227220081,-0.8531290989082754,-1.0685331295833103,0.25127125999851135,-0.4470248341996924,0.42101605314106894,1.4967428537477567,0.15528611261846234,0.8271281107473938,-0.388917544149254,0.21790615031401642,0.007163677089599858
hector bellerin,2020-2021,arsenal,-0.14767832534781083,2.16395928017381,-0.6666760832001907,-1.0739982300552744,-0.30233805441266287,0.07034905865184989,0.1458852106251659,0.2659657971530437,0.453758854192139,-1.3028620821854746,-0.796431308580655,0.2586048213946774,0.7014831925063743,-0.911017991915481,0.4938530036709328,-0.19342112494955163,0.13704725728587053,0.13761626737157684,-0.27785457237406125,0.5957189973975678
gabriel magalhaes,2020-2021,arsenal,-2.503591202207238,0.9693644329204603,1.5215692061962263,2.429831294443291,-0.6444902810421974,0.012387190686036817,-1.1263524074685671,1.1989492454662118,-1.4559371438016566,0.004491835015621098,1.0599789256639431,0.6358037371592185,-0.6962647887099972,0.18388828818837383,0.301817167238609,0.0669190577920849,-0.23234148481232056,-0.3581102999882112,0.5126884369924734,0.14650143982233033
alexandre lacazette,2020-2021,arsenal,9.099776706504752,-2.9918351258438216,2.0322072196517054,2.60770322519983,2.314134354967711,-0.7905896737139587,1.429918932156105,-0.4513914198187922,0.3030592771223027,-0.3105880626278646,-0.16215385076970754,-0.18412134547409942,-0.38830813778332823,0.03766247025733401,-0.04441611536529727,-0.206153943328736,-0.7142419995297863,0.4895329479726337,-0.15256288637522356,0.010687664131631719
nicolas pepe,2020-2021,arsenal,5.644233933583121,-2.2974844705396813,0.39754420018344233,1.4827869339658615,1.4160820805713423,-1.895763394732082,-0.7794528684937253,1.3748506989467457,-0.2679788262705847,0.7463352534073285,1.1052922742612734,-0.5433870550895773,-2.086281764814597,-0.6199413106414902,1.040206121113593,-0.4519030642913167,1.0213525537472952,0.5845613673456712,-0.11698030023084574,0.14055117626504957
dani ceballos,2020-2021,arsenal,-0.11798411752755597,2.4689862658263193,-2.4231523518525218,-1.180611686835072,-0.5041319971078482,0.8168338978085424,0.6415167586499205,-0.4672843221387683,-0.6069820456126224,-0.7975991267535649,0.3642436945445347,0.6672538909530146,-0.2161937003938442,-0.25250423995171917,-0.05297582379866293,0.6865963250646038,0.030882707058230516,-0.03243755629870551,0.19856383172354866,0.9966268294834789
