Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Ivan Provedel,G,28.0,38,37,3.413,37.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0
Felipe Anderson,AT,29.0,38,35,2.958,32.9,9.0,2.0,11.0,9.0,0.0,0.0,3.0,0.0,6.0,6.0,4.8,109.0,83.0,114.0,224.0,27.0,6.0,33.0,27.0,33.0,18.0,15.0,33.0,18.0,33.0,80.0,50.0,31.0,41.0,8.0,31.0,88.0,352.0,57.0,58.0,6.0,52.0,31.0,111.0,27.0,0.0
Sergej Milinković-Savić,LT,27.0,36,34,3.022,33.6,9.0,8.0,17.0,9.0,0.0,0.0,10.0,0.0,6.8,6.8,7.1,139.0,47.0,166.0,129.0,27.0,24.0,51.0,27.0,51.0,20.0,21.0,41.0,20.0,41.0,58.0,35.0,22.0,23.0,13.0,24.0,67.0,358.0,43.0,50.0,12.0,38.0,28.0,86.0,49.0,0.0
Alessio Romagnoli,ZG,27.0,34,33,2.922,32.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.4,1.4,0.1,16.0,3.0,62.0,3.0,6.0,0.0,6.0,6.0,6.0,4.0,0.0,5.0,4.0,5.0,33.0,15.0,19.0,14.0,0.0,11.0,22.0,500.0,11.0,33.0,26.0,7.0,38.0,71.0,108.0,0.0
Mattia Zaccagni,AT,27.0,35,33,2.77,30.8,10.0,6.0,16.0,9.0,1.0,1.0,9.0,0.0,6.7,5.9,4.5,104.0,118.0,76.0,282.0,32.0,19.0,52.0,29.0,49.0,22.0,15.0,36.0,19.0,34.0,42.0,28.0,16.0,18.0,8.0,14.0,38.0,368.0,24.0,37.0,3.0,34.0,21.0,63.0,10.0,1.0
Adam Marušić,ZG,29.0,33,31,2.76,30.7,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.7,0.7,1.1,18.0,38.0,116.0,43.0,0.0,7.0,7.0,0.0,7.0,2.0,3.0,6.0,2.0,6.0,41.0,30.0,23.0,14.0,4.0,25.0,39.0,641.0,14.0,20.0,6.0,14.0,38.0,79.0,63.0,1.0
Luis Alberto,LT,29.0,35,27,2.442,27.1,6.0,7.0,13.0,5.0,1.0,2.0,4.0,0.0,4.4,2.7,7.0,97.0,73.0,248.0,94.0,22.0,26.0,48.0,18.0,44.0,16.0,26.0,42.0,10.0,36.0,49.0,29.0,18.0,20.0,11.0,23.0,72.0,319.0,49.0,35.0,6.0,29.0,9.0,58.0,4.0,0.0
Nicolò Casale,ZG,24.0,29,27,2.437,27.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,0.3,9.0,11.0,70.0,3.0,4.0,4.0,7.0,4.0,7.0,2.0,1.0,3.0,2.0,3.0,42.0,20.0,28.0,14.0,0.0,22.0,34.0,647.0,12.0,25.0,17.0,8.0,17.0,59.0,73.0,1.0
Ciro Immobile,AT,32.0,31,27,2.219,24.7,12.0,5.0,17.0,8.0,4.0,5.0,3.0,0.0,14.2,10.3,1.9,122.0,40.0,43.0,174.0,49.0,20.0,69.0,32.0,53.0,57.0,8.0,65.0,42.0,49.0,11.0,5.0,4.0,4.0,3.0,6.0,9.0,667.0,3.0,10.0,2.0,8.0,1.0,12.0,14.0,0.0
Danilo Cataldi,LT,27.0,29,26,1.921,21.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.1,14.0,8.0,83.0,14.0,0.0,5.0,5.0,0.0,5.0,1.0,5.0,6.0,1.0,6.0,25.0,16.0,7.0,15.0,3.0,14.0,40.0,350.0,26.0,23.0,9.0,14.0,24.0,49.0,33.0,0.0
Elseid Hysaj,ZG,28.0,34,22,1.998,22.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,1.1,13.0,36.0,103.0,60.0,5.0,5.0,9.0,5.0,9.0,1.0,5.0,6.0,1.0,6.0,39.0,23.0,24.0,11.0,4.0,23.0,41.0,561.0,18.0,31.0,7.0,24.0,20.0,59.0,42.0,0.0
Manuel Lazzari,ZG,28.0,28,22,1.879,20.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.7,10.0,98.0,64.0,74.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,5.0,33.0,21.0,13.0,14.0,6.0,21.0,36.0,583.0,15.0,20.0,6.0,14.0,18.0,51.0,36.0,1.0
Pedro,AT,35.0,36,17,1.898,21.1,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,3.4,3.4,2.6,61.0,64.0,52.0,144.0,19.0,14.0,33.0,19.0,33.0,16.0,13.0,29.0,16.0,29.0,35.0,24.0,14.0,10.0,11.0,11.0,30.0,367.0,19.0,18.0,2.0,16.0,6.0,41.0,4.0,1.0
Matías Vecino,LT,30.0,32,17,1.691,18.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,0.5,30.0,22.0,88.0,17.0,11.0,0.0,11.0,11.0,11.0,13.0,3.0,16.0,13.0,16.0,47.0,27.0,13.0,23.0,11.0,23.0,48.0,479.0,25.0,33.0,10.0,23.0,16.0,63.0,39.0,1.0
Patric,ZG,29.0,18,16,1.413,15.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,2.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,17.0,11.0,12.0,3.0,2.0,11.0,16.0,688.0,5.0,17.0,12.0,5.0,11.0,28.0,53.0,1.0
Marcos Antônio,LT,22.0,16,6,594.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,15.0,1.0,25.0,8.0,15.0,15.0,30.0,15.0,30.0,18.0,4.0,23.0,18.0,23.0,9.0,6.0,4.0,5.0,0.0,9.0,20.0,450.0,11.0,7.0,2.0,5.0,11.0,20.0,18.0,0.0
Toma Bašić,LT,25.0,25,4,513.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,0.4,22.0,14.0,22.0,29.0,18.0,0.0,18.0,18.0,18.0,32.0,7.0,39.0,32.0,39.0,6.0,4.0,4.0,1.0,1.0,3.0,8.0,375.0,5.0,9.0,0.0,9.0,7.0,13.0,8.0,0.0
Matteo Cancellieri,AT,20.0,20,1,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.4,8.0,15.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,28.0,14.0,28.0,10.0,4.0,5.0,3.0,2.0,5.0,9.0,556.0,4.0,4.0,0.0,4.0,1.0,11.0,2.0,0.0
Luca Pellegrini,ZG,23.0,7,1,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,3.0,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,15.0,4.0,15.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,250.0,3.0,3.0,0.0,3.0,7.0,8.0,4.0,0.0
Luka Romero,AT,17.0,6,1,151.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,9.0,4.0,4.0,21.0,60.0,0.0,60.0,60.0,60.0,52.0,4.0,55.0,52.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,3.0,3.0,1.0,0.0
Luís Maximiano,G,23.0,1,1,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Gila,ZG,21.0,4,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0
