Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Lorenzo Montipò,G,25.0,34,34,3.06,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,3.0
Gianluca Caprari,"LT,AT",28.0,35,33,2.739,30.4,12.0,7.0,19.0,10.0,2.0,2.0,4.0,0.0,7.1,5.5,6.2,117.0,117.0,164.0,270.0,39.0,23.0,62.0,33.0,56.0,23.0,20.0,44.0,18.0,38.0,43.0,25.0,10.0,22.0,11.0,17.0,51.0,333.0,34.0,32.0,0.0,32.0,4.0,47.0,7.0,0.0
Darko Lazović,ZG,30.0,34,32,2.766,30.7,1.0,7.0,8.0,1.0,0.0,0.0,2.0,0.0,2.9,2.9,6.3,92.0,101.0,174.0,243.0,3.0,23.0,26.0,3.0,26.0,9.0,20.0,30.0,9.0,30.0,36.0,23.0,20.0,8.0,8.0,21.0,39.0,538.0,18.0,28.0,4.0,24.0,19.0,55.0,49.0,1.0
Giovanni Simeone,AT,26.0,35,32,2.653,29.5,17.0,5.0,22.0,17.0,0.0,1.0,8.0,0.0,10.3,9.5,3.2,127.0,40.0,40.0,259.0,58.0,17.0,75.0,58.0,75.0,35.0,11.0,46.0,32.0,43.0,27.0,15.0,6.0,12.0,9.0,9.0,39.0,231.0,30.0,37.0,3.0,34.0,6.0,33.0,23.0,0.0
Nicolò Casale,ZG,23.0,36,30,2.586,28.7,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.7,0.7,1.0,17.0,40.0,91.0,29.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,6.0,3.0,6.0,46.0,30.0,25.0,19.0,2.0,21.0,37.0,568.0,16.0,31.0,12.0,19.0,49.0,95.0,95.0,0.0
Davide Faraoni,ZG,29.0,32,30,2.572,28.6,4.0,5.0,9.0,4.0,0.0,0.0,8.0,1.0,3.0,3.0,2.9,59.0,31.0,123.0,125.0,14.0,17.0,31.0,14.0,31.0,11.0,10.0,21.0,11.0,21.0,62.0,40.0,38.0,21.0,3.0,29.0,62.0,468.0,33.0,38.0,5.0,33.0,23.0,85.0,62.0,1.0
Ivan Ilić,LT,20.0,32,30,2.526,28.1,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,2.4,2.4,1.8,42.0,39.0,134.0,67.0,4.0,11.0,14.0,4.0,14.0,9.0,6.0,15.0,9.0,15.0,39.0,18.0,16.0,19.0,4.0,20.0,54.0,370.0,34.0,34.0,12.0,22.0,22.0,61.0,55.0,0.0
Koray Günter,ZG,26.0,30,29,2.411,26.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.3,0.3,0.7,10.0,10.0,106.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,4.0,32.0,18.0,19.0,11.0,2.0,16.0,32.0,500.0,16.0,27.0,21.0,6.0,69.0,101.0,110.0,1.0
Federico Ceccherini,ZG,29.0,34,29,2.358,26.2,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.7,1.7,0.5,22.0,20.0,95.0,41.0,4.0,0.0,4.0,4.0,4.0,6.0,2.0,8.0,6.0,8.0,32.0,16.0,19.0,10.0,3.0,19.0,33.0,576.0,14.0,13.0,8.0,5.0,50.0,82.0,76.0,1.0
Antonín Barák,"LT,AT",26.0,29,27,2.34,26.0,11.0,4.0,15.0,7.0,4.0,4.0,4.0,0.0,8.9,5.7,2.7,84.0,68.0,147.0,124.0,42.0,15.0,58.0,27.0,42.0,34.0,10.0,44.0,22.0,32.0,18.0,8.0,9.0,8.0,1.0,5.0,17.0,294.0,12.0,32.0,5.0,27.0,6.0,24.0,26.0,0.0
