Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Henrikh Mkhitaryan,LT,34.0,36,35,2.785,30.9,2.0,8.0,10.0,2.0,0.0,0.0,4.0,0.0,3.6,3.6,4.5,81.0,92.0,192.0,127.0,6.0,26.0,32.0,6.0,32.0,12.0,15.0,26.0,12.0,26.0,62.0,34.0,18.0,35.0,9.0,24.0,49.0,490.0,25.0,23.0,4.0,19.0,29.0,91.0,43.0,0.0
Yann Sommer,G,34.0,34,34,3.06,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1000.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,1.0
Nicolò Barella,LT,26.0,37,34,2.846,31.6,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,5.1,5.1,3.4,85.0,68.0,278.0,144.0,6.0,9.0,16.0,6.0,16.0,16.0,11.0,27.0,16.0,27.0,46.0,30.0,17.0,20.0,9.0,19.0,63.0,302.0,44.0,31.0,1.0,30.0,10.0,56.0,12.0,1.0
Marcus Thuram,AT,25.0,35,34,2.687,29.9,13.0,7.0,20.0,13.0,0.0,0.0,3.0,0.0,14.3,14.3,3.7,180.0,68.0,47.0,192.0,44.0,23.0,67.0,44.0,67.0,48.0,12.0,60.0,48.0,60.0,23.0,15.0,9.0,9.0,5.0,4.0,13.0,308.0,9.0,26.0,3.0,23.0,4.0,27.0,19.0,0.0
Hakan Çalhanoğlu,LT,29.0,32,32,2.556,28.4,13.0,3.0,16.0,3.0,10.0,10.0,5.0,0.0,10.1,2.3,4.7,70.0,45.0,186.0,34.0,46.0,11.0,56.0,11.0,21.0,36.0,17.0,52.0,8.0,25.0,66.0,33.0,29.0,29.0,8.0,32.0,49.0,653.0,17.0,29.0,13.0,16.0,24.0,90.0,22.0,0.0
Lautaro Martínez,AT,25.0,33,31,2.656,29.5,24.0,3.0,27.0,22.0,2.0,3.0,5.0,0.0,17.6,15.3,3.6,188.0,54.0,80.0,172.0,81.0,10.0,91.0,75.0,85.0,60.0,12.0,72.0,52.0,64.0,22.0,16.0,4.0,13.0,5.0,4.0,19.0,211.0,15.0,30.0,1.0,29.0,20.0,42.0,10.0,0.0
Federico Dimarco,ZG,25.0,30,29,2.077,23.1,5.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0,2.9,2.7,8.5,111.0,51.0,100.0,198.0,22.0,26.0,48.0,22.0,48.0,13.0,37.0,49.0,12.0,48.0,42.0,25.0,19.0,14.0,9.0,17.0,35.0,486.0,18.0,18.0,3.0,15.0,9.0,51.0,34.0,1.0
Alessandro Bastoni,ZG,24.0,28,28,2.268,25.2,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,3.4,46.0,63.0,142.0,77.0,4.0,12.0,16.0,4.0,16.0,5.0,13.0,18.0,5.0,18.0,46.0,33.0,31.0,12.0,3.0,26.0,40.0,650.0,14.0,25.0,11.0,14.0,23.0,69.0,48.0,1.0
Matteo Darmian,ZG,33.0,33,27,2.404,26.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,1.8,30.0,18.0,72.0,82.0,7.0,4.0,11.0,7.0,11.0,4.0,7.0,11.0,4.0,11.0,48.0,22.0,23.0,15.0,10.0,20.0,53.0,377.0,33.0,27.0,11.0,16.0,13.0,61.0,55.0,0.0
Francesco Acerbi,ZG,35.0,29,26,2.388,26.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,1.8,34.0,21.0,87.0,24.0,11.0,4.0,15.0,11.0,15.0,6.0,7.0,13.0,6.0,13.0,22.0,13.0,16.0,6.0,0.0,11.0,14.0,786.0,3.0,20.0,13.0,7.0,32.0,54.0,77.0,1.0
