Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Lorenzo Montipò,G,26.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,26.0,3.0
Adrien Tameze,LT,28.0,37,35,3.031,33.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.9,18.0,32.0,103.0,58.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,5.0,51.0,30.0,21.0,26.0,4.0,28.0,63.0,444.0,35.0,51.0,14.0,37.0,37.0,88.0,55.0,2.0
Isak Hien,ZG,23.0,32,28,2.607,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.3,0.3,0.1,4.0,17.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,73.0,36.0,54.0,19.0,0.0,38.0,61.0,623.0,23.0,40.0,17.0,23.0,31.0,104.0,92.0,1.0
Darko Lazović,"LT,ZG",31.0,30,27,2.242,24.9,4.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,3.6,3.6,6.4,100.0,72.0,81.0,167.0,16.0,20.0,36.0,16.0,36.0,14.0,26.0,40.0,14.0,40.0,24.0,13.0,9.0,12.0,3.0,13.0,29.0,448.0,16.0,14.0,3.0,11.0,16.0,40.0,19.0,0.0
Fabio Depaoli,ZG,25.0,31,24,2.173,24.1,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,1.7,1.7,1.2,29.0,28.0,66.0,76.0,8.0,8.0,17.0,8.0,17.0,7.0,5.0,12.0,7.0,12.0,48.0,28.0,25.0,16.0,7.0,25.0,44.0,568.0,19.0,32.0,6.0,26.0,18.0,66.0,33.0,3.0
Paweł Dawidowicz,ZG,27.0,23,20,1.632,18.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1.1,1.1,0.8,19.0,20.0,60.0,17.0,6.0,6.0,11.0,6.0,11.0,6.0,4.0,11.0,6.0,11.0,48.0,31.0,28.0,17.0,3.0,22.0,31.0,710.0,9.0,14.0,9.0,5.0,23.0,71.0,71.0,0.0
Giangiacomo Magnani,ZG,26.0,24,19,1.532,17.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.5,0.5,0.2,7.0,5.0,32.0,5.0,0.0,6.0,6.0,0.0,6.0,3.0,1.0,4.0,3.0,4.0,33.0,22.0,20.0,11.0,2.0,19.0,25.0,760.0,6.0,20.0,15.0,5.0,21.0,54.0,76.0,0.0
Davide Faraoni,ZG,30.0,23,19,1.485,16.5,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,2.7,2.7,1.0,37.0,11.0,54.0,33.0,12.0,18.0,30.0,12.0,30.0,17.0,6.0,23.0,17.0,23.0,34.0,24.0,19.0,13.0,2.0,16.0,41.0,390.0,25.0,30.0,11.0,19.0,15.0,49.0,37.0,0.0
Federico Ceccherini,ZG,30.0,22,18,1.417,15.7,2.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,0.8,0.8,0.2,10.0,25.0,53.0,20.0,13.0,0.0,13.0,13.0,13.0,5.0,1.0,6.0,5.0,6.0,25.0,19.0,15.0,9.0,1.0,13.0,23.0,565.0,10.0,17.0,10.0,7.0,19.0,44.0,55.0,0.0
Kevin Lasagna,"AT,LT",29.0,26,17,1.572,17.5,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,6.0,6.0,1.7,77.0,36.0,19.0,105.0,6.0,11.0,17.0,6.0,17.0,35.0,9.0,44.0,35.0,44.0,12.0,6.0,7.0,3.0,2.0,6.0,14.0,429.0,8.0,17.0,1.0,16.0,5.0,17.0,13.0,0.0
