Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Andrea Consigli,G,34.0,37,37,3.322,36.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0
Gian Marco Ferrari,ZG,29.0,36,35,3.124,34.7,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.8,1.8,0.5,23.0,21.0,133.0,7.0,3.0,0.0,3.0,3.0,3.0,5.0,1.0,7.0,5.0,7.0,16.0,11.0,10.0,6.0,0.0,10.0,23.0,435.0,13.0,37.0,27.0,10.0,43.0,59.0,114.0,2.0
Davide Frattesi,LT,21.0,36,35,2.854,31.7,4.0,3.0,7.0,4.0,0.0,0.0,6.0,0.0,5.9,5.9,3.6,96.0,79.0,113.0,104.0,13.0,9.0,22.0,13.0,22.0,19.0,11.0,30.0,19.0,30.0,46.0,16.0,26.0,18.0,2.0,26.0,52.0,500.0,26.0,44.0,12.0,32.0,29.0,75.0,62.0,1.0
Maxime Lopez,LT,23.0,35,33,2.938,32.6,2.0,1.0,3.0,2.0,0.0,0.0,14.0,0.0,1.5,1.5,2.4,39.0,77.0,236.0,41.0,6.0,3.0,9.0,6.0,9.0,5.0,7.0,12.0,5.0,12.0,69.0,36.0,40.0,27.0,2.0,35.0,87.0,402.0,52.0,33.0,7.0,26.0,42.0,111.0,38.0,1.0
Domenico Berardi,AT,26.0,33,33,2.819,31.3,15.0,14.0,29.0,9.0,6.0,6.0,9.0,0.0,11.3,6.5,8.7,153.0,77.0,183.0,265.0,48.0,45.0,93.0,29.0,73.0,36.0,28.0,64.0,21.0,49.0,32.0,19.0,9.0,16.0,7.0,15.0,57.0,263.0,42.0,39.0,2.0,37.0,31.0,63.0,23.0,0.0
Giacomo Raspadori,"LT,AT",21.0,36,32,2.74,30.4,10.0,4.0,14.0,10.0,0.0,0.0,9.0,1.0,7.2,7.2,3.7,109.0,49.0,86.0,178.0,33.0,13.0,46.0,33.0,46.0,24.0,12.0,36.0,24.0,36.0,29.0,18.0,5.0,15.0,9.0,11.0,38.0,289.0,27.0,29.0,3.0,26.0,9.0,38.0,11.0,0.0
Vlad Chiricheș,ZG,31.0,29,27,2.3,25.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.0,5.0,4.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,28.0,15.0,19.0,9.0,0.0,10.0,21.0,476.0,11.0,34.0,21.0,13.0,41.0,69.0,71.0,4.0
Gianluca Scamacca,AT,22.0,36,25,2.146,23.8,16.0,0.0,16.0,15.0,1.0,1.0,7.0,0.0,11.0,10.2,1.9,122.0,21.0,36.0,149.0,67.0,0.0,67.0,63.0,63.0,46.0,8.0,54.0,43.0,51.0,19.0,14.0,2.0,5.0,12.0,5.0,21.0,238.0,16.0,16.0,1.0,15.0,5.0,24.0,22.0,1.0
Mert Müldür,ZG,22.0,31,24,2.046,22.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,1.1,16.0,67.0,104.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,2.0,7.0,52.0,35.0,43.0,7.0,2.0,27.0,49.0,551.0,22.0,25.0,6.0,19.0,24.0,76.0,44.0,1.0
Giorgos Kyriakopoulos,"ZG,AT",25.0,29,22,1.975,21.9,0.0,5.0,5.0,0.0,0.0,0.0,6.0,1.0,1.1,1.1,4.5,56.0,78.0,62.0,114.0,0.0,23.0,23.0,0.0,23.0,5.0,21.0,26.0,5.0,26.0,30.0,14.0,19.0,7.0,4.0,19.0,38.0,500.0,19.0,32.0,9.0,23.0,11.0,41.0,52.0,0.0
Hamed Junior Traorè,"AT,LT",21.0,31,21,1.775,19.7,7.0,2.0,9.0,7.0,0.0,0.0,3.0,0.0,5.7,5.7,3.5,93.0,90.0,110.0,134.0,35.0,10.0,46.0,35.0,46.0,29.0,18.0,47.0,29.0,47.0,32.0,18.0,8.0,14.0,10.0,10.0,46.0,217.0,36.0,22.0,2.0,20.0,12.0,44.0,6.0,1.0
Rogério,ZG,23.0,23,19,1.729,19.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,1.9,23.0,61.0,78.0,80.0,0.0,5.0,5.0,0.0,5.0,2.0,10.0,12.0,2.0,12.0,21.0,13.0,12.0,5.0,4.0,15.0,22.0,682.0,7.0,20.0,8.0,12.0,18.0,39.0,42.0,1.0
Jeremy Toljan,ZG,26.0,20,15,1.399,15.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.3,14.0,36.0,53.0,78.0,0.0,6.0,6.0,0.0,6.0,0.0,9.0,9.0,0.0,9.0,18.0,10.0,12.0,4.0,2.0,13.0,20.0,650.0,7.0,12.0,5.0,7.0,12.0,30.0,41.0,0.0
Kaan Ayhan,ZG,26.0,23,14,1.354,15.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.3,0.3,0.0,3.0,19.0,68.0,2.0,7.0,0.0,7.0,7.0,7.0,2.0,0.0,2.0,2.0,2.0,20.0,12.0,14.0,6.0,0.0,7.0,15.0,467.0,8.0,20.0,14.0,6.0,13.0,33.0,57.0,0.0
Grégoire Defrel,AT,30.0,38,11,1.362,15.1,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,1.6,56.0,26.0,30.0,94.0,13.0,13.0,26.0,13.0,26.0,26.0,11.0,37.0,26.0,37.0,15.0,9.0,4.0,8.0,3.0,6.0,16.0,375.0,10.0,11.0,1.0,10.0,4.0,19.0,11.0,0.0
Matheus Henrique,LT,23.0,25,10,1.078,12.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,11.0,17.0,55.0,21.0,0.0,8.0,8.0,0.0,8.0,3.0,7.0,10.0,3.0,10.0,10.0,3.0,6.0,3.0,1.0,6.0,24.0,250.0,18.0,14.0,2.0,12.0,7.0,17.0,12.0,1.0
Filip Đuričić,"LT,AT",29.0,12,9,671.0,7.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.6,36.0,25.0,28.0,40.0,27.0,13.0,40.0,27.0,40.0,27.0,21.0,48.0,27.0,48.0,13.0,10.0,7.0,1.0,5.0,5.0,13.0,385.0,8.0,7.0,1.0,6.0,4.0,17.0,1.0,0.0
Jeremie Boga,"AT,LT",24.0,12,8,670.0,7.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,18.0,46.0,17.0,58.0,0.0,27.0,27.0,0.0,27.0,13.0,10.0,24.0,13.0,24.0,7.0,4.0,1.0,2.0,4.0,2.0,3.0,667.0,1.0,3.0,0.0,3.0,2.0,9.0,1.0,1.0
Abdou Harroui,LT,23.0,22,3,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.2,7.0,9.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,14.0,10.0,14.0,11.0,4.0,4.0,7.0,0.0,8.0,11.0,727.0,3.0,14.0,0.0,14.0,4.0,15.0,5.0,0.0
Francesco Magnanelli,LT,36.0,12,2,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,4.0,4.0,1.0,0.0,1.0,9.0,111.0,8.0,3.0,1.0,2.0,1.0,6.0,3.0,0.0
