Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Leonardo Sernicola,ZG,26.0,36,31,2.749,30.5,1.0,5.0,6.0,1.0,0.0,0.0,2.0,1.0,2.5,2.5,4.9,74.0,139.0,120.0,253.0,3.0,16.0,20.0,3.0,20.0,8.0,16.0,24.0,8.0,24.0,31.0,22.0,18.0,6.0,7.0,22.0,27.0,815.0,5.0,22.0,1.0,21.0,29.0,60.0,58.0,0.0
Matteo Bianchetti,ZG,30.0,33,31,2.744,30.5,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.7,0.7,0.5,11.0,29.0,162.0,22.0,7.0,0.0,7.0,7.0,7.0,2.0,1.0,4.0,2.0,4.0,34.0,20.0,19.0,13.0,2.0,22.0,29.0,759.0,7.0,46.0,27.0,19.0,32.0,66.0,90.0,1.0
Franco Vázquez,"AT,LT",34.0,35,31,2.501,27.8,3.0,7.0,10.0,3.0,0.0,0.0,9.0,0.0,5.5,5.5,4.2,96.0,66.0,255.0,152.0,11.0,25.0,36.0,11.0,36.0,20.0,15.0,35.0,20.0,35.0,51.0,32.0,17.0,25.0,9.0,22.0,43.0,512.0,21.0,29.0,2.0,27.0,7.0,58.0,14.0,0.0
Michele Castagnetti,LT,33.0,35,30,2.641,29.3,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,1.6,1.6,3.3,49.0,36.0,233.0,47.0,14.0,3.0,17.0,14.0,17.0,5.0,11.0,17.0,5.0,17.0,67.0,33.0,27.0,34.0,6.0,37.0,76.0,487.0,39.0,23.0,4.0,19.0,29.0,96.0,47.0,0.0
Valentin Antov,ZG,22.0,31,30,2.638,29.3,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,1.1,1.1,1.4,25.0,58.0,191.0,28.0,3.0,3.0,7.0,3.0,7.0,4.0,5.0,9.0,4.0,9.0,48.0,31.0,24.0,20.0,4.0,23.0,34.0,676.0,11.0,38.0,18.0,20.0,35.0,83.0,91.0,1.0
Luca Zanimacchia,ZG,25.0,35,30,2.348,26.1,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,3.3,3.3,4.2,76.0,121.0,73.0,252.0,8.0,8.0,15.0,8.0,15.0,13.0,16.0,29.0,13.0,29.0,33.0,24.0,20.0,8.0,5.0,20.0,42.0,476.0,22.0,21.0,2.0,19.0,17.0,50.0,29.0,0.0
Massimo Coda,AT,34.0,35,29,2.38,26.4,16.0,2.0,18.0,12.0,4.0,4.0,2.0,0.0,16.5,13.4,2.8,162.0,33.0,55.0,210.0,61.0,8.0,68.0,45.0,53.0,63.0,11.0,73.0,51.0,61.0,10.0,6.0,1.0,4.0,5.0,6.0,11.0,545.0,5.0,9.0,1.0,8.0,4.0,14.0,26.0,0.0
Luca Ravanelli,ZG,26.0,27,27,2.174,24.2,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,2.2,2.2,0.3,24.0,5.0,87.0,9.0,12.0,4.0,17.0,12.0,17.0,9.0,1.0,10.0,9.0,10.0,48.0,30.0,31.0,12.0,5.0,22.0,31.0,710.0,9.0,35.0,19.0,16.0,24.0,72.0,111.0,1.0
Michele Collocolo,LT,23.0,27,20,1.709,19.0,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,2.4,2.4,1.9,43.0,58.0,77.0,98.0,21.0,0.0,21.0,21.0,21.0,13.0,10.0,23.0,13.0,23.0,36.0,19.0,12.0,17.0,7.0,7.0,19.0,368.0,12.0,21.0,4.0,17.0,20.0,56.0,23.0,0.0
Andreas Jungdal,G,21.0,18,18,1.62,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
Luka Lochoshvili,ZG,25.0,22,17,1.691,18.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.6,1.6,0.5,22.0,13.0,89.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,12.0,9.0,12.0,30.0,22.0,16.0,8.0,6.0,15.0,22.0,682.0,7.0,24.0,6.0,18.0,31.0,61.0,64.0,1.0
Charles Pickel,LT,26.0,27,16,1.453,16.1,3.0,2.0,5.0,3.0,0.0,0.0,10.0,1.0,3.3,3.3,1.7,50.0,13.0,78.0,74.0,19.0,12.0,31.0,19.0,31.0,20.0,11.0,31.0,20.0,31.0,26.0,16.0,7.0,16.0,3.0,13.0,26.0,500.0,13.0,25.0,2.0,23.0,17.0,43.0,15.0,0.0
Mouhamadou Sarr,G,26.0,12,12,1.08,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Cesar Falletti,"LT,AT",30.0,17,12,912.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.2,2.2,1.6,38.0,34.0,79.0,73.0,10.0,0.0,10.0,10.0,10.0,22.0,16.0,38.0,22.0,38.0,10.0,5.0,3.0,7.0,0.0,7.0,13.0,538.0,6.0,11.0,0.0,11.0,2.0,12.0,1.0,0.0
Gonzalo Abrego,LT,23.0,22,11,1.102,12.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,0.5,19.0,19.0,70.0,60.0,8.0,0.0,8.0,8.0,8.0,11.0,4.0,15.0,11.0,15.0,30.0,20.0,11.0,11.0,8.0,15.0,27.0,556.0,12.0,20.0,4.0,16.0,10.0,40.0,12.0,0.0
Paolo Ghiglione,ZG,26.0,24,11,927.0,10.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,2.1,27.0,26.0,45.0,100.0,19.0,10.0,29.0,19.0,29.0,6.0,20.0,26.0,6.0,26.0,11.0,10.0,4.0,5.0,2.0,10.0,18.0,556.0,8.0,13.0,2.0,11.0,4.0,15.0,19.0,0.0
Dennis Johnsen,"LT,AT",25.0,12,10,853.0,9.5,2.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,2.4,2.4,1.8,41.0,46.0,27.0,81.0,21.0,21.0,42.0,21.0,42.0,25.0,19.0,44.0,25.0,44.0,11.0,6.0,3.0,4.0,4.0,5.0,12.0,417.0,7.0,7.0,1.0,6.0,1.0,12.0,1.0,0.0
Giacomo Quagliata,ZG,23.0,30,9,1.154,12.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,2.8,34.0,39.0,47.0,109.0,0.0,16.0,16.0,0.0,16.0,5.0,22.0,27.0,5.0,27.0,11.0,6.0,3.0,7.0,1.0,4.0,8.0,500.0,4.0,14.0,1.0,13.0,19.0,30.0,19.0,0.0
Cristian Buonaiuto,"LT,AT",30.0,18,9,756.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.4,31.0,34.0,49.0,81.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,37.0,20.0,37.0,18.0,11.0,9.0,7.0,2.0,10.0,17.0,588.0,7.0,5.0,0.0,5.0,5.0,23.0,0.0,0.0
Žan Majer,LT,31.0,22,8,772.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.5,0.5,0.4,9.0,17.0,53.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,11.0,6.0,11.0,11.0,8.0,6.0,5.0,0.0,4.0,13.0,308.0,9.0,9.0,5.0,4.0,8.0,19.0,10.0,1.0
Gianluca Saro,G,23.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Frank Tsadjout,"AT,LT",24.0,22,6,797.0,8.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.7,2.7,2.9,55.0,12.0,14.0,61.0,11.0,23.0,34.0,11.0,34.0,30.0,32.0,62.0,30.0,62.0,6.0,5.0,3.0,3.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,9.0,12.0,0.0
David Okereke,"AT,LT",25.0,17,4,567.0,6.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,0.5,17.0,20.0,15.0,60.0,32.0,16.0,48.0,32.0,48.0,20.0,7.0,28.0,20.0,28.0,7.0,4.0,3.0,3.0,1.0,0.0,5.0,0.0,5.0,6.0,2.0,4.0,2.0,9.0,0.0,0.0
Andrea Bertolacci,LT,32.0,6,3,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,4.0,6.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,15.0,5.0,15.0,5.0,1.0,3.0,2.0,0.0,2.0,5.0,400.0,3.0,2.0,0.0,2.0,4.0,9.0,1.0,0.0
Luca Marrone,ZG,33.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1000.0,0.0,3.0,2.0,1.0,1.0,3.0,7.0,0.0
Daniel Ciofani,"AT,ZG",38.0,13,1,237.0,2.6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.9,1.1,0.3,14.0,0.0,5.0,17.0,38.0,0.0,38.0,0.0,0.0,72.0,12.0,83.0,42.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
