Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Matìas Soulé,"AT,LT",20.0,36,36,3.121,34.7,11.0,3.0,14.0,6.0,5.0,6.0,4.0,0.0,10.5,5.7,6.6,123.0,115.0,198.0,211.0,32.0,9.0,40.0,17.0,26.0,30.0,19.0,49.0,17.0,36.0,41.0,27.0,12.0,14.0,15.0,19.0,40.0,475.0,21.0,38.0,4.0,34.0,18.0,59.0,9.0,0.0
Caleb Okoli,ZG,22.0,34,32,2.914,32.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.6,0.6,0.8,14.0,22.0,118.0,4.0,0.0,3.0,3.0,0.0,3.0,2.0,2.0,4.0,2.0,4.0,56.0,34.0,33.0,22.0,1.0,29.0,44.0,659.0,15.0,48.0,32.0,16.0,29.0,85.0,156.0,4.0
Enzo Barrenechea,LT,22.0,36,32,2.811,31.2,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.6,0.6,1.7,23.0,10.0,155.0,24.0,0.0,3.0,3.0,0.0,3.0,2.0,5.0,7.0,2.0,7.0,65.0,42.0,28.0,29.0,8.0,28.0,70.0,400.0,42.0,47.0,12.0,35.0,27.0,92.0,61.0,2.0
Stefano Turati,G,21.0,31,31,2.745,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0
Simone Romagnoli,ZG,33.0,33,30,2.715,30.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,0.4,16.0,2.0,47.0,2.0,3.0,3.0,7.0,3.0,7.0,4.0,1.0,5.0,4.0,5.0,35.0,15.0,23.0,11.0,1.0,15.0,20.0,750.0,5.0,51.0,36.0,15.0,29.0,64.0,147.0,0.0
Luca Mazzitelli,LT,27.0,29,26,2.21,24.6,5.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,2.3,2.3,1.1,34.0,18.0,167.0,53.0,20.0,0.0,20.0,20.0,20.0,9.0,5.0,14.0,9.0,14.0,45.0,23.0,15.0,24.0,6.0,26.0,49.0,531.0,23.0,23.0,7.0,16.0,19.0,64.0,62.0,0.0
Marco Brescianini,LT,23.0,36,24,2.321,25.8,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,2.3,2.3,1.6,39.0,46.0,70.0,100.0,16.0,8.0,23.0,16.0,23.0,9.0,6.0,15.0,9.0,15.0,28.0,13.0,13.0,12.0,3.0,9.0,25.0,360.0,16.0,22.0,5.0,17.0,10.0,38.0,37.0,0.0
Walid Cheddira,AT,25.0,36,24,2.12,23.6,7.0,1.0,8.0,6.0,1.0,1.0,0.0,0.0,9.0,8.2,1.4,96.0,31.0,22.0,139.0,30.0,4.0,34.0,25.0,30.0,38.0,6.0,44.0,35.0,41.0,12.0,7.0,1.0,8.0,3.0,4.0,8.0,500.0,4.0,6.0,1.0,5.0,5.0,17.0,10.0,0.0
Pol Lirola,ZG,25.0,25,18,1.536,17.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,1.1,24.0,30.0,65.0,59.0,12.0,6.0,18.0,12.0,18.0,8.0,6.0,14.0,8.0,14.0,30.0,18.0,14.0,15.0,1.0,17.0,35.0,486.0,18.0,12.0,1.0,11.0,19.0,49.0,41.0,1.0
Francesco Gelli,"LT,ZG",26.0,27,16,1.561,17.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,2.4,31.0,42.0,61.0,87.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,18.0,4.0,18.0,19.0,13.0,8.0,4.0,7.0,10.0,24.0,417.0,14.0,19.0,3.0,16.0,11.0,30.0,27.0,1.0
Ilario Monterisi,ZG,21.0,24,16,1.469,16.3,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.4,15.0,4.0,47.0,18.0,12.0,12.0,25.0,12.0,25.0,7.0,2.0,9.0,7.0,9.0,23.0,13.0,14.0,7.0,2.0,12.0,26.0,462.0,14.0,22.0,18.0,4.0,8.0,31.0,63.0,0.0
Nadir Zortea,ZG,24.0,14,14,1.258,14.0,1.0,5.0,6.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,2.8,33.0,31.0,42.0,71.0,7.0,36.0,43.0,7.0,43.0,3.0,20.0,23.0,3.0,23.0,21.0,14.0,8.0,13.0,0.0,10.0,22.0,455.0,12.0,13.0,5.0,8.0,4.0,25.0,29.0,1.0
Anthony Oyono,ZG,22.0,16,14,1.198,13.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.9,10.0,35.0,33.0,39.0,0.0,8.0,8.0,0.0,8.0,1.0,7.0,8.0,1.0,8.0,37.0,26.0,21.0,14.0,2.0,23.0,34.0,676.0,11.0,17.0,3.0,14.0,9.0,46.0,32.0,0.0
Emanuele Valeri,ZG,24.0,16,14,1.178,13.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,2.4,33.0,38.0,41.0,61.0,0.0,8.0,8.0,0.0,8.0,7.0,19.0,25.0,7.0,25.0,19.0,16.0,10.0,5.0,4.0,10.0,21.0,476.0,11.0,14.0,3.0,11.0,9.0,28.0,22.0,0.0
Riccardo Marchizza,ZG,25.0,13,13,1.148,12.8,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,12.0,6.0,36.0,39.0,0.0,31.0,31.0,0.0,31.0,3.0,6.0,10.0,3.0,10.0,7.0,6.0,4.0,3.0,0.0,3.0,13.0,231.0,10.0,10.0,2.0,8.0,7.0,14.0,33.0,0.0
Reinier,"LT,AT",21.0,22,13,1.059,11.8,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,1.9,32.0,10.0,32.0,42.0,17.0,17.0,34.0,17.0,34.0,11.0,16.0,27.0,11.0,27.0,21.0,10.0,6.0,12.0,3.0,5.0,17.0,294.0,12.0,24.0,4.0,20.0,10.0,31.0,5.0,0.0
Abdou Harroui,"LT,AT",25.0,18,13,1.019,11.3,3.0,3.0,6.0,2.0,1.0,1.0,2.0,0.0,3.1,2.3,1.2,35.0,43.0,38.0,56.0,26.0,26.0,53.0,18.0,44.0,27.0,10.0,38.0,21.0,31.0,23.0,11.0,11.0,11.0,1.0,8.0,16.0,500.0,8.0,19.0,3.0,16.0,5.0,28.0,8.0,0.0
Kaio Jorge,AT,21.0,20,8,812.0,9.0,3.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,5.4,3.8,0.3,42.0,6.0,11.0,46.0,33.0,0.0,33.0,22.0,22.0,60.0,3.0,64.0,43.0,46.0,6.0,4.0,0.0,1.0,5.0,3.0,4.0,750.0,1.0,6.0,0.0,6.0,1.0,7.0,0.0,0.0
Michele Cerofolini,G,24.0,8,7,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
Marvin Cuni,AT,22.0,22,6,534.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.3,16.0,6.0,11.0,45.0,17.0,0.0,17.0,17.0,17.0,22.0,5.0,28.0,22.0,28.0,8.0,3.0,1.0,3.0,4.0,3.0,4.0,750.0,1.0,10.0,1.0,9.0,1.0,9.0,0.0,0.0
Jaime Báez,"AT,LT",28.0,11,6,500.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,10.0,12.0,29.0,39.0,18.0,0.0,18.0,18.0,18.0,8.0,10.0,18.0,8.0,18.0,4.0,1.0,0.0,2.0,2.0,0.0,7.0,0.0,7.0,5.0,0.0,5.0,4.0,8.0,1.0,0.0
Luca Garritano,"LT,ZG",29.0,12,5,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.3,10.0,6.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,19.0,13.0,19.0,10.0,5.0,7.0,2.0,1.0,5.0,15.0,333.0,10.0,13.0,0.0,13.0,4.0,14.0,8.0,1.0
Arijon Ibrahimović,"AT,ZG",17.0,16,5,474.0,5.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.7,15.0,10.0,22.0,54.0,19.0,19.0,38.0,19.0,38.0,15.0,13.0,28.0,15.0,28.0,7.0,6.0,4.0,2.0,1.0,1.0,9.0,111.0,8.0,4.0,0.0,4.0,1.0,8.0,3.0,0.0
Kevin Bonifazi,ZG,27.0,6,3,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,5.0,3.0,2.0,3.0,0.0,2.0,3.0,667.0,1.0,1.0,0.0,1.0,3.0,8.0,9.0,0.0
Demba Seck,"AT,LT",22.0,11,3,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.3,14.0,11.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,44.0,34.0,44.0,7.0,4.0,2.0,3.0,2.0,4.0,5.0,800.0,1.0,3.0,0.0,3.0,1.0,8.0,1.0,0.0
Mateus Lusuardi,ZG,19.0,4,3,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,333.0,2.0,4.0,2.0,2.0,4.0,6.0,8.0,0.0
Mehdi Bourabia,LT,31.0,10,3,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,0.0,2.0,4.0,500.0,2.0,3.0,0.0,3.0,0.0,5.0,4.0,0.0
Giuseppe Caso,"AT,LT",24.0,14,2,417.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,4.0,15.0,20.0,37.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,6.0,10.0,4.0,3.0,2.0,0.0,2.0,2.0,3.0,667.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Farés Ghedjemis,"AT,LT",20.0,6,1,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,3.0,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,13.0,6.0,13.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0
Giorgi Kvernadze,"AT,ZG",20.0,5,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,1000.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0
Gennaro Borrelli,AT,23.0,1,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karlo Lulić,LT,27.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Luigi Canotto,AT,29.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przemysław Szymiński,LT,29.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pierluigi Frattali,G,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.0,322.0,244.0,225.0,76.0,253.0,525.0,482.0,272.0,439.0,143.0,296.0,241.0,786.0,789.0,14.0
Soufiane Bidaoui,"AT,LT",33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.0,407.0,365.0,265.0,67.0,349.0,646.0,540.0,297.0,427.0,120.0,307.0,302.0,999.0,620.0,18.0
Hamza Haoudi,LT,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matjaž Kamenšek Pahič,LT,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Macej,ZG,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Palmisani,G,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
İsak Vural,LT,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
