Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
João Pedro,"AT,LT",28.0,37,37,3.253,36.1,16.0,3.0,19.0,12.0,4.0,5.0,4.0,0.0,12.5,8.7,5.5,142.0,45.0,94.0,193.0,44.0,8.0,53.0,33.0,42.0,35.0,15.0,50.0,24.0,39.0,13.0,6.0,2.0,6.0,5.0,2.0,27.0,74.0,25.0,32.0,6.0,26.0,13.0,26.0,28.0,0.0
Răzvan Marin,LT,24.0,37,35,2.965,32.9,3.0,6.0,9.0,3.0,0.0,0.0,6.0,0.0,1.4,1.4,4.7,61.0,45.0,159.0,80.0,9.0,18.0,27.0,9.0,27.0,4.0,14.0,18.0,4.0,18.0,54.0,33.0,26.0,22.0,6.0,27.0,53.0,509.0,26.0,29.0,10.0,19.0,29.0,83.0,15.0,0.0
Alessio Cragno,G,26.0,34,34,3.06,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0
Nahitan Nández,"LT,ZG",24.0,32,31,2.737,30.4,2.0,2.0,4.0,2.0,0.0,0.0,8.0,1.0,3.3,3.3,2.7,60.0,80.0,90.0,179.0,7.0,7.0,13.0,7.0,13.0,11.0,9.0,20.0,11.0,20.0,56.0,28.0,23.0,23.0,10.0,25.0,68.0,368.0,43.0,26.0,4.0,22.0,23.0,79.0,49.0,0.0
Charalambos Lykogiannis,ZG,26.0,31,29,2.418,26.9,4.0,2.0,6.0,4.0,0.0,0.0,10.0,2.0,2.1,2.1,1.8,39.0,39.0,79.0,92.0,15.0,7.0,22.0,15.0,22.0,8.0,7.0,14.0,8.0,14.0,34.0,21.0,22.0,9.0,3.0,22.0,38.0,579.0,16.0,34.0,13.0,21.0,32.0,66.0,94.0,0.0
Diego Godín,ZG,34.0,28,28,2.508,27.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.7,16.0,23.0,91.0,9.0,4.0,0.0,4.0,4.0,4.0,3.0,3.0,6.0,3.0,6.0,60.0,32.0,51.0,9.0,0.0,24.0,39.0,615.0,15.0,41.0,24.0,17.0,56.0,116.0,117.0,0.0
Gabriele Zappa,ZG,20.0,34,27,2.395,26.6,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,4.3,48.0,49.0,108.0,141.0,0.0,15.0,15.0,0.0,15.0,2.0,16.0,18.0,2.0,18.0,34.0,17.0,16.0,15.0,3.0,22.0,49.0,449.0,27.0,36.0,4.0,32.0,24.0,58.0,50.0,0.0
Radja Nainggolan,LT,32.0,22,22,1.841,20.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,1.9,34.0,49.0,95.0,78.0,5.0,0.0,5.0,5.0,5.0,7.0,9.0,17.0,7.0,17.0,41.0,26.0,22.0,14.0,5.0,19.0,34.0,559.0,15.0,18.0,0.0,18.0,15.0,56.0,15.0,1.0
Giovanni Simeone,AT,25.0,33,19,1.74,19.3,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,7.7,7.7,1.3,91.0,25.0,13.0,81.0,31.0,10.0,41.0,31.0,41.0,40.0,7.0,47.0,40.0,47.0,24.0,11.0,2.0,15.0,7.0,7.0,31.0,226.0,24.0,23.0,1.0,22.0,10.0,34.0,18.0,0.0
Sebastian Walukiewicz,ZG,20.0,19,18,1.618,18.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.6,13.0,16.0,39.0,1.0,0.0,6.0,6.0,0.0,6.0,4.0,3.0,7.0,4.0,7.0,27.0,19.0,11.0,13.0,3.0,12.0,30.0,400.0,18.0,22.0,14.0,8.0,36.0,63.0,60.0,0.0
