Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Bartłomiej Drągowski,G,22.0,36,36,3.148,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0
Nikola Milenković,ZG,22.0,34,34,3.034,33.7,3.0,1.0,4.0,3.0,0.0,0.0,7.0,1.0,3.9,3.9,0.6,45.0,25.0,123.0,16.0,9.0,3.0,12.0,9.0,12.0,12.0,2.0,13.0,12.0,13.0,49.0,29.0,33.0,14.0,2.0,21.0,33.0,636.0,12.0,42.0,33.0,9.0,44.0,93.0,122.0,1.0
Dušan Vlahović,AT,20.0,37,34,2.923,32.5,21.0,3.0,24.0,15.0,6.0,6.0,1.0,0.0,18.5,13.8,2.2,160.0,36.0,31.0,213.0,65.0,9.0,74.0,46.0,55.0,57.0,7.0,64.0,43.0,49.0,13.0,4.0,3.0,4.0,6.0,5.0,16.0,313.0,11.0,16.0,2.0,14.0,4.0,17.0,15.0,0.0
Germán Pezzella,ZG,29.0,32,32,2.743,30.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.5,18.0,2.0,46.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,2.0,6.0,4.0,6.0,34.0,20.0,22.0,12.0,0.0,18.0,32.0,563.0,14.0,26.0,14.0,12.0,36.0,70.0,109.0,1.0
Cristiano Biraghi,ZG,27.0,35,31,2.803,31.1,1.0,5.0,6.0,1.0,0.0,0.0,8.0,0.0,1.9,1.9,6.7,86.0,91.0,117.0,225.0,3.0,16.0,19.0,3.0,19.0,6.0,22.0,28.0,6.0,28.0,42.0,23.0,19.0,15.0,8.0,27.0,45.0,600.0,18.0,23.0,9.0,14.0,27.0,69.0,56.0,3.0
Gaetano Castrovilli,LT,23.0,34,29,2.332,25.9,5.0,3.0,8.0,5.0,0.0,0.0,8.0,1.0,3.0,3.0,2.5,55.0,74.0,108.0,124.0,19.0,12.0,31.0,19.0,31.0,11.0,10.0,21.0,11.0,21.0,33.0,19.0,15.0,11.0,7.0,11.0,42.0,262.0,31.0,25.0,2.0,23.0,34.0,67.0,14.0,0.0
Sofyan Amrabat,LT,23.0,31,28,2.441,27.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.6,11.0,38.0,151.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,39.0,22.0,11.0,24.0,4.0,18.0,48.0,375.0,30.0,30.0,5.0,25.0,23.0,62.0,12.0,0.0
Franck Ribéry,AT,37.0,29,28,2.149,23.9,2.0,6.0,8.0,2.0,0.0,0.0,6.0,1.0,2.6,2.6,5.8,84.0,96.0,109.0,138.0,8.0,25.0,34.0,8.0,34.0,11.0,24.0,35.0,11.0,35.0,24.0,11.0,4.0,9.0,11.0,5.0,29.0,172.0,24.0,11.0,2.0,9.0,3.0,27.0,1.0,0.0
Giacomo Bonaventura,LT,30.0,34,27,2.256,25.1,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.7,2.7,3.0,57.0,49.0,93.0,91.0,12.0,8.0,20.0,12.0,20.0,11.0,12.0,23.0,11.0,23.0,34.0,19.0,16.0,13.0,5.0,16.0,53.0,302.0,37.0,26.0,2.0,24.0,39.0,73.0,12.0,0.0
Martín Cáceres,ZG,33.0,29,26,2.238,24.9,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.2,30.0,26.0,104.0,60.0,8.0,8.0,16.0,8.0,16.0,7.0,5.0,12.0,7.0,12.0,28.0,12.0,16.0,11.0,1.0,15.0,35.0,429.0,20.0,20.0,14.0,6.0,14.0,42.0,52.0,1.0
