Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Stefano Turati,G,20.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,1.0,2.0,13.0,2.0
Fabio Lucioni,ZG,34.0,31,30,2.721,30.2,4.0,1.0,5.0,4.0,0.0,0.0,7.0,0.0,2.2,2.2,1.0,32.0,9.0,117.0,4.0,13.0,3.0,17.0,13.0,17.0,7.0,3.0,11.0,7.0,11.0,32.0,19.0,12.0,20.0,0.0,11.0,18.0,611.0,7.0,31.0,23.0,8.0,30.0,62.0,134.0,0.0
Daniel Boloca,LT,23.0,31,29,2.601,28.9,2.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,1.8,1.8,1.3,30.0,62.0,179.0,39.0,7.0,0.0,7.0,7.0,7.0,6.0,4.0,11.0,6.0,11.0,58.0,44.0,31.0,22.0,5.0,24.0,48.0,500.0,24.0,43.0,10.0,33.0,33.0,91.0,30.0,0.0
Marcus Rohdén,"LT,AT",31.0,33,28,2.256,25.1,3.0,6.0,9.0,3.0,0.0,0.0,8.0,0.0,5.3,5.3,3.3,86.0,46.0,96.0,152.0,12.0,24.0,36.0,12.0,36.0,21.0,13.0,35.0,21.0,35.0,34.0,17.0,11.0,17.0,6.0,13.0,36.0,361.0,23.0,24.0,4.0,20.0,20.0,54.0,30.0,0.0
Mario Sampirisi,ZG,29.0,28,25,2.206,24.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.9,23.0,22.0,100.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,1.0,9.0,25.0,16.0,17.0,7.0,1.0,16.0,26.0,615.0,10.0,13.0,5.0,8.0,22.0,47.0,46.0,2.0
Luca Ravanelli,ZG,25.0,24,24,2.16,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.4,13.0,6.0,90.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,4.0,6.0,45.0,32.0,31.0,13.0,1.0,18.0,26.0,692.0,8.0,25.0,10.0,15.0,27.0,72.0,94.0,1.0
Luca Mazzitelli,LT,26.0,25,24,1.943,21.6,3.0,5.0,8.0,3.0,0.0,0.0,8.0,0.0,1.5,1.5,3.3,47.0,35.0,208.0,58.0,14.0,23.0,37.0,14.0,37.0,7.0,15.0,22.0,7.0,22.0,40.0,28.0,16.0,21.0,3.0,12.0,32.0,375.0,20.0,28.0,5.0,23.0,29.0,69.0,43.0,1.0
Matteo Cotali,ZG,25.0,27,24,1.901,21.1,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.2,0.2,1.3,15.0,31.0,98.0,62.0,0.0,9.0,9.0,0.0,9.0,1.0,6.0,7.0,1.0,7.0,41.0,22.0,24.0,11.0,6.0,20.0,31.0,645.0,11.0,17.0,3.0,14.0,40.0,81.0,47.0,1.0
Luca Garritano,"LT,AT",28.0,34,24,1.821,20.2,3.0,5.0,8.0,3.0,0.0,0.0,4.0,0.0,3.5,3.5,4.1,77.0,46.0,91.0,119.0,15.0,25.0,40.0,15.0,40.0,17.0,20.0,38.0,17.0,38.0,37.0,18.0,18.0,16.0,3.0,14.0,38.0,368.0,24.0,18.0,1.0,17.0,10.0,47.0,12.0,0.0
Giuseppe Caso,"AT,LT",23.0,35,23,1.89,21.0,9.0,3.0,12.0,9.0,0.0,0.0,5.0,0.0,7.6,7.6,2.9,105.0,111.0,54.0,147.0,43.0,14.0,57.0,43.0,57.0,36.0,14.0,50.0,36.0,50.0,5.0,2.0,2.0,0.0,3.0,2.0,9.0,222.0,7.0,11.0,2.0,9.0,1.0,6.0,5.0,0.0
