Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Adam Marušić,ZG,30.0,37,37,3.1,34.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.4,0.4,0.8,12.0,35.0,118.0,108.0,3.0,0.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,4.0,45.0,31.0,24.0,19.0,2.0,27.0,49.0,551.0,22.0,27.0,7.0,20.0,29.0,74.0,63.0,2.0
Felipe Anderson,"AT,LT",30.0,38,33,2.77,30.8,5.0,6.0,11.0,5.0,0.0,0.0,3.0,0.0,4.4,4.4,6.3,107.0,108.0,126.0,226.0,16.0,19.0,36.0,16.0,36.0,14.0,21.0,35.0,14.0,35.0,78.0,45.0,32.0,33.0,13.0,34.0,90.0,378.0,56.0,45.0,3.0,42.0,27.0,105.0,23.0,0.0
Ivan Provedel,G,29.0,30,30,2.699,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,333.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0
Luis Alberto,LT,30.0,33,29,2.311,25.7,5.0,7.0,12.0,5.0,0.0,0.0,7.0,0.0,4.7,4.7,4.7,94.0,83.0,212.0,124.0,19.0,27.0,47.0,19.0,47.0,18.0,18.0,37.0,18.0,37.0,35.0,20.0,16.0,12.0,7.0,15.0,53.0,283.0,38.0,34.0,4.0,30.0,7.0,42.0,13.0,0.0
Mattéo Guendouzi,LT,24.0,33,27,2.367,26.3,2.0,3.0,5.0,2.0,0.0,0.0,3.0,1.0,1.6,1.6,2.3,39.0,46.0,119.0,79.0,8.0,11.0,19.0,8.0,19.0,6.0,9.0,15.0,6.0,15.0,34.0,15.0,11.0,18.0,5.0,21.0,49.0,429.0,28.0,24.0,6.0,18.0,21.0,55.0,24.0,1.0
Alessio Romagnoli,ZG,28.0,29,26,2.411,26.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.6,0.6,0.6,11.0,7.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,25.0,18.0,14.0,11.0,0.0,16.0,24.0,667.0,8.0,29.0,17.0,12.0,29.0,54.0,115.0,0.0
Mattia Zaccagni,"AT,LT",28.0,28,24,1.956,21.7,6.0,1.0,7.0,6.0,0.0,0.0,8.0,0.0,4.7,4.7,2.9,76.0,88.0,55.0,209.0,28.0,5.0,32.0,28.0,32.0,22.0,13.0,35.0,22.0,35.0,27.0,16.0,11.0,15.0,1.0,9.0,21.0,429.0,12.0,26.0,2.0,24.0,21.0,48.0,15.0,0.0
Mario Gila,ZG,22.0,21,21,1.809,20.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.5,10.0,21.0,93.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,3.0,5.0,32.0,14.0,23.0,8.0,1.0,19.0,34.0,559.0,15.0,27.0,14.0,13.0,20.0,52.0,69.0,0.0
Ciro Immobile,AT,33.0,31,21,1.652,18.4,7.0,1.0,8.0,3.0,4.0,4.0,8.0,0.0,9.7,6.6,2.1,86.0,19.0,39.0,123.0,38.0,5.0,44.0,16.0,22.0,53.0,11.0,64.0,36.0,47.0,11.0,9.0,2.0,5.0,4.0,3.0,14.0,214.0,11.0,9.0,3.0,6.0,5.0,16.0,11.0,0.0
Manuel Lazzari,ZG,29.0,24,19,1.671,18.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.3,23.0,73.0,62.0,104.0,0.0,11.0,11.0,0.0,11.0,6.0,7.0,13.0,6.0,13.0,26.0,18.0,13.0,10.0,3.0,18.0,28.0,643.0,10.0,20.0,4.0,16.0,12.0,38.0,37.0,1.0
