Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Roberto Soriano,LT,29.0,37,37,3.25,36.1,9.0,6.0,15.0,9.0,0.0,0.0,5.0,0.0,6.9,6.9,7.8,147.0,80.0,199.0,157.0,25.0,17.0,42.0,25.0,42.0,19.0,22.0,41.0,19.0,41.0,48.0,26.0,15.0,20.0,13.0,15.0,64.0,234.0,49.0,31.0,8.0,23.0,18.0,66.0,43.0,0.0
Danilo Larangeira,ZG,36.0,35,34,3.132,34.8,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.2,1.2,2.0,32.0,12.0,108.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,6.0,9.0,3.0,9.0,33.0,24.0,23.0,10.0,0.0,8.0,29.0,276.0,21.0,58.0,36.0,22.0,51.0,84.0,127.0,2.0
Musa Barrow,"AT,LT",21.0,38,34,2.921,32.5,8.0,8.0,16.0,8.0,0.0,1.0,0.0,0.0,7.0,6.2,6.0,122.0,88.0,103.0,253.0,25.0,25.0,49.0,25.0,49.0,22.0,19.0,40.0,19.0,38.0,26.0,10.0,8.0,10.0,8.0,10.0,25.0,400.0,15.0,37.0,2.0,35.0,11.0,37.0,15.0,0.0
Takehiro Tomiyasu,ZG,21.0,31,31,2.715,30.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.1,2.1,0.4,25.0,56.0,150.0,44.0,7.0,0.0,7.0,7.0,7.0,7.0,1.0,8.0,7.0,8.0,47.0,31.0,27.0,14.0,6.0,21.0,34.0,618.0,13.0,37.0,19.0,18.0,54.0,101.0,106.0,0.0
Łukasz Skorupski,G,29.0,28,28,2.52,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,250.0,3.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0
Jerdy Schouten,LT,23.0,34,28,2.512,27.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,0.2,0.2,1.9,21.0,14.0,148.0,23.0,4.0,4.0,7.0,4.0,7.0,1.0,7.0,8.0,1.0,8.0,50.0,25.0,23.0,25.0,2.0,16.0,37.0,432.0,21.0,36.0,13.0,23.0,79.0,129.0,37.0,6.0
Rodrigo Palacio,AT,38.0,36,28,2.502,27.8,5.0,5.0,10.0,5.0,0.0,0.0,5.0,0.0,9.3,9.3,4.3,136.0,95.0,81.0,316.0,18.0,18.0,36.0,18.0,36.0,34.0,16.0,49.0,34.0,49.0,13.0,6.0,2.0,3.0,8.0,1.0,15.0,67.0,14.0,18.0,0.0,18.0,7.0,20.0,29.0,0.0
Lorenzo De Silvestri,ZG,32.0,29,25,2.143,23.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.1,2.1,0.7,28.0,28.0,104.0,52.0,8.0,0.0,8.0,8.0,8.0,9.0,3.0,12.0,9.0,12.0,34.0,24.0,18.0,13.0,3.0,16.0,37.0,432.0,21.0,37.0,10.0,27.0,30.0,64.0,62.0,3.0
Mattias Svanberg,LT,21.0,34,24,1.852,20.6,5.0,2.0,7.0,5.0,0.0,0.0,8.0,1.0,4.6,4.6,2.5,71.0,32.0,88.0,35.0,24.0,10.0,34.0,24.0,34.0,22.0,12.0,35.0,22.0,35.0,38.0,17.0,21.0,9.0,8.0,16.0,45.0,356.0,29.0,25.0,4.0,21.0,30.0,68.0,25.0,1.0
Riccardo Orsolini,"AT,LT",23.0,34,21,1.755,19.5,7.0,3.0,10.0,4.0,3.0,3.0,0.0,0.0,9.3,7.1,2.4,95.0,49.0,45.0,155.0,36.0,15.0,51.0,21.0,36.0,48.0,12.0,60.0,36.0,49.0,37.0,18.0,13.0,12.0,12.0,16.0,39.0,410.0,23.0,22.0,3.0,19.0,10.0,47.0,22.0,0.0
