Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Sebastiano Luperto,ZG,26.0,38,38,3.406,37.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.7,1.7,1.0,27.0,13.0,100.0,13.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,7.0,4.0,7.0,37.0,26.0,25.0,10.0,2.0,15.0,24.0,625.0,9.0,46.0,35.0,11.0,32.0,69.0,157.0,1.0
Youssef Maleh,LT,24.0,34,30,2.602,28.9,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.6,1.6,2.4,40.0,17.0,117.0,65.0,0.0,3.0,3.0,0.0,3.0,5.0,8.0,14.0,5.0,14.0,74.0,48.0,30.0,36.0,8.0,23.0,52.0,442.0,29.0,62.0,7.0,55.0,25.0,99.0,29.0,0.0
Nicolò Cambiaghi,"AT,LT",22.0,37,29,2.553,28.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.9,3.9,2.8,67.0,128.0,63.0,197.0,4.0,4.0,7.0,4.0,7.0,14.0,10.0,24.0,14.0,24.0,51.0,39.0,15.0,20.0,16.0,16.0,35.0,457.0,19.0,26.0,1.0,25.0,14.0,65.0,8.0,0.0
Elia Caprile,G,21.0,23,23,2.07,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0
Sebastian Walukiewicz,ZG,23.0,27,23,2.055,22.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.1,2.0,14.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,39.0,28.0,33.0,6.0,0.0,28.0,41.0,683.0,13.0,50.0,31.0,19.0,15.0,54.0,121.0,0.0
Ardian Ismajli,ZG,26.0,26,23,2.045,22.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,4.0,9.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,26.0,16.0,18.0,6.0,2.0,18.0,23.0,783.0,5.0,28.0,17.0,11.0,23.0,49.0,126.0,1.0
Alberto Grassi,LT,28.0,27,22,1.807,20.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.1,1.1,0.6,17.0,13.0,75.0,13.0,0.0,5.0,5.0,0.0,5.0,5.0,3.0,9.0,5.0,9.0,30.0,18.0,13.0,13.0,4.0,10.0,26.0,385.0,16.0,26.0,11.0,15.0,41.0,71.0,37.0,0.0
Bartosz Bereszyński,ZG,31.0,24,22,1.762,19.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,4.0,15.0,69.0,18.0,0.0,5.0,5.0,0.0,5.0,0.0,2.0,2.0,0.0,2.0,41.0,25.0,25.0,13.0,3.0,24.0,40.0,600.0,16.0,22.0,10.0,12.0,21.0,62.0,52.0,0.0
Emmanuel Gyasi,"ZG,AT",29.0,33,21,1.879,20.9,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,3.5,3.5,1.5,50.0,15.0,41.0,60.0,5.0,10.0,14.0,5.0,14.0,17.0,7.0,24.0,17.0,24.0,34.0,17.0,18.0,13.0,3.0,15.0,32.0,469.0,17.0,30.0,12.0,18.0,5.0,39.0,27.0,1.0
Răzvan Marin,LT,27.0,30,20,1.818,20.2,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,3.0,41.0,21.0,72.0,24.0,0.0,15.0,15.0,0.0,15.0,5.0,15.0,20.0,5.0,20.0,40.0,22.0,13.0,23.0,4.0,19.0,29.0,655.0,10.0,16.0,4.0,12.0,6.0,46.0,30.0,2.0
Liberato Cacace,ZG,22.0,31,18,1.912,21.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.7,21.0,34.0,84.0,55.0,0.0,5.0,5.0,0.0,5.0,2.0,8.0,10.0,2.0,10.0,40.0,24.0,24.0,13.0,3.0,24.0,38.0,632.0,14.0,23.0,6.0,17.0,19.0,59.0,56.0,0.0
Matteo Cancellieri,"AT,LT",21.0,36,18,1.788,19.9,4.0,3.0,7.0,4.0,0.0,0.0,7.0,0.0,4.7,4.7,2.9,76.0,48.0,26.0,138.0,20.0,15.0,35.0,20.0,35.0,24.0,15.0,38.0,24.0,38.0,35.0,22.0,12.0,16.0,7.0,13.0,36.0,361.0,23.0,19.0,0.0,19.0,6.0,41.0,18.0,0.0
Francesco Caputo,AT,35.0,20,15,1.268,14.1,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.4,2.6,0.7,34.0,7.0,18.0,65.0,21.0,0.0,21.0,14.0,14.0,24.0,5.0,30.0,19.0,24.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,3.0,3.0,0.0
Etrit Berisha,G,34.0,14,14,1.26,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
Jacopo Fazzini,LT,20.0,31,14,1.232,13.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,2.3,35.0,24.0,47.0,51.0,7.0,7.0,15.0,7.0,15.0,9.0,16.0,26.0,9.0,26.0,49.0,25.0,27.0,13.0,9.0,30.0,53.0,566.0,23.0,21.0,3.0,18.0,12.0,61.0,18.0,0.0
Giuseppe Pezzella,ZG,25.0,19,14,1.085,12.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.5,6.0,44.0,44.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,5.0,25.0,14.0,19.0,5.0,1.0,20.0,28.0,714.0,8.0,17.0,6.0,11.0,2.0,27.0,35.0,0.0
Tyronne Ebuehi,ZG,27.0,15,11,1.099,12.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,12.0,34.0,37.0,35.0,0.0,8.0,8.0,0.0,8.0,2.0,7.0,10.0,2.0,10.0,14.0,9.0,9.0,5.0,0.0,7.0,11.0,636.0,4.0,9.0,4.0,5.0,6.0,20.0,27.0,1.0
Szymon Żurkowski,LT,25.0,13,10,868.0,9.6,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,0.1,11.0,17.0,20.0,37.0,41.0,0.0,41.0,41.0,41.0,10.0,1.0,11.0,10.0,11.0,15.0,6.0,5.0,8.0,2.0,5.0,15.0,333.0,10.0,5.0,1.0,4.0,6.0,21.0,11.0,0.0
Alberto Cerri,AT,27.0,12,10,545.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.2,14.0,3.0,9.0,23.0,17.0,0.0,17.0,17.0,17.0,19.0,4.0,23.0,19.0,23.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,400.0,3.0,3.0,1.0,2.0,3.0,6.0,7.0,0.0
Simone Bastoni,"LT,ZG",26.0,16,9,745.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,9.0,12.0,31.0,26.0,12.0,0.0,12.0,12.0,12.0,5.0,6.0,11.0,5.0,11.0,22.0,13.0,12.0,7.0,3.0,11.0,22.0,500.0,11.0,8.0,0.0,8.0,11.0,33.0,18.0,0.0
Tommaso Baldanzi,"LT,AT",20.0,14,8,745.0,8.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.1,2.1,1.0,31.0,20.0,30.0,40.0,24.0,0.0,24.0,24.0,24.0,25.0,13.0,38.0,25.0,38.0,4.0,2.0,1.0,1.0,2.0,3.0,10.0,300.0,7.0,7.0,0.0,7.0,2.0,6.0,0.0,0.0
