Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Tijjani Reijnders,LT,25.0,36,33,2.82,31.3,3.0,3.0,6.0,3.0,0.0,0.0,8.0,0.0,3.2,3.2,3.7,70.0,88.0,204.0,90.0,10.0,10.0,19.0,10.0,19.0,10.0,12.0,22.0,10.0,22.0,46.0,25.0,10.0,31.0,5.0,21.0,43.0,488.0,22.0,26.0,8.0,18.0,18.0,64.0,26.0,0.0
Christian Pulisic,"AT,LT",24.0,36,32,2.602,28.9,12.0,8.0,20.0,12.0,0.0,0.0,2.0,0.0,8.0,8.0,4.8,128.0,131.0,87.0,293.0,42.0,28.0,69.0,42.0,69.0,28.0,16.0,44.0,28.0,44.0,35.0,26.0,14.0,11.0,10.0,17.0,30.0,567.0,13.0,20.0,1.0,19.0,10.0,45.0,10.0,1.0
Theo Hernández,ZG,25.0,32,31,2.791,31.0,5.0,4.0,9.0,4.0,1.0,2.0,11.0,1.0,4.9,3.4,4.3,77.0,115.0,166.0,124.0,16.0,13.0,29.0,13.0,26.0,16.0,14.0,30.0,11.0,25.0,30.0,17.0,19.0,11.0,0.0,11.0,22.0,500.0,11.0,33.0,13.0,20.0,23.0,53.0,42.0,1.0
Mike Maignan,G,28.0,29,29,2.609,29.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1000.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0
Rafael Leão,AT,24.0,34,29,2.512,27.9,9.0,9.0,18.0,9.0,0.0,0.0,5.0,0.0,10.0,10.0,9.1,191.0,160.0,117.0,293.0,32.0,32.0,64.0,32.0,64.0,36.0,32.0,68.0,36.0,68.0,16.0,10.0,3.0,8.0,5.0,8.0,13.0,615.0,5.0,15.0,1.0,14.0,9.0,25.0,19.0,0.0
Olivier Giroud,AT,36.0,35,28,2.363,26.3,15.0,8.0,23.0,11.0,4.0,5.0,1.0,1.0,14.2,10.2,4.7,149.0,9.0,28.0,95.0,57.0,30.0,88.0,42.0,72.0,54.0,18.0,72.0,39.0,57.0,17.0,11.0,6.0,6.0,5.0,2.0,14.0,143.0,12.0,14.0,3.0,11.0,6.0,23.0,22.0,0.0
Davide Calabria,ZG,26.0,29,26,2.185,24.3,1.0,3.0,4.0,1.0,0.0,0.0,5.0,2.0,1.3,1.3,1.2,25.0,31.0,140.0,66.0,4.0,12.0,16.0,4.0,16.0,5.0,5.0,10.0,5.0,10.0,70.0,38.0,38.0,25.0,7.0,44.0,72.0,611.0,28.0,26.0,7.0,19.0,24.0,94.0,49.0,1.0
Ruben Loftus-Cheek,LT,27.0,29,26,2.068,23.0,6.0,1.0,7.0,6.0,0.0,0.0,5.0,0.0,3.7,3.7,2.4,61.0,73.0,74.0,113.0,26.0,4.0,30.0,26.0,30.0,16.0,10.0,26.0,16.0,26.0,28.0,18.0,7.0,14.0,7.0,15.0,27.0,556.0,12.0,24.0,12.0,12.0,9.0,37.0,10.0,1.0
Fikayo Tomori,ZG,25.0,26,24,2.121,23.6,4.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0,3.7,3.7,0.2,39.0,16.0,63.0,2.0,17.0,0.0,17.0,17.0,17.0,16.0,1.0,16.0,16.0,16.0,42.0,24.0,29.0,10.0,3.0,18.0,29.0,621.0,11.0,34.0,23.0,11.0,26.0,68.0,75.0,1.0
Alessandro Florenzi,ZG,32.0,31,19,1.732,19.2,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,3.4,51.0,29.0,106.0,50.0,5.0,21.0,26.0,5.0,26.0,9.0,18.0,26.0,9.0,26.0,43.0,21.0,26.0,12.0,5.0,26.0,48.0,542.0,22.0,16.0,9.0,7.0,20.0,63.0,25.0,1.0
Malick Thiaw,ZG,21.0,21,19,1.619,18.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,0.1,7.0,15.0,70.0,1.0,0.0,6.0,6.0,0.0,6.0,3.0,1.0,4.0,3.0,4.0,34.0,17.0,15.0,17.0,2.0,12.0,25.0,480.0,13.0,23.0,13.0,10.0,13.0,47.0,55.0,0.0
Yacine Adli,LT,23.0,24,17,1.407,15.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,2.2,25.0,30.0,125.0,26.0,6.0,13.0,19.0,6.0,19.0,2.0,14.0,16.0,2.0,16.0,34.0,17.0,17.0,13.0,4.0,13.0,35.0,371.0,22.0,22.0,8.0,14.0,20.0,54.0,15.0,1.0
Matteo Gabbia,ZG,23.0,18,14,1.275,14.2,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,0.3,19.0,11.0,42.0,2.0,14.0,7.0,21.0,14.0,21.0,11.0,2.0,14.0,11.0,14.0,29.0,20.0,15.0,13.0,1.0,18.0,24.0,750.0,6.0,11.0,6.0,5.0,10.0,39.0,48.0,0.0
Simon Kjær,ZG,34.0,20,14,1.171,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,13.0,4.0,52.0,0.0,0.0,8.0,8.0,0.0,8.0,4.0,6.0,10.0,4.0,10.0,24.0,15.0,11.0,11.0,2.0,14.0,22.0,636.0,8.0,22.0,16.0,6.0,14.0,38.0,46.0,2.0
Yunus Musah,"LT,AT",20.0,30,13,1.478,16.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.2,18.0,48.0,64.0,77.0,0.0,12.0,12.0,0.0,12.0,4.0,8.0,11.0,4.0,11.0,25.0,14.0,15.0,6.0,4.0,8.0,15.0,533.0,7.0,18.0,4.0,14.0,10.0,35.0,16.0,1.0
Ismaël Bennacer,LT,25.0,20,13,1.151,12.8,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.7,0.9,2.5,33.0,24.0,68.0,33.0,16.0,16.0,31.0,8.0,23.0,13.0,19.0,32.0,7.0,26.0,29.0,19.0,11.0,16.0,2.0,11.0,22.0,500.0,11.0,12.0,4.0,8.0,12.0,41.0,9.0,2.0
Samuel Chukwueze,AT,24.0,24,12,1.017,11.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,2.3,39.0,52.0,51.0,135.0,9.0,27.0,35.0,9.0,35.0,15.0,20.0,35.0,15.0,35.0,18.0,7.0,11.0,5.0,2.0,9.0,17.0,529.0,8.0,3.0,1.0,2.0,6.0,24.0,3.0,0.0
Luka Jović,AT,25.0,23,8,877.0,9.7,6.0,1.0,7.0,6.0,0.0,0.0,2.0,1.0,4.9,4.9,0.8,57.0,6.0,22.0,47.0,62.0,10.0,72.0,62.0,72.0,50.0,9.0,59.0,50.0,59.0,6.0,4.0,0.0,3.0,3.0,4.0,6.0,667.0,2.0,3.0,0.0,3.0,1.0,7.0,9.0,0.0
Rade Krunić,LT,29.0,10,8,687.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,6.0,5.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,2.0,8.0,10.0,8.0,3.0,6.0,1.0,4.0,9.0,444.0,5.0,7.0,3.0,4.0,11.0,21.0,14.0,0.0
Marco Sportiello,G,31.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Noah Okafor,"AT,LT",23.0,28,6,887.0,9.9,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,3.8,3.8,1.2,50.0,29.0,15.0,66.0,61.0,20.0,81.0,61.0,81.0,38.0,12.0,51.0,38.0,51.0,6.0,4.0,1.0,4.0,1.0,3.0,10.0,300.0,7.0,8.0,1.0,7.0,0.0,6.0,10.0,0.0
Pierre Kalulu,ZG,23.0,9,4,374.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,6.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,500.0,1.0,4.0,3.0,1.0,1.0,6.0,12.0,1.0
Tommaso Pobega,LT,24.0,11,3,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,4.0,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,6.0,12.0,16.0,9.0,11.0,5.0,0.0,6.0,13.0,462.0,7.0,10.0,2.0,8.0,6.0,22.0,7.0,0.0
Antonio Mirante,G,40.0,2,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Filippo Terracciano,"ZG,AT",20.0,3,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,333.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0
