Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Andrea Pinamonti,AT,24.0,38,37,3.076,34.2,11.0,1.0,12.0,9.0,2.0,3.0,4.0,0.0,8.9,6.6,1.9,84.0,17.0,45.0,165.0,32.0,3.0,35.0,26.0,29.0,26.0,5.0,32.0,19.0,25.0,13.0,8.0,1.0,6.0,6.0,5.0,22.0,227.0,17.0,19.0,2.0,17.0,1.0,14.0,40.0,0.0
Andrea Consigli,G,36.0,35,35,3.15,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,19.0,1.0
Armand Lauriente,AT,24.0,37,35,2.908,32.3,5.0,4.0,9.0,5.0,0.0,0.0,5.0,0.0,5.7,5.7,4.0,97.0,125.0,99.0,268.0,15.0,12.0,28.0,15.0,28.0,18.0,12.0,30.0,18.0,30.0,31.0,20.0,8.0,14.0,9.0,13.0,44.0,295.0,31.0,29.0,4.0,25.0,15.0,46.0,11.0,0.0
Martin Erlic,ZG,25.0,32,31,2.618,29.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,10.0,19.0,78.0,11.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,37.0,22.0,26.0,8.0,3.0,20.0,30.0,667.0,10.0,31.0,16.0,15.0,28.0,65.0,128.0,1.0
Kristian Thorstvedt,LT,24.0,34,30,2.397,26.6,6.0,1.0,7.0,6.0,0.0,0.0,7.0,0.0,4.4,4.4,1.6,59.0,30.0,130.0,94.0,23.0,4.0,26.0,23.0,26.0,16.0,6.0,22.0,16.0,22.0,40.0,22.0,7.0,28.0,5.0,22.0,44.0,500.0,22.0,25.0,9.0,16.0,21.0,61.0,36.0,0.0
Matheus Henrique,LT,25.0,31,27,2.501,27.8,2.0,2.0,4.0,2.0,0.0,0.0,8.0,1.0,2.3,2.3,1.6,39.0,43.0,94.0,44.0,7.0,7.0,14.0,7.0,14.0,8.0,6.0,14.0,8.0,14.0,43.0,29.0,21.0,18.0,4.0,18.0,43.0,419.0,25.0,18.0,8.0,10.0,25.0,68.0,31.0,6.0
Gian Marco Ferrari,ZG,31.0,31,25,2.272,25.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.6,1.6,0.3,19.0,32.0,148.0,7.0,4.0,0.0,4.0,4.0,4.0,6.0,1.0,7.0,6.0,7.0,22.0,10.0,11.0,11.0,0.0,12.0,18.0,667.0,6.0,28.0,17.0,11.0,25.0,47.0,76.0,0.0
Jeremy Toljan,ZG,28.0,25,24,2.083,23.1,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.6,21.0,35.0,79.0,85.0,0.0,22.0,22.0,0.0,22.0,2.0,7.0,9.0,2.0,9.0,13.0,10.0,8.0,4.0,1.0,9.0,15.0,600.0,6.0,17.0,5.0,12.0,16.0,29.0,49.0,1.0
Daniel Boloca,LT,24.0,30,23,2.022,22.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.5,0.5,0.4,9.0,27.0,109.0,17.0,4.0,0.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,48.0,33.0,18.0,25.0,5.0,27.0,46.0,587.0,19.0,23.0,13.0,10.0,14.0,62.0,33.0,2.0
Domenico Berardi,AT,28.0,17,17,1.431,15.9,9.0,3.0,12.0,4.0,5.0,5.0,6.0,0.0,6.5,2.6,3.0,56.0,38.0,83.0,123.0,57.0,19.0,75.0,25.0,44.0,41.0,19.0,60.0,16.0,35.0,17.0,8.0,7.0,9.0,1.0,2.0,21.0,95.0,19.0,17.0,0.0,17.0,13.0,30.0,9.0,0.0
