Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Salvatore Esposito,LT,22.0,37,34,3.12,34.7,1.0,5.0,6.0,0.0,1.0,1.0,8.0,0.0,2.4,1.6,6.1,77.0,40.0,280.0,54.0,3.0,14.0,17.0,0.0,14.0,7.0,18.0,25.0,5.0,22.0,68.0,46.0,22.0,39.0,7.0,30.0,59.0,508.0,29.0,62.0,17.0,45.0,53.0,121.0,77.0,1.0
Dimitris Nikolaou,ZG,24.0,34,34,2.95,32.8,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.5,0.5,0.3,8.0,25.0,138.0,20.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,48.0,34.0,28.0,16.0,4.0,25.0,34.0,735.0,9.0,35.0,9.0,26.0,26.0,74.0,111.0,0.0
Jeroen Zoet,G,32.0,25,25,2.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,2.0
Salvatore Elia,ZG,24.0,32,24,2.169,24.1,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,2.5,34.0,76.0,76.0,160.0,4.0,8.0,12.0,4.0,12.0,4.0,10.0,14.0,4.0,14.0,60.0,42.0,37.0,15.0,8.0,34.0,60.0,567.0,26.0,38.0,2.0,36.0,31.0,91.0,44.0,0.0
Daniele Verde,"LT,AT",27.0,29,23,1.972,21.9,7.0,0.0,7.0,4.0,3.0,4.0,3.0,0.0,6.7,3.6,3.7,73.0,49.0,96.0,179.0,32.0,0.0,32.0,18.0,18.0,31.0,17.0,48.0,16.0,33.0,3.0,3.0,2.0,1.0,0.0,1.0,6.0,167.0,5.0,8.0,0.0,8.0,11.0,14.0,7.0,0.0
Filippo Bandinelli,LT,28.0,33,23,1.957,21.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.4,1.4,2.7,41.0,63.0,133.0,100.0,0.0,5.0,5.0,0.0,5.0,6.0,12.0,19.0,6.0,19.0,40.0,22.0,12.0,20.0,8.0,16.0,39.0,410.0,23.0,29.0,4.0,25.0,20.0,60.0,29.0,0.0
Francesco Cassata,"LT,ZG",26.0,31,21,1.819,20.2,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.7,0.7,1.1,18.0,37.0,92.0,84.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,4.0,9.0,52.0,27.0,28.0,15.0,9.0,27.0,50.0,540.0,23.0,24.0,6.0,18.0,13.0,65.0,21.0,0.0
Kelvin Amian,ZG,25.0,19,19,1.71,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,0.3,17.0,38.0,91.0,39.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,9.0,7.0,9.0,42.0,30.0,32.0,9.0,1.0,16.0,21.0,762.0,5.0,26.0,15.0,11.0,23.0,65.0,52.0,1.0
Francesco Esposito,AT,18.0,38,17,1.786,19.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,5.7,5.4,1.8,72.0,12.0,39.0,114.0,15.0,0.0,15.0,15.0,15.0,29.0,9.0,38.0,27.0,36.0,8.0,2.0,0.0,3.0,5.0,3.0,15.0,200.0,12.0,13.0,2.0,11.0,5.0,13.0,10.0,0.0
Petko Hristov,ZG,24.0,19,17,1.603,17.8,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.9,1.9,0.1,20.0,1.0,27.0,3.0,17.0,0.0,17.0,17.0,17.0,11.0,1.0,11.0,11.0,11.0,15.0,8.0,9.0,6.0,0.0,4.0,7.0,571.0,3.0,20.0,15.0,5.0,11.0,26.0,79.0,1.0
Aleš Matějů,ZG,27.0,17,17,1.485,16.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.3,11.0,21.0,66.0,33.0,6.0,0.0,6.0,6.0,6.0,5.0,2.0,7.0,5.0,7.0,31.0,16.0,18.0,11.0,2.0,20.0,25.0,800.0,5.0,13.0,6.0,7.0,16.0,47.0,29.0,1.0
Mirko Antonucci,"AT,LT",24.0,19,16,1.255,13.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.8,1.8,1.1,30.0,35.0,34.0,109.0,7.0,0.0,7.0,7.0,7.0,13.0,8.0,21.0,13.0,21.0,14.0,6.0,5.0,4.0,5.0,9.0,13.0,692.0,4.0,5.0,0.0,5.0,8.0,22.0,3.0,0.0
Ádám Nagy,LT,28.0,16,15,1.315,14.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.4,7.0,9.0,62.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,5.0,22.0,13.0,9.0,13.0,0.0,15.0,30.0,500.0,15.0,13.0,3.0,10.0,15.0,37.0,11.0,0.0
Rachid Kouda,"LT,AT",21.0,26,14,1.349,15.0,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,4.4,4.4,1.6,59.0,44.0,56.0,115.0,13.0,13.0,27.0,13.0,27.0,29.0,10.0,40.0,29.0,40.0,19.0,10.0,10.0,8.0,1.0,9.0,24.0,375.0,15.0,23.0,2.0,21.0,10.0,29.0,20.0,0.0
Bartłomiej Drągowski,G,25.0,13,13,1.17,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Nicolò Bertola,ZG,20.0,16,13,1.129,12.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.5,1.5,0.3,18.0,6.0,35.0,2.0,8.0,0.0,8.0,8.0,8.0,12.0,2.0,14.0,12.0,14.0,25.0,12.0,19.0,6.0,0.0,10.0,19.0,526.0,9.0,20.0,9.0,11.0,20.0,45.0,37.0,0.0
Arkadiusz Reca,ZG,28.0,14,13,1.059,11.8,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,2.2,1.3,1.9,32.0,24.0,32.0,54.0,34.0,0.0,34.0,34.0,34.0,19.0,17.0,36.0,11.0,27.0,17.0,7.0,14.0,3.0,0.0,7.0,14.0,500.0,7.0,8.0,2.0,6.0,14.0,31.0,24.0,0.0
