Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Marco Silvestri,G,30.0,35,35,3.15,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0
Rodrigo Becão,ZG,25.0,35,35,3.13,34.8,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,1.0,1.0,0.6,16.0,23.0,74.0,34.0,6.0,3.0,9.0,6.0,9.0,3.0,2.0,5.0,3.0,5.0,81.0,46.0,49.0,30.0,2.0,34.0,60.0,567.0,26.0,45.0,20.0,25.0,42.0,123.0,89.0,3.0
Walace,LT,26.0,36,33,2.97,33.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.5,1.5,1.8,33.0,42.0,167.0,20.0,3.0,0.0,3.0,3.0,3.0,4.0,5.0,10.0,4.0,10.0,83.0,49.0,37.0,38.0,8.0,50.0,113.0,442.0,63.0,51.0,5.0,46.0,54.0,137.0,32.0,1.0
Nahuel Molina,ZG,23.0,35,31,2.638,29.3,7.0,2.0,9.0,7.0,0.0,0.0,7.0,1.0,3.8,3.8,3.7,75.0,61.0,100.0,164.0,24.0,7.0,31.0,24.0,31.0,13.0,13.0,26.0,13.0,26.0,41.0,24.0,17.0,21.0,3.0,16.0,48.0,333.0,32.0,24.0,3.0,21.0,22.0,63.0,44.0,2.0
Gerard Deulofeu,"AT,LT",27.0,34,31,2.616,29.1,13.0,5.0,18.0,12.0,1.0,1.0,9.0,0.0,6.9,6.1,7.2,133.0,154.0,154.0,259.0,45.0,17.0,62.0,41.0,58.0,24.0,25.0,49.0,21.0,46.0,11.0,6.0,2.0,3.0,6.0,7.0,29.0,241.0,22.0,14.0,0.0,14.0,9.0,20.0,4.0,0.0
Destiny Udogie,ZG,18.0,35,29,2.477,27.5,5.0,3.0,8.0,5.0,0.0,0.0,4.0,0.0,4.4,4.4,2.3,67.0,56.0,89.0,113.0,18.0,11.0,29.0,18.0,29.0,16.0,8.0,24.0,16.0,24.0,64.0,40.0,30.0,27.0,7.0,33.0,60.0,550.0,27.0,39.0,6.0,33.0,27.0,91.0,42.0,0.0
Jean-Victor Makengo,LT,23.0,33,26,2.351,26.1,1.0,3.0,4.0,1.0,0.0,0.0,7.0,1.0,3.0,3.0,2.2,52.0,55.0,95.0,61.0,4.0,11.0,15.0,4.0,15.0,11.0,8.0,20.0,11.0,20.0,30.0,21.0,7.0,17.0,6.0,15.0,29.0,517.0,14.0,26.0,6.0,20.0,19.0,49.0,17.0,0.0
Beto,AT,23.0,28,24,2.173,24.1,11.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,12.7,12.7,1.8,145.0,31.0,26.0,119.0,46.0,0.0,46.0,46.0,46.0,53.0,7.0,60.0,53.0,60.0,21.0,6.0,2.0,14.0,5.0,9.0,19.0,474.0,10.0,16.0,1.0,15.0,5.0,26.0,25.0,1.0
Bram Nuytinck,ZG,31.0,27,23,2.033,22.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,15.0,4.0,23.0,6.0,4.0,0.0,4.0,4.0,4.0,5.0,1.0,7.0,5.0,7.0,38.0,24.0,24.0,13.0,1.0,15.0,34.0,441.0,19.0,42.0,31.0,11.0,22.0,60.0,101.0,0.0
Roberto Pereyra,"LT,AT",30.0,24,22,1.794,19.9,3.0,5.0,8.0,2.0,1.0,2.0,10.0,1.0,4.7,3.1,4.4,75.0,73.0,126.0,90.0,15.0,25.0,40.0,10.0,35.0,24.0,22.0,46.0,16.0,38.0,18.0,12.0,7.0,6.0,5.0,7.0,23.0,304.0,16.0,26.0,5.0,21.0,12.0,30.0,11.0,0.0
Tolgay Arslan,LT,30.0,30,22,1.658,18.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.2,1.2,1.5,27.0,35.0,86.0,35.0,5.0,0.0,5.0,5.0,5.0,6.0,8.0,15.0,6.0,15.0,35.0,20.0,15.0,16.0,4.0,19.0,50.0,380.0,31.0,17.0,4.0,13.0,13.0,48.0,23.0,1.0
Nehuén Pérez,ZG,21.0,20,19,1.692,18.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,0.6,17.0,16.0,40.0,8.0,0.0,5.0,5.0,0.0,5.0,6.0,3.0,9.0,6.0,9.0,44.0,21.0,21.0,21.0,2.0,16.0,25.0,640.0,9.0,27.0,9.0,18.0,21.0,65.0,47.0,0.0
Samir Santos,ZG,26.0,17,17,1.421,15.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.1,8.0,14.0,46.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,36.0,16.0,22.0,13.0,1.0,15.0,25.0,600.0,10.0,21.0,7.0,14.0,42.0,78.0,62.0,0.0
Pablo Marí,ZG,27.0,15,15,1.341,14.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.7,0.7,0.7,14.0,2.0,20.0,6.0,13.0,0.0,13.0,13.0,13.0,4.0,5.0,9.0,4.0,9.0,16.0,8.0,8.0,6.0,2.0,8.0,16.0,500.0,8.0,18.0,12.0,6.0,21.0,37.0,72.0,0.0
Ignacio Pussetto,"AT,LT",25.0,28,11,1.204,13.4,4.0,4.0,8.0,3.0,1.0,1.0,4.0,0.0,3.8,3.0,2.0,50.0,28.0,29.0,68.0,30.0,30.0,60.0,22.0,52.0,29.0,15.0,44.0,23.0,38.0,17.0,9.0,2.0,9.0,6.0,2.0,10.0,200.0,8.0,18.0,2.0,16.0,4.0,21.0,13.0,0.0
