Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Giovanni Di Lorenzo,ZG,26.0,36,36,3.24,36.0,3.0,6.0,9.0,3.0,0.0,0.0,11.0,0.0,3.8,3.8,5.7,95.0,104.0,259.0,192.0,8.0,17.0,25.0,8.0,25.0,11.0,16.0,26.0,11.0,26.0,79.0,50.0,54.0,21.0,4.0,43.0,75.0,573.0,32.0,37.0,13.0,24.0,35.0,114.0,64.0,1.0
Lorenzo Insigne,AT,29.0,35,33,2.865,31.8,19.0,8.0,27.0,12.0,7.0,8.0,2.0,1.0,15.6,9.3,8.5,177.0,138.0,192.0,270.0,60.0,25.0,85.0,38.0,63.0,49.0,27.0,76.0,29.0,56.0,26.0,18.0,8.0,12.0,6.0,13.0,72.0,181.0,59.0,30.0,1.0,29.0,37.0,63.0,6.0,1.0
Piotr Zieliński,LT,26.0,36,32,2.523,28.0,8.0,10.0,18.0,8.0,0.0,0.0,2.0,0.0,5.3,5.3,5.2,105.0,93.0,154.0,157.0,29.0,36.0,64.0,29.0,64.0,19.0,18.0,37.0,19.0,37.0,18.0,10.0,8.0,7.0,3.0,7.0,20.0,350.0,13.0,23.0,4.0,19.0,18.0,36.0,12.0,0.0
Fabián Ruiz Peña,LT,24.0,33,29,2.569,28.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,40.0,61.0,226.0,80.0,11.0,4.0,14.0,11.0,14.0,7.0,7.0,14.0,7.0,14.0,58.0,31.0,26.0,21.0,11.0,25.0,70.0,357.0,45.0,33.0,3.0,30.0,36.0,94.0,32.0,1.0
Kostas Manolas,ZG,29.0,30,27,2.298,25.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,0.3,11.0,4.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,31.0,18.0,24.0,7.0,0.0,17.0,24.0,708.0,7.0,22.0,13.0,9.0,23.0,54.0,82.0,2.0
Kalidou Koulibaly,ZG,29.0,26,25,2.209,24.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.2,12.0,22.0,116.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,4.0,5.0,36.0,24.0,25.0,7.0,4.0,19.0,32.0,594.0,13.0,46.0,26.0,20.0,29.0,65.0,64.0,2.0
Hirving Lozano,AT,25.0,32,23,1.965,21.8,11.0,3.0,14.0,11.0,0.0,0.0,6.0,0.0,9.3,9.3,4.8,141.0,112.0,44.0,256.0,50.0,14.0,64.0,50.0,64.0,43.0,22.0,65.0,43.0,65.0,29.0,18.0,10.0,13.0,6.0,10.0,36.0,278.0,26.0,37.0,1.0,36.0,18.0,47.0,14.0,0.0
Tiemoué Bakayoko,LT,25.0,32,23,1.964,21.8,2.0,1.0,3.0,2.0,0.0,0.0,6.0,1.0,1.1,1.1,0.8,19.0,15.0,99.0,17.0,9.0,5.0,14.0,9.0,14.0,5.0,4.0,9.0,5.0,9.0,69.0,41.0,21.0,41.0,7.0,23.0,40.0,575.0,17.0,24.0,2.0,22.0,36.0,105.0,13.0,2.0
Alex Meret,G,23.0,22,22,1.98,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Matteo Politano,"AT,LT",26.0,37,22,1.908,21.2,9.0,4.0,13.0,9.0,0.0,0.0,3.0,0.0,5.2,5.2,3.9,91.0,94.0,78.0,197.0,42.0,19.0,61.0,42.0,61.0,25.0,18.0,43.0,25.0,43.0,24.0,16.0,13.0,9.0,2.0,11.0,47.0,234.0,36.0,14.0,1.0,13.0,14.0,38.0,18.0,0.0
Elseid Hysaj,ZG,26.0,24,20,1.768,19.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.3,16.0,49.0,86.0,49.0,0.0,10.0,10.0,0.0,10.0,1.0,7.0,8.0,1.0,8.0,29.0,17.0,16.0,11.0,2.0,17.0,33.0,515.0,16.0,18.0,4.0,14.0,30.0,59.0,52.0,0.0
Diego Demme,LT,28.0,24,20,1.59,17.7,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,1.2,1.2,1.9,31.0,27.0,117.0,26.0,11.0,17.0,28.0,11.0,28.0,7.0,11.0,17.0,7.0,17.0,56.0,32.0,26.0,22.0,8.0,23.0,63.0,365.0,40.0,14.0,1.0,13.0,11.0,67.0,15.0,1.0
Dries Mertens,"AT,LT",33.0,29,18,1.459,16.2,9.0,8.0,17.0,9.0,0.0,0.0,2.0,0.0,5.0,5.0,4.2,92.0,28.0,67.0,93.0,56.0,49.0,105.0,56.0,105.0,31.0,26.0,57.0,31.0,57.0,16.0,14.0,4.0,7.0,5.0,5.0,25.0,200.0,20.0,7.0,1.0,6.0,9.0,25.0,3.0,1.0
Mário Rui,ZG,29.0,27,17,1.669,18.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,2.2,30.0,37.0,67.0,111.0,0.0,11.0,11.0,0.0,11.0,5.0,12.0,16.0,5.0,16.0,24.0,13.0,17.0,6.0,1.0,17.0,33.0,515.0,16.0,17.0,4.0,13.0,28.0,52.0,29.0,1.0
Victor Osimhen,AT,21.0,24,16,1.573,17.5,10.0,3.0,13.0,10.0,0.0,0.0,4.0,0.0,10.6,10.6,2.5,131.0,41.0,9.0,100.0,57.0,17.0,74.0,57.0,74.0,61.0,14.0,75.0,61.0,75.0,22.0,15.0,2.0,6.0,14.0,3.0,15.0,200.0,12.0,6.0,0.0,6.0,7.0,29.0,10.0,0.0
David Ospina,G,31.0,16,16,1.44,16.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Nikola Maksimović,ZG,28.0,17,12,1.207,13.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,7.0,10.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,4.0,5.0,18.0,9.0,11.0,6.0,1.0,9.0,18.0,500.0,9.0,15.0,6.0,9.0,21.0,39.0,49.0,3.0
Amir Rrahmani,ZG,26.0,16,12,1.094,12.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,4.0,0.0,24.0,2.0,8.0,0.0,8.0,8.0,8.0,3.0,0.0,3.0,3.0,3.0,13.0,8.0,7.0,6.0,0.0,6.0,9.0,667.0,3.0,17.0,14.0,3.0,8.0,21.0,39.0,1.0
Andrea Petagna,AT,25.0,26,9,964.0,10.7,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,4.1,4.1,2.5,66.0,14.0,15.0,61.0,37.0,28.0,65.0,37.0,65.0,38.0,23.0,61.0,38.0,61.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,286.0,5.0,4.0,0.0,4.0,1.0,3.0,7.0,0.0
Elif Elmas,"LT,AT",20.0,33,3,740.0,8.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,0.7,21.0,27.0,18.0,35.0,24.0,12.0,36.0,24.0,36.0,17.0,8.0,26.0,17.0,26.0,15.0,4.0,3.0,6.0,6.0,7.0,12.0,583.0,5.0,11.0,1.0,10.0,2.0,17.0,10.0,0.0
Faouzi Ghoulam,"ZG,AT",29.0,11,3,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,6.0,3.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,19.0,4.0,19.0,6.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,9.0,1.0,0.0
Stanislav Lobotka,LT,25.0,15,0,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Fernando Llorente,"AT,LT",35.0,3,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,47.0,31.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kévin Malcuit,"AT,LT",29.0,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0
Antonio Cioffi,AT,17.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Nikita Contini Baranovsky,G,24.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.0,345.0,280.0,213.0,81.0,257.0,635.0,405.0,378.0,381.0,98.0,283.0,369.0,943.0,532.0,17.0
Davide Costanzo,ZG,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.0,278.0,259.0,173.0,65.0,242.0,628.0,385.0,386.0,466.0,170.0,296.0,403.0,900.0,644.0,17.0
Giuseppe D'Agostino,AT,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
