Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Gianluigi Donnarumma,G,21.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,2.0
Franck Kessié,LT,23.0,37,36,3.226,35.8,13.0,4.0,17.0,2.0,11.0,13.0,8.0,0.0,14.0,3.8,2.9,67.0,64.0,171.0,57.0,36.0,11.0,47.0,6.0,17.0,39.0,8.0,47.0,11.0,19.0,53.0,30.0,28.0,19.0,6.0,20.0,38.0,526.0,18.0,47.0,15.0,32.0,46.0,99.0,51.0,0.0
Theo Hernández,ZG,22.0,33,33,2.933,32.6,7.0,5.0,12.0,7.0,0.0,0.0,9.0,0.0,4.3,4.3,4.9,92.0,146.0,133.0,189.0,21.0,15.0,37.0,21.0,37.0,13.0,15.0,28.0,13.0,28.0,48.0,29.0,22.0,21.0,5.0,19.0,38.0,500.0,19.0,29.0,6.0,23.0,34.0,82.0,64.0,5.0
Davide Calabria,ZG,23.0,32,30,2.647,29.4,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.6,29.0,60.0,169.0,110.0,7.0,3.0,10.0,7.0,10.0,4.0,6.0,10.0,4.0,10.0,101.0,64.0,61.0,32.0,8.0,54.0,90.0,600.0,36.0,42.0,9.0,33.0,37.0,138.0,82.0,1.0
Hakan Çalhanoğlu,"LT,AT",26.0,33,30,2.614,29.0,4.0,9.0,13.0,3.0,1.0,1.0,4.0,0.0,4.8,4.0,9.1,131.0,88.0,175.0,193.0,14.0,31.0,45.0,10.0,41.0,16.0,31.0,48.0,14.0,45.0,26.0,7.0,3.0,17.0,6.0,7.0,28.0,250.0,21.0,21.0,6.0,15.0,15.0,41.0,24.0,1.0
Simon Kjær,ZG,31.0,28,28,2.393,26.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,1.2,28.0,8.0,73.0,1.0,0.0,8.0,8.0,0.0,8.0,6.0,5.0,10.0,6.0,10.0,45.0,26.0,23.0,20.0,2.0,18.0,30.0,600.0,12.0,42.0,26.0,16.0,42.0,87.0,125.0,0.0
Alexis Saelemaekers,AT,21.0,32,27,2.016,22.4,2.0,4.0,6.0,2.0,0.0,0.0,7.0,1.0,2.4,2.4,3.1,56.0,43.0,59.0,169.0,9.0,18.0,27.0,9.0,27.0,11.0,14.0,25.0,11.0,25.0,43.0,26.0,20.0,18.0,5.0,19.0,60.0,317.0,41.0,29.0,1.0,28.0,25.0,68.0,6.0,0.0
Rafael Leão,AT,21.0,30,22,1.924,21.4,6.0,6.0,12.0,6.0,0.0,0.0,5.0,0.0,6.0,6.0,4.4,104.0,77.0,45.0,147.0,28.0,28.0,56.0,28.0,56.0,28.0,21.0,48.0,28.0,48.0,13.0,6.0,4.0,7.0,2.0,6.0,15.0,400.0,9.0,17.0,0.0,17.0,4.0,17.0,14.0,1.0
Alessio Romagnoli,ZG,25.0,22,21,1.907,21.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,2.8,2.8,0.8,36.0,7.0,62.0,0.0,5.0,5.0,9.0,5.0,9.0,13.0,4.0,17.0,13.0,17.0,17.0,7.0,8.0,7.0,2.0,8.0,19.0,421.0,11.0,29.0,22.0,7.0,24.0,41.0,80.0,0.0
Ante Rebić,AT,26.0,27,20,1.776,19.7,11.0,4.0,15.0,11.0,0.0,0.0,4.0,1.0,5.9,5.6,5.4,110.0,43.0,52.0,146.0,56.0,20.0,76.0,56.0,76.0,30.0,27.0,57.0,28.0,56.0,26.0,9.0,4.0,8.0,14.0,8.0,37.0,216.0,29.0,21.0,1.0,20.0,7.0,33.0,17.0,0.0
Zlatan Ibrahimović,AT,38.0,19,18,1.493,16.6,15.0,2.0,17.0,12.0,3.0,6.0,2.0,1.0,16.2,11.9,1.8,137.0,31.0,61.0,116.0,90.0,12.0,102.0,72.0,84.0,98.0,11.0,108.0,72.0,82.0,5.0,4.0,0.0,4.0,1.0,3.0,6.0,500.0,3.0,5.0,3.0,2.0,6.0,11.0,27.0,1.0
Sandro Tonali,LT,20.0,25,17,1.33,14.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,1.3,17.0,22.0,84.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,12.0,3.0,12.0,28.0,19.0,14.0,13.0,1.0,13.0,28.0,464.0,15.0,18.0,5.0,13.0,22.0,50.0,18.0,0.0
Ismaël Bennacer,LT,22.0,21,17,1.326,14.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.6,15.0,20.0,82.0,12.0,0.0,14.0,14.0,0.0,14.0,6.0,4.0,10.0,6.0,10.0,39.0,18.0,17.0,21.0,1.0,15.0,32.0,469.0,17.0,10.0,1.0,9.0,20.0,59.0,12.0,0.0
Fikayo Tomori,ZG,22.0,17,16,1.466,16.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,8.0,4.0,41.0,2.0,6.0,0.0,6.0,6.0,6.0,5.0,0.0,5.0,5.0,5.0,28.0,18.0,17.0,9.0,2.0,8.0,14.0,571.0,6.0,32.0,20.0,12.0,18.0,46.0,61.0,1.0
Brahim Díaz,"LT,AT",20.0,27,15,1.228,13.6,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,3.4,3.4,1.5,49.0,43.0,43.0,69.0,29.0,22.0,51.0,29.0,51.0,25.0,11.0,36.0,25.0,36.0,18.0,10.0,7.0,7.0,4.0,10.0,23.0,435.0,13.0,10.0,0.0,10.0,2.0,20.0,2.0,0.0
