Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Michele Di Gregorio,G,24.0,37,37,3.33,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,1.0
Carlos Augusto,ZG,22.0,32,31,2.722,30.2,2.0,1.0,3.0,2.0,0.0,0.0,7.0,1.0,2.1,2.1,2.0,41.0,74.0,135.0,93.0,7.0,3.0,10.0,7.0,10.0,7.0,7.0,14.0,7.0,14.0,47.0,30.0,24.0,23.0,0.0,19.0,35.0,543.0,16.0,33.0,6.0,27.0,51.0,98.0,81.0,0.0
Andrea Barberis,LT,27.0,36,30,2.625,29.2,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,3.2,49.0,18.0,119.0,31.0,7.0,3.0,10.0,7.0,10.0,6.0,11.0,17.0,6.0,17.0,71.0,42.0,37.0,27.0,7.0,24.0,54.0,444.0,30.0,37.0,3.0,34.0,34.0,105.0,23.0,1.0
Giulio Donati,ZG,31.0,29,25,2.252,25.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.2,0.2,0.8,10.0,26.0,134.0,34.0,0.0,4.0,4.0,0.0,4.0,1.0,3.0,4.0,1.0,4.0,45.0,27.0,27.0,16.0,2.0,20.0,42.0,476.0,22.0,40.0,14.0,26.0,47.0,92.0,71.0,1.0
Pedro Pereira,ZG,23.0,33,24,2.242,24.9,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,2.9,37.0,64.0,81.0,191.0,0.0,16.0,16.0,0.0,16.0,4.0,11.0,15.0,4.0,15.0,22.0,16.0,11.0,8.0,3.0,15.0,23.0,652.0,8.0,21.0,4.0,17.0,19.0,41.0,42.0,0.0
Dany Mota,AT,23.0,28,24,2.058,22.9,11.0,1.0,12.0,11.0,0.0,0.0,4.0,0.0,7.4,7.4,4.1,114.0,74.0,60.0,233.0,48.0,4.0,52.0,48.0,52.0,32.0,18.0,50.0,32.0,50.0,15.0,5.0,2.0,9.0,4.0,5.0,16.0,313.0,11.0,15.0,2.0,13.0,3.0,18.0,9.0,0.0
Mattia Valoti,"LT,AT",27.0,31,23,1.986,22.1,10.0,3.0,13.0,6.0,4.0,4.0,8.0,0.0,9.8,6.7,3.1,97.0,41.0,119.0,106.0,45.0,14.0,59.0,27.0,41.0,44.0,14.0,58.0,30.0,44.0,54.0,31.0,23.0,21.0,10.0,21.0,47.0,447.0,26.0,24.0,4.0,20.0,25.0,79.0,33.0,0.0
Luca Caldirola,ZG,30.0,24,21,1.867,20.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.5,0.5,0.4,9.0,21.0,96.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,20.0,11.0,13.0,6.0,1.0,9.0,17.0,529.0,8.0,22.0,13.0,9.0,27.0,47.0,73.0,0.0
Luca Mazzitelli,LT,25.0,28,21,1.741,19.3,2.0,6.0,8.0,1.0,1.0,1.0,10.0,1.0,3.5,2.7,3.6,63.0,30.0,181.0,54.0,10.0,31.0,41.0,5.0,36.0,18.0,19.0,37.0,14.0,33.0,41.0,21.0,14.0,19.0,8.0,16.0,42.0,381.0,26.0,28.0,11.0,17.0,33.0,74.0,35.0,0.0
Andrea Colpani,"LT,AT",22.0,33,21,1.677,18.6,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,4.1,4.1,3.7,78.0,62.0,76.0,150.0,27.0,5.0,32.0,27.0,32.0,22.0,20.0,42.0,22.0,42.0,26.0,15.0,7.0,11.0,8.0,10.0,23.0,435.0,13.0,14.0,2.0,12.0,4.0,30.0,9.0,0.0
Marco D'Alessandro,"ZG,AT",30.0,31,20,1.57,17.4,2.0,4.0,6.0,2.0,0.0,0.0,4.0,1.0,2.0,2.0,1.7,37.0,95.0,44.0,116.0,11.0,23.0,34.0,11.0,34.0,12.0,9.0,21.0,12.0,21.0,27.0,14.0,11.0,15.0,1.0,14.0,20.0,700.0,6.0,15.0,2.0,13.0,7.0,34.0,16.0,1.0
Patrick Ciurria,"LT,AT",26.0,34,17,1.671,18.6,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,4.3,4.3,3.0,73.0,79.0,53.0,140.0,27.0,11.0,38.0,27.0,38.0,23.0,16.0,39.0,23.0,39.0,15.0,7.0,5.0,4.0,6.0,6.0,15.0,400.0,9.0,15.0,3.0,12.0,4.0,19.0,6.0,0.0
Mario Sampirisi,ZG,28.0,27,17,1.535,17.1,3.0,0.0,3.0,3.0,0.0,0.0,6.0,1.0,2.1,2.1,0.4,25.0,22.0,83.0,21.0,18.0,0.0,18.0,18.0,18.0,13.0,2.0,15.0,13.0,15.0,14.0,10.0,11.0,3.0,0.0,6.0,13.0,462.0,7.0,18.0,7.0,11.0,27.0,41.0,45.0,0.0
Luca Marrone,ZG,31.0,18,17,1.467,16.3,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,1.2,1.2,1.5,27.0,8.0,51.0,1.0,0.0,12.0,12.0,0.0,12.0,7.0,9.0,17.0,7.0,17.0,30.0,19.0,20.0,10.0,0.0,12.0,22.0,545.0,10.0,17.0,9.0,8.0,24.0,54.0,56.0,1.0
Pepín,LT,24.0,25,16,1.419,15.8,4.0,3.0,7.0,4.0,0.0,0.0,6.0,0.0,1.6,1.6,2.7,43.0,29.0,83.0,51.0,25.0,19.0,44.0,25.0,44.0,10.0,17.0,28.0,10.0,28.0,33.0,14.0,15.0,11.0,7.0,15.0,36.0,417.0,21.0,14.0,4.0,10.0,14.0,47.0,11.0,0.0
Christian Gytkjær,AT,31.0,33,15,1.493,16.6,9.0,0.0,9.0,6.0,3.0,3.0,1.0,0.0,11.1,8.7,0.7,95.0,13.0,15.0,85.0,54.0,0.0,54.0,36.0,36.0,67.0,4.0,71.0,53.0,57.0,12.0,5.0,0.0,10.0,2.0,6.0,11.0,545.0,5.0,12.0,1.0,11.0,3.0,15.0,19.0,0.0
Salvatore Molina,"ZG,LT",29.0,17,15,1.326,14.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.1,32.0,28.0,48.0,71.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,21.0,7.0,21.0,18.0,11.0,8.0,5.0,5.0,8.0,19.0,421.0,11.0,12.0,7.0,5.0,13.0,31.0,17.0,0.0
Gabriel Paletta,ZG,35.0,18,14,1.337,14.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,1.0,3.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,28.0,16.0,22.0,6.0,0.0,11.0,17.0,647.0,6.0,26.0,17.0,9.0,26.0,54.0,54.0,0.0
Leonardo Mancuso,AT,29.0,16,8,659.0,7.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.6,2.6,0.8,33.0,7.0,10.0,44.0,14.0,14.0,27.0,14.0,27.0,35.0,11.0,46.0,35.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,6.0,0.0,6.0,1.0,1.0,4.0,0.0
Samuele Vignato,AT,17.0,13,5,416.0,4.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,14.0,12.0,21.0,27.0,22.0,22.0,43.0,22.0,43.0,8.0,21.0,30.0,8.0,30.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,667.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Lorenzo Pirola,ZG,19.0,10,4,458.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,7.0,4.0,4.0,2.0,1.0,2.0,3.0,667.0,1.0,8.0,5.0,3.0,7.0,14.0,20.0,0.0
Valentin Antov,ZG,20.0,6,3,297.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,2.0,4.0,5.0,0.0,0.0,30.0,30.0,0.0,30.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0,9.0,0.0
Matteo Scozzarella,LT,33.0,3,3,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0
Marco Brescianini,LT,21.0,5,2,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,2.0,6.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,7.0,5.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,2.0,7.0,4.0,0.0
Davide Bettella,ZG,21.0,7,2,224.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,1.0,6.0,21.0,0.0,0.0,40.0,40.0,0.0,40.0,2.0,3.0,5.0,2.0,5.0,9.0,6.0,7.0,2.0,0.0,5.0,6.0,833.0,1.0,5.0,3.0,2.0,6.0,15.0,10.0,0.0
Andrea Favilli,"AT,LT",24.0,10,1,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,12.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,41.0,11.0,52.0,41.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
Gastón Ramírez,"LT,AT",30.0,6,1,165.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,3.0,1.0,11.0,9.0,55.0,0.0,55.0,55.0,55.0,13.0,4.0,17.0,13.0,17.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,667.0,1.0,5.0,0.0,5.0,2.0,4.0,2.0,0.0
Eugenio Lamanna,G,31.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Antonino Barillà,LT,33.0,3,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
Antonis Siatounis,LT,18.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
Mattia Finotto,AT,28.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
