Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Danilo,ZG,31.0,37,35,3.184,35.4,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,2.8,2.8,2.4,52.0,39.0,176.0,43.0,8.0,8.0,17.0,8.0,17.0,8.0,7.0,15.0,8.0,15.0,92.0,62.0,61.0,23.0,8.0,52.0,73.0,712.0,21.0,39.0,20.0,19.0,47.0,139.0,114.0,1.0
Filip Kostić,"ZG,AT",29.0,37,33,2.564,28.5,3.0,8.0,11.0,3.0,0.0,0.0,3.0,0.0,2.4,2.4,7.1,94.0,101.0,78.0,230.0,11.0,28.0,39.0,11.0,39.0,8.0,25.0,33.0,8.0,33.0,41.0,26.0,17.0,20.0,4.0,21.0,47.0,447.0,26.0,30.0,4.0,26.0,16.0,57.0,32.0,0.0
Adrien Rabiot,LT,27.0,32,31,2.748,30.5,8.0,4.0,12.0,8.0,0.0,0.0,9.0,0.0,6.2,5.8,2.3,82.0,72.0,133.0,109.0,26.0,13.0,39.0,26.0,39.0,20.0,8.0,28.0,19.0,27.0,65.0,35.0,31.0,23.0,11.0,30.0,57.0,526.0,27.0,37.0,7.0,30.0,26.0,91.0,44.0,1.0
Gleison Bremer,ZG,25.0,30,30,2.634,29.3,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,4.9,4.9,1.7,66.0,8.0,54.0,4.0,14.0,3.0,17.0,14.0,17.0,17.0,6.0,23.0,17.0,23.0,29.0,20.0,23.0,5.0,1.0,19.0,26.0,731.0,7.0,44.0,22.0,22.0,42.0,71.0,120.0,2.0
Manuel Locatelli,LT,24.0,32,29,2.446,27.2,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,1.5,1.5,1.8,32.0,25.0,134.0,37.0,0.0,7.0,7.0,0.0,7.0,5.0,7.0,12.0,5.0,12.0,59.0,33.0,26.0,23.0,10.0,30.0,53.0,566.0,23.0,50.0,22.0,28.0,27.0,86.0,59.0,0.0
Wojciech Szczęsny,G,32.0,28,28,2.472,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
Juan Cuadrado,"ZG,AT",34.0,31,24,2.078,23.1,1.0,3.0,4.0,1.0,0.0,0.0,6.0,1.0,1.4,1.4,2.7,42.0,48.0,92.0,125.0,4.0,13.0,17.0,4.0,17.0,6.0,12.0,18.0,6.0,18.0,50.0,34.0,34.0,13.0,3.0,27.0,65.0,415.0,38.0,15.0,2.0,13.0,24.0,74.0,32.0,0.0
Dušan Vlahović,AT,22.0,27,22,1.925,21.4,10.0,2.0,12.0,8.0,2.0,3.0,1.0,0.0,9.7,7.3,2.4,98.0,22.0,40.0,117.0,47.0,9.0,56.0,37.0,47.0,45.0,11.0,57.0,34.0,46.0,11.0,6.0,0.0,7.0,4.0,4.0,10.0,400.0,6.0,10.0,3.0,7.0,3.0,14.0,8.0,1.0
Alex Sandro,ZG,31.0,25,21,1.787,19.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.9,11.0,51.0,97.0,25.0,0.0,5.0,5.0,0.0,5.0,1.0,5.0,5.0,1.0,5.0,35.0,20.0,16.0,16.0,3.0,15.0,22.0,682.0,7.0,27.0,10.0,17.0,15.0,50.0,64.0,1.0
Arkadiusz Milik,AT,28.0,27,17,1.586,17.6,7.0,1.0,8.0,7.0,0.0,1.0,3.0,1.0,6.5,5.7,2.1,77.0,10.0,34.0,85.0,40.0,6.0,45.0,40.0,45.0,37.0,12.0,49.0,32.0,44.0,12.0,8.0,2.0,8.0,2.0,2.0,8.0,250.0,6.0,10.0,1.0,9.0,1.0,13.0,14.0,0.0
Nicolò Fagioli,LT,21.0,26,17,1.52,16.9,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,1.5,1.5,1.3,28.0,27.0,56.0,56.0,18.0,18.0,36.0,18.0,36.0,9.0,8.0,17.0,9.0,17.0,29.0,19.0,12.0,15.0,2.0,8.0,27.0,296.0,19.0,16.0,2.0,14.0,8.0,37.0,7.0,1.0
Federico Gatti,ZG,24.0,18,16,1.448,16.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,1.5,20.0,18.0,56.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,13.0,3.0,13.0,15.0,11.0,9.0,4.0,2.0,9.0,15.0,600.0,6.0,20.0,14.0,6.0,21.0,36.0,54.0,2.0
Ángel Di María,"AT,LT",34.0,26,15,1.363,15.1,4.0,4.0,8.0,3.0,1.0,1.0,1.0,1.0,3.1,2.3,4.5,67.0,56.0,96.0,95.0,26.0,26.0,53.0,20.0,46.0,20.0,29.0,50.0,15.0,44.0,10.0,5.0,3.0,5.0,2.0,3.0,19.0,158.0,16.0,15.0,0.0,15.0,7.0,17.0,0.0,0.0
Fabio Miretti,"LT,AT",18.0,27,14,1.234,13.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.4,2.4,1.3,38.0,33.0,60.0,85.0,0.0,15.0,15.0,0.0,15.0,18.0,10.0,27.0,18.0,27.0,24.0,11.0,15.0,6.0,3.0,12.0,29.0,414.0,17.0,20.0,1.0,19.0,4.0,28.0,11.0,0.0
Weston McKennie,"LT,ZG",23.0,15,13,1.052,11.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,16.0,19.0,39.0,54.0,9.0,9.0,17.0,9.0,17.0,8.0,6.0,14.0,8.0,14.0,14.0,5.0,3.0,9.0,2.0,5.0,8.0,625.0,3.0,15.0,4.0,11.0,11.0,25.0,15.0,1.0
Mattia De Sciglio,ZG,29.0,17,11,1.042,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,6.0,16.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,5.0,14.0,7.0,8.0,3.0,3.0,9.0,14.0,643.0,5.0,9.0,3.0,6.0,4.0,18.0,20.0,0.0
Moise Kean,AT,22.0,28,11,995.0,11.1,6.0,0.0,6.0,6.0,0.0,0.0,5.0,1.0,6.3,6.3,1.1,74.0,30.0,13.0,76.0,54.0,0.0,54.0,54.0,54.0,57.0,10.0,67.0,57.0,67.0,8.0,6.0,2.0,5.0,1.0,3.0,7.0,429.0,4.0,4.0,0.0,4.0,5.0,13.0,2.0,0.0
Mattia Perin,G,29.0,11,10,948.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,ZG,35.0,16,9,879.0,9.8,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.1,0.3,0.2,5.0,2.0,28.0,1.0,10.0,0.0,10.0,10.0,10.0,11.0,2.0,13.0,3.0,5.0,5.0,4.0,1.0,4.0,0.0,2.0,4.0,500.0,2.0,12.0,8.0,4.0,13.0,18.0,29.0,0.0
Leandro Paredes,LT,28.0,25,8,977.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.6,0.6,1.9,25.0,11.0,72.0,11.0,9.0,0.0,9.0,9.0,9.0,6.0,18.0,23.0,6.0,23.0,19.0,13.0,7.0,11.0,1.0,10.0,22.0,455.0,12.0,8.0,0.0,8.0,17.0,36.0,22.0,0.0
Federico Chiesa,"ZG,LT",24.0,21,6,852.0,9.5,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,2.6,41.0,46.0,34.0,88.0,21.0,53.0,74.0,21.0,74.0,15.0,27.0,43.0,15.0,43.0,22.0,11.0,6.0,6.0,10.0,5.0,14.0,357.0,9.0,13.0,1.0,12.0,0.0,22.0,1.0,0.0
Daniele Rugani,ZG,28.0,9,6,564.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,7.0,7.0,0.0,6.0,1.0,0.0,4.0,4.0,1000.0,0.0,7.0,5.0,2.0,7.0,14.0,32.0,0.0
Matìas Soulé,"LT,AT",19.0,13,4,420.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.8,23.0,12.0,15.0,33.0,21.0,0.0,21.0,21.0,21.0,33.0,18.0,50.0,33.0,50.0,7.0,4.0,3.0,2.0,2.0,5.0,7.0,714.0,2.0,7.0,1.0,6.0,3.0,10.0,3.0,0.0
Enzo Barrenechea,LT,21.0,3,3,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,4.0,5.0,8.0,3.0,3.0,4.0,1.0,3.0,5.0,600.0,2.0,3.0,0.0,3.0,2.0,10.0,3.0,0.0
Tommaso Barbieri,ZG,19.0,3,2,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,8.0,375.0,5.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0
Samuel Iling-Junior,"ZG,AT",18.0,12,1,318.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,10.0,11.0,18.0,36.0,28.0,28.0,57.0,28.0,57.0,21.0,7.0,28.0,21.0,28.0,7.0,2.0,3.0,1.0,3.0,4.0,9.0,444.0,5.0,5.0,1.0,4.0,2.0,9.0,6.0,0.0
