Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Samir Handanović,G,37.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0
Nicolò Barella,LT,24.0,36,36,2.913,32.4,3.0,11.0,14.0,3.0,0.0,0.0,9.0,0.0,4.7,4.7,8.9,136.0,114.0,231.0,204.0,9.0,34.0,43.0,9.0,43.0,14.0,27.0,42.0,14.0,42.0,63.0,42.0,17.0,35.0,11.0,29.0,55.0,527.0,26.0,26.0,2.0,24.0,21.0,84.0,8.0,2.0
Milan Škriniar,ZG,26.0,35,35,3.15,35.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.2,3.2,0.5,37.0,34.0,100.0,31.0,9.0,0.0,9.0,9.0,9.0,9.0,2.0,11.0,9.0,11.0,47.0,27.0,26.0,17.0,4.0,24.0,42.0,571.0,18.0,36.0,25.0,11.0,25.0,72.0,90.0,1.0
Marcelo Brozović,LT,28.0,35,35,2.937,32.6,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.9,31.0,51.0,263.0,36.0,6.0,3.0,9.0,6.0,9.0,4.0,6.0,10.0,4.0,10.0,77.0,45.0,34.0,35.0,8.0,34.0,68.0,500.0,34.0,28.0,10.0,18.0,37.0,114.0,36.0,2.0
Ivan Perišić,ZG,32.0,35,35,2.821,31.3,8.0,6.0,14.0,7.0,1.0,1.0,4.0,0.0,4.3,3.5,7.7,112.0,135.0,126.0,242.0,26.0,19.0,45.0,22.0,41.0,14.0,25.0,38.0,11.0,36.0,38.0,22.0,18.0,11.0,9.0,28.0,50.0,560.0,22.0,39.0,7.0,32.0,47.0,85.0,42.0,0.0
Hakan Çalhanoğlu,LT,27.0,34,33,2.48,27.6,7.0,12.0,19.0,4.0,3.0,3.0,11.0,0.0,5.9,3.5,8.7,122.0,75.0,184.0,126.0,25.0,44.0,69.0,15.0,58.0,22.0,32.0,53.0,13.0,44.0,41.0,23.0,16.0,19.0,6.0,11.0,40.0,275.0,29.0,29.0,5.0,24.0,25.0,66.0,12.0,0.0
Alessandro Bastoni,ZG,22.0,31,29,2.311,25.7,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,2.0,23.0,30.0,132.0,34.0,4.0,8.0,12.0,4.0,12.0,1.0,8.0,9.0,1.0,9.0,44.0,25.0,28.0,13.0,3.0,17.0,34.0,500.0,17.0,22.0,12.0,10.0,35.0,79.0,59.0,1.0
Stefan de Vrij,ZG,29.0,30,28,2.41,26.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.6,2.6,0.0,26.0,15.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,38.0,29.0,22.0,16.0,0.0,12.0,17.0,706.0,5.0,17.0,8.0,9.0,32.0,70.0,52.0,0.0
Lautaro Martínez,AT,23.0,35,28,2.282,25.4,21.0,3.0,24.0,18.0,3.0,6.0,6.0,0.0,20.9,16.7,3.2,199.0,34.0,48.0,149.0,83.0,12.0,95.0,71.0,83.0,83.0,13.0,95.0,66.0,79.0,20.0,10.0,3.0,10.0,7.0,6.0,11.0,545.0,5.0,21.0,1.0,20.0,18.0,38.0,6.0,0.0
Edin Džeko,AT,35.0,36,27,2.469,27.4,13.0,6.0,19.0,13.0,0.0,0.0,2.0,0.0,14.8,14.8,3.9,187.0,47.0,107.0,207.0,47.0,22.0,69.0,47.0,69.0,54.0,14.0,68.0,54.0,68.0,14.0,8.0,7.0,4.0,3.0,8.0,25.0,320.0,17.0,22.0,5.0,17.0,4.0,18.0,35.0,0.0
