Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Mário Rui,ZG,30.0,34,34,2.992,33.2,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,1.6,1.6,3.3,49.0,67.0,150.0,155.0,0.0,15.0,15.0,0.0,15.0,5.0,10.0,15.0,5.0,15.0,68.0,43.0,32.0,28.0,8.0,39.0,84.0,464.0,45.0,31.0,7.0,24.0,40.0,108.0,50.0,0.0
Amir Rrahmani,ZG,27.0,33,33,2.927,32.5,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,0.1,41.0,12.0,81.0,3.0,12.0,0.0,12.0,12.0,12.0,12.0,0.0,13.0,12.0,13.0,21.0,11.0,15.0,5.0,1.0,15.0,19.0,789.0,4.0,36.0,25.0,11.0,19.0,40.0,89.0,0.0
Giovanni Di Lorenzo,ZG,27.0,33,33,2.869,31.9,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,2.8,39.0,66.0,196.0,154.0,3.0,13.0,16.0,3.0,16.0,3.0,9.0,12.0,3.0,12.0,58.0,36.0,30.0,20.0,8.0,33.0,58.0,569.0,25.0,28.0,10.0,18.0,38.0,96.0,46.0,1.0
David Ospina,G,32.0,31,31,2.79,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,1.0
Fabián Ruiz Peña,LT,25.0,32,29,2.384,26.5,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,1.6,1.6,2.9,45.0,58.0,220.0,80.0,26.0,15.0,42.0,26.0,42.0,6.0,11.0,17.0,6.0,17.0,55.0,33.0,22.0,29.0,4.0,29.0,67.0,433.0,38.0,34.0,1.0,33.0,22.0,77.0,32.0,0.0
Lorenzo Insigne,AT,30.0,32,28,2.29,25.4,11.0,8.0,19.0,2.0,9.0,13.0,2.0,0.0,15.3,4.9,5.6,106.0,104.0,150.0,208.0,43.0,31.0,75.0,8.0,39.0,60.0,22.0,82.0,19.0,42.0,23.0,14.0,8.0,12.0,3.0,8.0,44.0,182.0,36.0,30.0,1.0,29.0,20.0,43.0,3.0,1.0
Kalidou Koulibaly,ZG,30.0,27,27,2.405,26.7,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,1.3,1.3,1.3,25.0,21.0,80.0,10.0,11.0,4.0,15.0,11.0,15.0,5.0,5.0,10.0,5.0,10.0,39.0,23.0,31.0,6.0,2.0,25.0,38.0,658.0,13.0,41.0,25.0,16.0,29.0,68.0,90.0,1.0
Piotr Zieliński,LT,27.0,35,26,2.086,23.2,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,3.4,3.4,3.9,72.0,50.0,128.0,95.0,26.0,22.0,47.0,26.0,47.0,15.0,17.0,31.0,15.0,31.0,19.0,12.0,5.0,9.0,5.0,6.0,21.0,286.0,15.0,13.0,2.0,11.0,8.0,27.0,4.0,0.0
Victor Osimhen,AT,22.0,27,23,1.983,22.0,14.0,2.0,16.0,14.0,0.0,0.0,5.0,1.0,10.5,10.5,1.8,124.0,49.0,18.0,178.0,64.0,9.0,73.0,64.0,73.0,48.0,8.0,56.0,48.0,56.0,10.0,5.0,1.0,2.0,7.0,2.0,6.0,333.0,4.0,16.0,3.0,13.0,3.0,13.0,17.0,0.0
Andre-Frank Zambo Anguissa,LT,25.0,25,21,1.926,21.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,1.1,23.0,45.0,126.0,60.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,11.0,5.0,11.0,50.0,26.0,24.0,17.0,9.0,25.0,51.0,490.0,26.0,31.0,5.0,26.0,24.0,74.0,33.0,1.0
