Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Luigi Sepe,G,29.0,36,36,3.24,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,13.0,2.0
Jasmin Kurtić,LT,31.0,34,31,2.739,30.4,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,3.7,3.7,2.2,59.0,53.0,143.0,78.0,13.0,0.0,13.0,13.0,13.0,12.0,7.0,19.0,12.0,19.0,46.0,28.0,22.0,21.0,3.0,21.0,70.0,300.0,49.0,22.0,2.0,20.0,33.0,79.0,57.0,1.0
Juraj Kucka,"LT,AT",33.0,28,28,2.334,25.9,7.0,2.0,9.0,3.0,4.0,4.0,8.0,0.0,7.1,4.0,2.0,59.0,35.0,77.0,117.0,27.0,8.0,35.0,12.0,19.0,27.0,8.0,35.0,15.0,23.0,67.0,36.0,21.0,37.0,9.0,26.0,74.0,351.0,48.0,25.0,3.0,22.0,28.0,95.0,25.0,0.0
Hernani,LT,26.0,33,27,2.189,24.3,7.0,3.0,10.0,6.0,1.0,1.0,11.0,0.0,3.4,2.6,2.7,53.0,51.0,116.0,85.0,29.0,12.0,41.0,25.0,37.0,14.0,11.0,25.0,11.0,22.0,51.0,25.0,21.0,27.0,3.0,29.0,66.0,439.0,37.0,35.0,4.0,31.0,31.0,82.0,40.0,1.0
Gervinho,AT,33.0,27,25,2.021,22.5,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,3.5,3.5,2.2,57.0,84.0,53.0,163.0,22.0,4.0,27.0,22.0,27.0,16.0,10.0,26.0,16.0,26.0,5.0,1.0,2.0,2.0,1.0,1.0,14.0,71.0,13.0,11.0,1.0,10.0,10.0,15.0,3.0,0.0
Riccardo Gagliolo,ZG,30.0,28,22,1.956,21.7,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,3.2,3.2,1.2,44.0,37.0,118.0,34.0,9.0,9.0,18.0,9.0,18.0,15.0,6.0,20.0,15.0,20.0,45.0,18.0,35.0,8.0,2.0,28.0,45.0,622.0,17.0,34.0,7.0,27.0,36.0,81.0,64.0,1.0
Andreas Cornelius,AT,27.0,29,21,1.898,21.1,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,2.9,2.9,3.5,64.0,12.0,45.0,135.0,5.0,19.0,24.0,5.0,24.0,14.0,17.0,30.0,14.0,30.0,11.0,4.0,1.0,5.0,5.0,2.0,12.0,167.0,10.0,9.0,2.0,7.0,1.0,12.0,25.0,1.0
Giuseppe Pezzella,ZG,22.0,24,21,1.828,20.3,1.0,4.0,5.0,1.0,0.0,0.0,7.0,0.0,0.2,0.2,3.2,34.0,58.0,69.0,114.0,5.0,20.0,25.0,5.0,25.0,1.0,16.0,17.0,1.0,17.0,34.0,19.0,23.0,9.0,2.0,22.0,41.0,537.0,19.0,22.0,9.0,13.0,12.0,46.0,52.0,3.0
Yordan Osorio,ZG,26.0,23,21,1.809,20.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,8.0,11.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,4.0,22.0,14.0,13.0,9.0,0.0,9.0,24.0,375.0,15.0,30.0,18.0,12.0,53.0,75.0,77.0,1.0
Gastón Brugman,LT,27.0,26,21,1.616,18.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,2.5,36.0,22.0,111.0,17.0,6.0,6.0,11.0,6.0,11.0,6.0,14.0,20.0,6.0,20.0,35.0,19.0,18.0,15.0,2.0,11.0,44.0,250.0,33.0,33.0,4.0,29.0,45.0,80.0,34.0,0.0
