Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Cristiano Biraghi,ZG,29.0,33,30,2.551,28.3,2.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,1.8,1.1,5.5,66.0,69.0,161.0,113.0,7.0,14.0,21.0,7.0,21.0,7.0,19.0,26.0,4.0,23.0,65.0,38.0,29.0,29.0,7.0,32.0,65.0,492.0,33.0,32.0,7.0,25.0,14.0,79.0,42.0,1.0
Pietro Terracciano,G,32.0,29,29,2.61,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,667.0,1.0,0.0,0.0,0.0,1.0,3.0,14.0,0.0
Dodô,ZG,23.0,33,28,2.331,25.9,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,2.2,29.0,72.0,141.0,104.0,4.0,12.0,15.0,4.0,15.0,3.0,9.0,11.0,3.0,11.0,40.0,22.0,20.0,14.0,6.0,22.0,46.0,478.0,24.0,26.0,2.0,24.0,25.0,65.0,37.0,0.0
Lucas Martínez Quarta,ZG,26.0,27,25,2.171,24.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,2.5,2.5,0.6,31.0,19.0,119.0,6.0,4.0,4.0,8.0,4.0,8.0,10.0,2.0,13.0,10.0,13.0,80.0,48.0,44.0,32.0,4.0,42.0,61.0,689.0,19.0,41.0,19.0,22.0,48.0,128.0,78.0,1.0
Jonathan Ikone,AT,24.0,33,24,2.007,22.3,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,4.1,4.1,3.7,78.0,83.0,67.0,178.0,18.0,18.0,36.0,18.0,36.0,18.0,17.0,35.0,18.0,35.0,16.0,8.0,5.0,6.0,5.0,5.0,14.0,357.0,9.0,18.0,1.0,17.0,4.0,20.0,3.0,0.0
Sofyan Amrabat,LT,25.0,29,24,1.998,22.2,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.5,0.5,1.1,16.0,36.0,176.0,24.0,0.0,5.0,5.0,0.0,5.0,2.0,5.0,7.0,2.0,7.0,39.0,24.0,15.0,17.0,7.0,16.0,29.0,552.0,13.0,23.0,5.0,18.0,21.0,60.0,18.0,2.0
Nikola Milenković,ZG,24.0,27,23,2.137,23.7,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.9,1.9,0.5,24.0,9.0,78.0,3.0,8.0,4.0,13.0,8.0,13.0,8.0,2.0,10.0,8.0,10.0,40.0,25.0,20.0,17.0,3.0,18.0,27.0,667.0,9.0,27.0,14.0,13.0,22.0,62.0,72.0,0.0
Igor,ZG,24.0,27,23,2.057,22.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.5,0.5,0.2,8.0,19.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,43.0,29.0,21.0,18.0,4.0,20.0,27.0,741.0,7.0,33.0,14.0,19.0,25.0,68.0,56.0,2.0
Rolando Mandragora,LT,25.0,29,22,1.95,21.7,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0,1.5,1.5,4.9,64.0,18.0,142.0,59.0,9.0,18.0,28.0,9.0,28.0,7.0,23.0,30.0,7.0,30.0,42.0,24.0,12.0,22.0,8.0,23.0,52.0,442.0,29.0,25.0,3.0,22.0,16.0,58.0,21.0,0.0
Christian Kouamé,AT,24.0,28,22,1.866,20.7,4.0,4.0,8.0,4.0,0.0,0.0,5.0,0.0,5.3,5.3,3.7,90.0,50.0,54.0,203.0,19.0,19.0,39.0,19.0,39.0,26.0,18.0,43.0,26.0,43.0,27.0,18.0,8.0,10.0,9.0,7.0,14.0,500.0,7.0,15.0,3.0,12.0,12.0,39.0,8.0,0.0
Giacomo Bonaventura,LT,32.0,30,21,1.911,21.2,5.0,1.0,6.0,5.0,0.0,0.0,4.0,1.0,4.3,4.3,3.1,74.0,64.0,102.0,91.0,24.0,5.0,28.0,24.0,28.0,20.0,15.0,35.0,20.0,35.0,35.0,23.0,14.0,15.0,6.0,24.0,37.0,649.0,13.0,14.0,0.0,14.0,16.0,51.0,5.0,1.0
Antonín Barák,LT,27.0,30,21,1.799,20.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.6,2.6,1.6,41.0,45.0,82.0,93.0,10.0,0.0,10.0,10.0,10.0,13.0,8.0,21.0,13.0,21.0,21.0,9.0,5.0,7.0,9.0,6.0,16.0,375.0,10.0,16.0,2.0,14.0,3.0,24.0,13.0,0.0
Luka Jović,"AT,LT",24.0,31,16,1.534,17.0,6.0,3.0,9.0,6.0,0.0,1.0,3.0,0.0,7.9,7.1,1.5,86.0,8.0,28.0,75.0,35.0,18.0,53.0,35.0,53.0,46.0,9.0,55.0,42.0,51.0,6.0,3.0,1.0,4.0,1.0,2.0,8.0,250.0,6.0,7.0,2.0,5.0,2.0,8.0,10.0,0.0
Arthur Cabral,AT,24.0,28,15,1.432,15.9,8.0,1.0,9.0,6.0,2.0,2.0,4.0,0.0,7.9,6.3,0.8,70.0,11.0,21.0,86.0,50.0,6.0,57.0,38.0,44.0,49.0,5.0,54.0,39.0,44.0,9.0,2.0,1.0,4.0,4.0,4.0,8.0,500.0,4.0,10.0,1.0,9.0,1.0,10.0,12.0,0.0
Riccardo Saponara,AT,30.0,29,14,1.208,13.4,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,2.8,2.8,3.4,62.0,56.0,56.0,125.0,30.0,22.0,52.0,30.0,52.0,21.0,26.0,46.0,21.0,46.0,10.0,5.0,3.0,6.0,1.0,5.0,9.0,556.0,4.0,7.0,1.0,6.0,5.0,15.0,9.0,1.0
