Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Wladimiro Falcone,G,27.0,38,38,3.42,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1000.0,0.0,0.0,0.0,0.0,2.0,4.0,21.0,3.0
Federico Baschirotto,ZG,25.0,37,37,3.33,37.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,1.9,1.9,0.7,26.0,12.0,107.0,12.0,8.0,0.0,8.0,8.0,8.0,5.0,2.0,7.0,5.0,7.0,40.0,30.0,35.0,5.0,0.0,22.0,36.0,611.0,14.0,45.0,29.0,16.0,36.0,76.0,192.0,0.0
Valentin Gendrey,ZG,22.0,37,35,3.101,34.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,2.9,35.0,47.0,112.0,107.0,0.0,6.0,6.0,0.0,6.0,2.0,8.0,10.0,2.0,10.0,88.0,57.0,54.0,25.0,9.0,40.0,71.0,563.0,31.0,45.0,4.0,41.0,37.0,125.0,89.0,0.0
Morten Hjulmand,LT,23.0,35,34,2.962,32.9,0.0,4.0,4.0,0.0,0.0,0.0,9.0,1.0,0.6,0.6,2.1,27.0,9.0,159.0,16.0,0.0,12.0,12.0,0.0,12.0,2.0,6.0,8.0,2.0,8.0,90.0,52.0,49.0,40.0,1.0,37.0,67.0,552.0,30.0,43.0,11.0,32.0,72.0,162.0,54.0,0.0
Gabriel Strefezza,"AT,LT",25.0,35,30,2.442,27.1,8.0,4.0,12.0,6.0,2.0,3.0,5.0,0.0,6.2,3.9,4.3,82.0,72.0,107.0,177.0,29.0,15.0,44.0,22.0,37.0,23.0,16.0,39.0,14.0,30.0,50.0,24.0,18.0,20.0,12.0,27.0,53.0,509.0,26.0,36.0,3.0,33.0,16.0,66.0,15.0,0.0
Antonino Gallo,ZG,22.0,32,28,2.486,27.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,1.9,26.0,71.0,154.0,65.0,0.0,4.0,4.0,0.0,4.0,2.0,7.0,9.0,2.0,9.0,56.0,36.0,35.0,12.0,9.0,38.0,57.0,667.0,19.0,37.0,6.0,31.0,13.0,69.0,71.0,0.0
Alexis Blin,LT,25.0,35,26,2.376,26.4,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,2.8,2.8,1.1,39.0,13.0,101.0,32.0,4.0,0.0,4.0,4.0,4.0,11.0,4.0,15.0,11.0,15.0,69.0,39.0,27.0,33.0,9.0,38.0,73.0,521.0,35.0,55.0,15.0,40.0,34.0,103.0,74.0,0.0
Joan Gonzàlez,LT,20.0,35,26,2.197,24.4,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,1.5,1.5,1.3,28.0,18.0,71.0,67.0,4.0,12.0,16.0,4.0,16.0,6.0,5.0,11.0,6.0,11.0,48.0,28.0,20.0,18.0,10.0,17.0,51.0,333.0,34.0,37.0,8.0,29.0,16.0,64.0,28.0,0.0
Samuel Umtiti,ZG,28.0,25,24,2.113,23.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.8,0.8,0.1,9.0,12.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,4.0,52.0,34.0,25.0,25.0,2.0,18.0,26.0,692.0,8.0,26.0,14.0,12.0,26.0,78.0,79.0,0.0
Federico Di Francesco,"AT,LT",28.0,36,23,2.031,22.6,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,3.3,3.3,2.7,60.0,50.0,60.0,177.0,9.0,9.0,18.0,9.0,18.0,14.0,12.0,27.0,14.0,27.0,28.0,16.0,7.0,11.0,10.0,9.0,19.0,474.0,10.0,16.0,0.0,16.0,8.0,36.0,14.0,0.0
