Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Łukasz Skorupski,G,31.0,37,37,3.33,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,0.0,2.0,19.0,2.0
Jhon Lucumí,ZG,24.0,33,33,2.9,32.2,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,0.4,10.0,37.0,84.0,6.0,0.0,3.0,3.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,53.0,37.0,39.0,13.0,1.0,24.0,43.0,558.0,19.0,43.0,26.0,17.0,35.0,88.0,100.0,1.0
Stefan Posch,ZG,25.0,30,30,2.532,28.1,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,3.3,3.3,2.0,53.0,45.0,148.0,65.0,21.0,7.0,28.0,21.0,28.0,12.0,7.0,19.0,12.0,19.0,81.0,43.0,41.0,29.0,11.0,44.0,75.0,587.0,31.0,44.0,15.0,29.0,35.0,116.0,69.0,0.0
Jerdy Schouten,LT,25.0,33,29,2.509,27.9,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.5,19.0,15.0,139.0,29.0,0.0,7.0,7.0,0.0,7.0,2.0,5.0,7.0,2.0,7.0,63.0,38.0,28.0,33.0,2.0,27.0,49.0,551.0,22.0,40.0,17.0,23.0,40.0,103.0,43.0,1.0
Lewis Ferguson,"LT,AT",22.0,32,27,2.314,25.7,7.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,4.7,4.7,1.0,57.0,31.0,88.0,114.0,27.0,0.0,27.0,27.0,27.0,18.0,4.0,22.0,18.0,22.0,44.0,25.0,16.0,20.0,8.0,20.0,40.0,500.0,20.0,22.0,7.0,15.0,19.0,63.0,25.0,0.0
Nicolás Domínguez,LT,24.0,31,26,2.3,25.6,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,2.6,2.6,2.9,54.0,39.0,147.0,84.0,12.0,8.0,20.0,12.0,20.0,10.0,11.0,21.0,10.0,21.0,79.0,49.0,34.0,33.0,12.0,39.0,76.0,513.0,37.0,29.0,3.0,26.0,21.0,100.0,29.0,1.0
Musa Barrow,"AT,LT",23.0,32,26,1.96,21.8,3.0,8.0,11.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,4.7,77.0,68.0,58.0,141.0,14.0,37.0,51.0,14.0,51.0,14.0,22.0,35.0,14.0,35.0,21.0,4.0,10.0,6.0,5.0,8.0,14.0,571.0,6.0,25.0,1.0,24.0,1.0,22.0,7.0,0.0
Andrea Cambiaso,ZG,22.0,32,25,2.17,24.1,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,2.4,33.0,64.0,83.0,105.0,0.0,12.0,12.0,0.0,12.0,4.0,10.0,14.0,4.0,14.0,57.0,34.0,34.0,20.0,3.0,28.0,65.0,431.0,37.0,26.0,2.0,24.0,26.0,83.0,33.0,1.0
Riccardo Orsolini,AT,25.0,32,22,2.124,23.6,11.0,4.0,15.0,8.0,3.0,3.0,8.0,2.0,10.5,8.1,3.1,112.0,53.0,62.0,212.0,47.0,17.0,64.0,34.0,51.0,44.0,13.0,58.0,34.0,48.0,30.0,19.0,15.0,10.0,5.0,17.0,41.0,415.0,24.0,29.0,3.0,26.0,8.0,38.0,18.0,0.0
Adama Soumaoro,ZG,30.0,23,22,1.867,20.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,0.0,3.0,7.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,25.0,17.0,11.0,12.0,2.0,5.0,7.0,714.0,2.0,18.0,13.0,5.0,15.0,40.0,75.0,1.0
Michel Aebischer,"AT,LT",25.0,32,18,1.542,17.1,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,0.6,21.0,14.0,46.0,85.0,6.0,0.0,6.0,6.0,6.0,8.0,4.0,12.0,8.0,12.0,12.0,6.0,3.0,6.0,3.0,2.0,18.0,111.0,16.0,14.0,2.0,12.0,7.0,19.0,9.0,0.0
Marko Arnautović,AT,33.0,21,18,1.53,17.0,10.0,0.0,10.0,7.0,3.0,3.0,5.0,0.0,7.2,4.8,1.9,67.0,13.0,36.0,116.0,59.0,0.0,59.0,41.0,41.0,42.0,11.0,53.0,28.0,39.0,9.0,6.0,2.0,5.0,2.0,1.0,6.0,167.0,5.0,11.0,1.0,10.0,2.0,11.0,10.0,0.0
