Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Gleison Bremer,ZG,23.0,33,33,2.935,32.6,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.2,3.2,0.4,36.0,28.0,81.0,9.0,15.0,0.0,15.0,15.0,15.0,10.0,1.0,11.0,10.0,11.0,51.0,34.0,36.0,14.0,1.0,21.0,36.0,583.0,15.0,54.0,21.0,33.0,70.0,121.0,142.0,1.0
Andrea Belotti,AT,26.0,35,33,2.888,32.1,13.0,6.0,19.0,9.0,4.0,5.0,4.0,0.0,13.7,9.8,7.0,168.0,81.0,64.0,214.0,41.0,19.0,59.0,28.0,47.0,43.0,22.0,65.0,30.0,52.0,30.0,18.0,4.0,16.0,10.0,11.0,35.0,314.0,24.0,27.0,4.0,23.0,12.0,42.0,21.0,0.0
Tomás Rincón,LT,32.0,36,33,2.846,31.6,1.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,1.3,1.3,1.9,33.0,30.0,125.0,52.0,3.0,3.0,6.0,3.0,6.0,4.0,6.0,10.0,4.0,10.0,68.0,38.0,27.0,33.0,8.0,36.0,71.0,507.0,35.0,32.0,7.0,25.0,31.0,99.0,44.0,0.0
Salvatore Sirigu,G,33.0,32,32,2.88,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0
Saša Lukić,LT,23.0,32,24,2.106,23.4,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.8,1.8,1.2,30.0,54.0,72.0,83.0,13.0,0.0,13.0,13.0,13.0,8.0,5.0,13.0,8.0,13.0,32.0,13.0,11.0,18.0,3.0,15.0,50.0,300.0,35.0,23.0,5.0,18.0,17.0,49.0,17.0,0.0
Armando Izzo,ZG,28.0,25,24,2.004,22.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.3,18.0,35.0,103.0,20.0,9.0,0.0,9.0,9.0,9.0,7.0,1.0,8.0,7.0,8.0,30.0,16.0,13.0,13.0,4.0,13.0,33.0,394.0,20.0,22.0,9.0,13.0,53.0,83.0,62.0,0.0
Lyanco,ZG,23.0,23,21,1.959,21.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.5,15.0,16.0,69.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,5.0,7.0,21.0,14.0,13.0,6.0,2.0,8.0,14.0,571.0,6.0,36.0,26.0,10.0,46.0,67.0,76.0,0.0
Cristian Ansaldi,"ZG,AT",33.0,31,20,1.947,21.6,1.0,6.0,7.0,0.0,1.0,1.0,1.0,0.0,1.9,1.1,5.0,61.0,91.0,66.0,93.0,5.0,28.0,32.0,0.0,28.0,9.0,23.0,32.0,5.0,28.0,48.0,33.0,25.0,14.0,9.0,24.0,38.0,632.0,14.0,21.0,7.0,14.0,16.0,64.0,38.0,0.0
Wilfried Singo,ZG,19.0,28,20,1.854,20.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.2,1.2,2.8,41.0,73.0,62.0,100.0,5.0,10.0,15.0,5.0,15.0,6.0,14.0,20.0,6.0,20.0,29.0,14.0,16.0,6.0,7.0,17.0,33.0,515.0,16.0,13.0,3.0,10.0,29.0,58.0,40.0,0.0
Karol Linetty,LT,25.0,27,20,1.832,20.4,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,1.0,21.0,27.0,58.0,60.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,10.0,38.0,28.0,13.0,19.0,6.0,16.0,45.0,356.0,29.0,19.0,5.0,14.0,15.0,53.0,7.0,0.0
Simone Verdi,"LT,AT",28.0,33,17,1.62,18.0,1.0,5.0,6.0,1.0,0.0,0.0,6.0,0.0,3.5,3.5,5.7,92.0,52.0,68.0,87.0,6.0,28.0,33.0,6.0,33.0,20.0,32.0,51.0,20.0,51.0,19.0,12.0,10.0,6.0,3.0,6.0,19.0,316.0,13.0,8.0,0.0,8.0,8.0,27.0,2.0,2.0
