Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Vanja Milinković-Savić,G,25.0,38,38,3.42,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1000.0,0.0,0.0,0.0,0.0,1.0,3.0,19.0,1.0
Alessandro Buongiorno,ZG,23.0,34,30,2.721,30.2,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,2.2,2.2,1.3,36.0,13.0,81.0,19.0,3.0,7.0,10.0,3.0,10.0,7.0,4.0,12.0,7.0,12.0,38.0,25.0,22.0,16.0,0.0,16.0,31.0,516.0,15.0,38.0,19.0,19.0,60.0,98.0,105.0,2.0
Ricardo Rodríguez,ZG,29.0,35,30,2.67,29.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.9,24.0,49.0,133.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,1.0,8.0,54.0,33.0,30.0,17.0,7.0,28.0,42.0,667.0,14.0,30.0,15.0,15.0,38.0,92.0,61.0,0.0
Nikola Vlašić,"LT,AT",24.0,34,29,2.728,30.3,5.0,6.0,11.0,5.0,0.0,0.0,1.0,0.0,4.3,4.3,4.1,84.0,85.0,106.0,210.0,16.0,20.0,36.0,16.0,36.0,14.0,14.0,28.0,14.0,28.0,32.0,21.0,9.0,16.0,7.0,15.0,34.0,441.0,19.0,25.0,2.0,23.0,10.0,42.0,14.0,0.0
Antonio Sanabria,AT,26.0,33,28,2.433,27.0,12.0,4.0,16.0,11.0,1.0,1.0,4.0,0.0,9.3,8.5,3.0,115.0,17.0,46.0,139.0,44.0,15.0,59.0,41.0,55.0,34.0,11.0,45.0,32.0,42.0,11.0,5.0,3.0,3.0,5.0,1.0,7.0,143.0,6.0,9.0,2.0,7.0,4.0,15.0,7.0,0.0
Perr Schuurs,ZG,22.0,30,28,2.326,25.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,0.9,18.0,14.0,56.0,2.0,0.0,8.0,8.0,0.0,8.0,4.0,3.0,7.0,4.0,7.0,51.0,25.0,29.0,17.0,5.0,14.0,26.0,538.0,12.0,28.0,16.0,12.0,28.0,79.0,102.0,0.0
Koffi Djidji,ZG,29.0,34,26,2.424,26.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.1,11.0,11.0,83.0,13.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,50.0,25.0,32.0,17.0,1.0,18.0,32.0,563.0,14.0,29.0,14.0,15.0,34.0,84.0,72.0,0.0
Aleksei Miranchuk,LT,26.0,29,24,2.089,23.2,4.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,2.9,2.9,4.2,71.0,47.0,99.0,105.0,17.0,22.0,39.0,17.0,39.0,12.0,18.0,30.0,12.0,30.0,11.0,5.0,3.0,4.0,4.0,3.0,11.0,273.0,8.0,11.0,0.0,11.0,2.0,13.0,5.0,0.0
Wilfried Singo,ZG,21.0,31,24,2.046,22.7,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,2.7,2.7,1.9,46.0,54.0,67.0,93.0,9.0,4.0,13.0,9.0,13.0,12.0,8.0,20.0,12.0,20.0,27.0,17.0,14.0,10.0,3.0,12.0,19.0,632.0,7.0,15.0,2.0,13.0,12.0,39.0,33.0,1.0
Samuele Ricci,LT,20.0,28,23,2.07,23.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.7,1.7,1.8,35.0,43.0,104.0,31.0,9.0,4.0,13.0,9.0,13.0,7.0,8.0,15.0,7.0,15.0,32.0,21.0,17.0,10.0,5.0,18.0,23.0,783.0,5.0,20.0,5.0,15.0,17.0,49.0,29.0,1.0
Karol Linetty,LT,27.0,32,22,1.886,21.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,0.9,19.0,27.0,73.0,32.0,5.0,0.0,5.0,5.0,5.0,5.0,4.0,9.0,5.0,9.0,32.0,17.0,7.0,22.0,3.0,13.0,25.0,520.0,12.0,28.0,8.0,20.0,19.0,51.0,25.0,0.0
Mërgim Vojvoda,ZG,27.0,29,18,1.719,19.1,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,3.7,53.0,30.0,125.0,81.0,0.0,26.0,26.0,0.0,26.0,8.0,19.0,27.0,8.0,27.0,22.0,12.0,15.0,6.0,1.0,12.0,24.0,500.0,12.0,14.0,2.0,12.0,10.0,32.0,31.0,1.0
