Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Danilo,"ZG,LT",29.0,34,32,2.916,32.4,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,1.9,1.9,3.2,51.0,59.0,240.0,55.0,3.0,12.0,15.0,3.0,15.0,6.0,10.0,16.0,6.0,16.0,62.0,31.0,37.0,16.0,9.0,35.0,66.0,530.0,31.0,32.0,12.0,20.0,66.0,128.0,68.0,2.0
Cristiano Ronaldo,AT,35.0,33,31,2.802,31.1,29.0,2.0,31.0,23.0,6.0,8.0,3.0,0.0,27.7,21.4,3.8,252.0,154.0,117.0,277.0,93.0,6.0,100.0,74.0,80.0,89.0,12.0,101.0,69.0,81.0,6.0,3.0,1.0,3.0,2.0,3.0,15.0,200.0,12.0,11.0,3.0,8.0,5.0,11.0,15.0,1.0
Wojciech Szczęsny,G,30.0,30,30,2.677,29.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,2.0,3.0,3.0,5.0,1.0
Federico Chiesa,"LT,ZG",22.0,30,28,2.21,24.6,8.0,8.0,16.0,8.0,0.0,0.0,3.0,1.0,6.1,6.1,7.8,139.0,92.0,79.0,179.0,33.0,33.0,65.0,33.0,65.0,25.0,32.0,57.0,25.0,57.0,47.0,26.0,21.0,14.0,12.0,19.0,50.0,380.0,31.0,23.0,1.0,22.0,12.0,59.0,16.0,0.0
Rodrigo Bentancur,LT,23.0,33,27,2.324,25.8,0.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0,0.6,0.6,2.3,29.0,35.0,173.0,25.0,0.0,15.0,15.0,0.0,15.0,2.0,9.0,11.0,2.0,11.0,63.0,33.0,21.0,37.0,5.0,20.0,59.0,339.0,39.0,35.0,12.0,23.0,47.0,110.0,46.0,1.0
Juan Cuadrado,"ZG,LT",32.0,30,26,2.175,24.2,2.0,10.0,12.0,1.0,1.0,1.0,9.0,1.0,2.3,1.5,8.2,97.0,93.0,132.0,217.0,8.0,41.0,50.0,4.0,46.0,10.0,34.0,43.0,6.0,40.0,43.0,25.0,22.0,15.0,6.0,29.0,60.0,483.0,31.0,16.0,2.0,14.0,43.0,86.0,22.0,2.0
Adrien Rabiot,LT,25.0,34,25,2.313,25.7,4.0,2.0,6.0,4.0,0.0,0.0,7.0,1.0,2.7,2.7,1.1,38.0,69.0,122.0,71.0,16.0,8.0,23.0,16.0,23.0,11.0,4.0,15.0,11.0,15.0,72.0,42.0,24.0,41.0,7.0,28.0,60.0,467.0,32.0,32.0,11.0,21.0,43.0,115.0,29.0,1.0
Matthijs de Ligt,ZG,20.0,27,25,2.22,24.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,0.9,22.0,16.0,93.0,6.0,4.0,4.0,8.0,4.0,8.0,5.0,4.0,9.0,5.0,9.0,37.0,19.0,20.0,16.0,1.0,18.0,28.0,643.0,10.0,42.0,21.0,21.0,31.0,68.0,64.0,0.0
Leonardo Bonucci,ZG,33.0,26,23,2.028,22.5,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.5,2.5,0.4,30.0,6.0,89.0,4.0,9.0,0.0,9.0,9.0,9.0,11.0,2.0,13.0,11.0,13.0,19.0,14.0,10.0,8.0,1.0,6.0,14.0,429.0,8.0,24.0,13.0,11.0,33.0,52.0,67.0,0.0
Álvaro Morata,AT,27.0,32,23,2.014,22.4,11.0,9.0,20.0,10.0,1.0,1.0,3.0,1.0,10.7,9.9,5.1,150.0,55.0,56.0,159.0,49.0,40.0,89.0,45.0,85.0,48.0,23.0,70.0,44.0,67.0,17.0,12.0,2.0,10.0,5.0,4.0,28.0,143.0,24.0,22.0,2.0,20.0,5.0,22.0,21.0,0.0
