Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Leandro Chichizola,G,33.0,37,36,3.252,36.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.6,6.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,17.0,5.0
Enrico Del Prato,ZG,23.0,35,32,2.95,32.8,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,1.2,1.2,2.2,34.0,24.0,178.0,52.0,6.0,9.0,15.0,6.0,15.0,4.0,7.0,10.0,4.0,10.0,37.0,23.0,22.0,10.0,5.0,21.0,28.0,750.0,7.0,38.0,19.0,19.0,41.0,78.0,95.0,0.0
Dennis Man,AT,24.0,32,29,2.338,26.0,11.0,6.0,17.0,9.0,2.0,3.0,2.0,0.0,11.0,8.6,5.3,139.0,111.0,142.0,272.0,42.0,23.0,65.0,35.0,58.0,42.0,21.0,63.0,33.0,54.0,23.0,12.0,6.0,10.0,7.0,10.0,26.0,385.0,16.0,18.0,0.0,18.0,17.0,40.0,13.0,0.0
Adrian Bernabe,LT,22.0,35,28,2.588,28.8,8.0,3.0,11.0,8.0,0.0,0.0,6.0,0.0,4.0,4.0,3.5,75.0,60.0,272.0,114.0,28.0,10.0,38.0,28.0,38.0,14.0,12.0,26.0,14.0,26.0,56.0,29.0,18.0,27.0,11.0,25.0,44.0,568.0,19.0,24.0,3.0,21.0,21.0,77.0,18.0,1.0
Alessandro Circati,ZG,19.0,29,28,2.527,28.1,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.9,0.9,0.0,9.0,6.0,66.0,4.0,4.0,0.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,3.0,25.0,13.0,15.0,8.0,2.0,15.0,22.0,682.0,7.0,34.0,26.0,8.0,25.0,50.0,98.0,1.0
Ange-Yoan Bonny,AT,19.0,35,28,1.99,22.1,5.0,7.0,12.0,4.0,1.0,1.0,5.0,0.0,4.6,3.8,4.2,80.0,58.0,64.0,206.0,23.0,32.0,54.0,18.0,50.0,21.0,19.0,40.0,17.0,36.0,28.0,13.0,7.0,10.0,11.0,12.0,20.0,600.0,8.0,12.0,0.0,12.0,5.0,33.0,5.0,0.0
Nahuel Estévez,LT,27.0,32,25,2.303,25.6,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,1.1,1.0,2.0,30.0,8.0,130.0,21.0,12.0,4.0,16.0,12.0,16.0,4.0,8.0,12.0,4.0,12.0,42.0,23.0,19.0,20.0,3.0,22.0,44.0,500.0,22.0,20.0,7.0,13.0,48.0,90.0,58.0,1.0
Hernani,LT,29.0,36,25,2.195,24.4,3.0,3.0,6.0,3.0,0.0,0.0,5.0,1.0,1.5,1.5,2.3,38.0,41.0,104.0,76.0,12.0,12.0,25.0,12.0,25.0,6.0,9.0,16.0,6.0,16.0,57.0,36.0,16.0,31.0,10.0,28.0,67.0,418.0,39.0,37.0,7.0,30.0,37.0,94.0,31.0,1.0
Adrian Benedyczak,AT,22.0,31,23,1.828,20.3,10.0,3.0,13.0,4.0,6.0,7.0,4.0,0.0,10.8,5.3,1.6,69.0,25.0,50.0,144.0,49.0,15.0,64.0,20.0,34.0,53.0,8.0,61.0,26.0,34.0,17.0,11.0,2.0,10.0,5.0,8.0,18.0,444.0,10.0,19.0,0.0,19.0,15.0,32.0,23.0,0.0
Yordan Osorio,ZG,29.0,24,21,1.951,21.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,2.0,4.0,52.0,4.0,0.0,5.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,14.0,6.0,9.0,5.0,0.0,4.0,6.0,667.0,2.0,28.0,26.0,2.0,29.0,43.0,83.0,0.0
