Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Rui Patrício,G,33.0,38,38,3.42,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,3.0
Tammy Abraham,AT,23.0,37,36,3.084,34.3,17.0,4.0,21.0,14.0,3.0,3.0,9.0,0.0,20.7,18.4,4.8,232.0,41.0,70.0,199.0,50.0,12.0,61.0,41.0,53.0,60.0,14.0,74.0,54.0,68.0,27.0,13.0,7.0,14.0,6.0,9.0,22.0,409.0,13.0,17.0,3.0,14.0,5.0,32.0,27.0,0.0
Gianluca Mancini,ZG,25.0,33,33,2.878,32.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,2.4,2.3,0.3,26.0,30.0,137.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,7.0,8.0,41.0,25.0,22.0,18.0,1.0,18.0,33.0,545.0,15.0,38.0,19.0,19.0,39.0,80.0,69.0,0.0
Roger Ibanez,ZG,22.0,34,32,2.889,32.1,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,2.0,2.0,0.5,25.0,33.0,116.0,15.0,9.0,0.0,9.0,9.0,9.0,6.0,2.0,8.0,6.0,8.0,54.0,32.0,31.0,19.0,4.0,26.0,43.0,605.0,17.0,26.0,7.0,19.0,62.0,116.0,104.0,2.0
Rick Karsdorp,"ZG,AT",26.0,36,32,2.883,32.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,1.0,0.1,0.1,4.8,49.0,46.0,150.0,210.0,0.0,6.0,6.0,0.0,6.0,0.0,15.0,15.0,0.0,15.0,53.0,38.0,33.0,13.0,7.0,28.0,50.0,560.0,22.0,22.0,5.0,17.0,34.0,87.0,26.0,1.0
Bryan Cristante,LT,26.0,34,29,2.678,29.8,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,2.2,2.2,2.6,48.0,31.0,231.0,24.0,7.0,0.0,7.0,7.0,7.0,8.0,9.0,16.0,8.0,16.0,79.0,39.0,31.0,39.0,9.0,37.0,69.0,536.0,32.0,31.0,5.0,26.0,40.0,119.0,45.0,0.0
Henrikh Mkhitaryan,"LT,AT",32.0,31,29,2.495,27.7,5.0,6.0,11.0,5.0,0.0,0.0,4.0,1.0,3.9,3.9,5.1,90.0,81.0,149.0,139.0,18.0,22.0,40.0,18.0,40.0,14.0,18.0,33.0,14.0,33.0,45.0,29.0,11.0,27.0,7.0,17.0,52.0,327.0,35.0,33.0,2.0,31.0,22.0,67.0,33.0,0.0
Lorenzo Pellegrini,LT,25.0,28,27,2.289,25.4,9.0,3.0,12.0,7.0,2.0,3.0,8.0,1.0,8.9,6.4,7.0,134.0,76.0,136.0,181.0,35.0,12.0,47.0,28.0,39.0,35.0,28.0,63.0,25.0,53.0,35.0,14.0,10.0,17.0,8.0,16.0,60.0,267.0,44.0,29.0,1.0,28.0,27.0,62.0,20.0,0.0
Jordan Veretout,LT,28.0,36,26,2.319,25.8,4.0,8.0,12.0,3.0,1.0,2.0,6.0,0.0,4.6,3.1,5.4,85.0,49.0,164.0,70.0,16.0,31.0,47.0,12.0,43.0,18.0,21.0,39.0,12.0,33.0,34.0,25.0,20.0,12.0,2.0,15.0,39.0,385.0,24.0,12.0,1.0,11.0,27.0,61.0,22.0,1.0
Chris Smalling,ZG,31.0,27,23,2.091,23.2,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.4,2.4,0.4,28.0,4.0,39.0,5.0,13.0,0.0,13.0,13.0,13.0,10.0,2.0,12.0,10.0,12.0,36.0,23.0,28.0,8.0,0.0,18.0,25.0,720.0,7.0,32.0,24.0,8.0,26.0,62.0,92.0,1.0
