Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Gianluca Busio,LT,21.0,37,36,2.936,32.6,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,5.7,5.7,4.7,103.0,78.0,164.0,128.0,21.0,12.0,34.0,21.0,34.0,17.0,14.0,32.0,17.0,32.0,59.0,37.0,31.0,20.0,8.0,27.0,59.0,458.0,32.0,46.0,10.0,36.0,24.0,83.0,65.0,1.0
Tanner Tessmann,LT,21.0,37,35,3.145,34.9,6.0,3.0,9.0,6.0,0.0,0.0,7.0,0.0,4.0,4.0,4.1,81.0,60.0,242.0,60.0,17.0,9.0,26.0,17.0,26.0,11.0,12.0,23.0,11.0,23.0,42.0,26.0,11.0,22.0,9.0,20.0,39.0,513.0,19.0,38.0,20.0,18.0,33.0,75.0,63.0,0.0
Antonio Candela,ZG,23.0,36,35,2.977,33.1,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,1.8,1.8,5.7,75.0,99.0,125.0,207.0,0.0,9.0,9.0,0.0,9.0,5.0,17.0,23.0,5.0,23.0,56.0,43.0,29.0,15.0,12.0,23.0,40.0,575.0,17.0,32.0,10.0,22.0,21.0,77.0,47.0,2.0
Joel Pohjanpalo,AT,28.0,33,32,2.702,30.0,22.0,4.0,26.0,18.0,4.0,5.0,2.0,0.0,16.9,12.9,2.1,150.0,20.0,62.0,112.0,73.0,13.0,87.0,60.0,73.0,56.0,7.0,63.0,43.0,50.0,11.0,6.0,2.0,7.0,2.0,4.0,9.0,444.0,5.0,16.0,4.0,12.0,3.0,14.0,27.0,0.0
Jesse Joronen,G,30.0,29,29,2.61,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0
Marin Šverko,ZG,25.0,33,29,2.479,27.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.5,0.5,0.7,12.0,30.0,129.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,4.0,41.0,28.0,21.0,14.0,6.0,24.0,31.0,774.0,7.0,31.0,19.0,12.0,32.0,73.0,100.0,1.0
Francesco Zampano,ZG,29.0,35,28,2.508,27.9,1.0,4.0,5.0,1.0,0.0,0.0,7.0,1.0,2.4,2.4,3.2,56.0,83.0,97.0,166.0,4.0,14.0,18.0,4.0,18.0,9.0,11.0,20.0,9.0,20.0,41.0,26.0,32.0,7.0,2.0,23.0,44.0,523.0,21.0,35.0,9.0,26.0,19.0,60.0,42.0,1.0
Giorgio Altare,ZG,24.0,32,25,2.257,25.1,4.0,3.0,7.0,4.0,0.0,0.0,7.0,1.0,2.4,2.4,1.1,35.0,18.0,88.0,21.0,16.0,12.0,28.0,16.0,28.0,9.0,5.0,14.0,9.0,14.0,53.0,36.0,36.0,14.0,3.0,25.0,44.0,568.0,19.0,39.0,23.0,16.0,52.0,105.0,102.0,1.0
Nicholas Pierini,"AT,LT",24.0,38,25,2.114,23.5,5.0,5.0,10.0,5.0,0.0,0.0,1.0,0.0,4.2,4.2,5.7,99.0,49.0,75.0,166.0,21.0,21.0,43.0,21.0,43.0,18.0,24.0,42.0,18.0,42.0,13.0,4.0,5.0,4.0,4.0,7.0,14.0,500.0,7.0,17.0,3.0,14.0,3.0,16.0,15.0,1.0
Jay Idzes,ZG,23.0,25,23,2.096,23.3,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,0.1,17.0,9.0,96.0,20.0,13.0,0.0,13.0,13.0,13.0,7.0,0.0,7.0,7.0,7.0,44.0,27.0,25.0,12.0,7.0,21.0,30.0,700.0,9.0,39.0,20.0,19.0,23.0,67.0,89.0,0.0
