Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Joel Pohjanpalo,AT,27.0,37,35,2.886,32.1,19.0,7.0,26.0,16.0,3.0,4.0,2.0,0.0,16.7,13.5,4.2,177.0,24.0,52.0,149.0,59.0,22.0,81.0,50.0,72.0,52.0,13.0,65.0,42.0,55.0,9.0,6.0,2.0,5.0,2.0,4.0,8.0,500.0,4.0,13.0,8.0,5.0,3.0,12.0,31.0,0.0
Jesse Joronen,G,29.0,34,34,3.049,33.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,333.0,2.0,1.0,0.0,1.0,0.0,1.0,18.0,0.0
Francesco Zampano,ZG,28.0,33,32,2.797,31.1,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,5.4,64.0,113.0,133.0,217.0,3.0,10.0,13.0,3.0,13.0,3.0,17.0,21.0,3.0,21.0,50.0,31.0,36.0,11.0,3.0,20.0,40.0,500.0,20.0,39.0,6.0,33.0,29.0,79.0,45.0,2.0
Tanner Tessmann,LT,20.0,32,27,2.436,27.1,3.0,2.0,5.0,3.0,0.0,0.0,7.0,1.0,2.5,2.5,2.3,48.0,33.0,146.0,61.0,11.0,7.0,18.0,11.0,18.0,9.0,9.0,18.0,9.0,18.0,53.0,25.0,21.0,24.0,8.0,26.0,48.0,542.0,22.0,23.0,5.0,18.0,22.0,75.0,51.0,1.0
Antonio Candela,ZG,22.0,29,25,2.037,22.6,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.4,1.4,2.3,36.0,64.0,60.0,169.0,9.0,13.0,22.0,9.0,22.0,6.0,10.0,16.0,6.0,16.0,30.0,18.0,17.0,7.0,6.0,8.0,23.0,348.0,15.0,28.0,3.0,25.0,8.0,38.0,39.0,0.0
Luca Ceppitelli,ZG,32.0,22,21,1.779,19.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.6,1.6,0.7,24.0,9.0,71.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,8.0,12.0,31.0,18.0,17.0,13.0,1.0,12.0,21.0,571.0,9.0,23.0,9.0,14.0,39.0,70.0,94.0,1.0
Pietro Ceccaroni,ZG,26.0,20,20,1.785,19.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.4,18.0,44.0,121.0,19.0,5.0,0.0,5.0,5.0,5.0,7.0,2.0,9.0,7.0,9.0,24.0,10.0,16.0,5.0,3.0,14.0,20.0,700.0,6.0,23.0,16.0,7.0,19.0,43.0,75.0,0.0
Dennis Johnsen,"AT,ZG",24.0,33,19,1.757,19.5,3.0,5.0,8.0,3.0,0.0,0.0,4.0,0.0,3.8,3.8,4.8,87.0,51.0,59.0,167.0,15.0,26.0,41.0,15.0,41.0,20.0,25.0,44.0,20.0,44.0,16.0,8.0,8.0,4.0,4.0,6.0,22.0,273.0,16.0,20.0,4.0,16.0,7.0,23.0,5.0,0.0
Przemysław Wiśniewski,ZG,24.0,19,18,1.621,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,5.0,16.0,74.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,28.0,23.0,20.0,6.0,2.0,20.0,28.0,714.0,8.0,30.0,12.0,18.0,31.0,59.0,70.0,0.0
Michael Svoboda,ZG,23.0,21,17,1.67,18.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.4,8.0,24.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,35.0,17.0,26.0,8.0,1.0,24.0,35.0,686.0,11.0,30.0,15.0,15.0,37.0,72.0,73.0,1.0
Andrea Carboni,ZG,21.0,16,16,1.353,15.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.8,1.8,0.3,21.0,16.0,81.0,17.0,20.0,7.0,27.0,20.0,27.0,12.0,2.0,14.0,12.0,14.0,41.0,21.0,27.0,11.0,3.0,15.0,26.0,577.0,11.0,21.0,10.0,11.0,21.0,62.0,58.0,0.0
Magnus Kofod Andersen,LT,23.0,26,15,1.174,13.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.7,28.0,16.0,61.0,31.0,0.0,31.0,31.0,0.0,31.0,8.0,13.0,21.0,8.0,21.0,30.0,20.0,17.0,7.0,6.0,18.0,30.0,600.0,12.0,9.0,3.0,6.0,13.0,43.0,18.0,0.0
Ridgeciano Haps,ZG,29.0,19,14,1.245,13.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.8,0.8,0.8,16.0,34.0,57.0,102.0,7.0,0.0,7.0,7.0,7.0,6.0,6.0,12.0,6.0,12.0,17.0,11.0,6.0,8.0,3.0,11.0,16.0,688.0,5.0,9.0,2.0,7.0,21.0,38.0,19.0,0.0
Mikael Ellertsson,LT,20.0,16,14,1.047,11.6,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.2,2.2,0.8,30.0,21.0,39.0,38.0,17.0,9.0,26.0,17.0,26.0,19.0,7.0,26.0,19.0,26.0,20.0,12.0,3.0,14.0,3.0,8.0,22.0,364.0,14.0,22.0,5.0,17.0,7.0,27.0,11.0,0.0
Gianluca Busio,LT,20.0,28,13,1.368,15.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.5,14.0,26.0,74.0,34.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,9.0,6.0,9.0,34.0,18.0,19.0,11.0,4.0,14.0,34.0,412.0,20.0,29.0,7.0,22.0,17.0,51.0,24.0,0.0
Domen Črnigoj,LT,26.0,18,13,1.097,12.2,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,0.8,31.0,26.0,64.0,96.0,25.0,8.0,33.0,25.0,33.0,18.0,7.0,25.0,18.0,25.0,15.0,8.0,5.0,7.0,3.0,8.0,13.0,615.0,5.0,16.0,0.0,16.0,11.0,26.0,9.0,0.0
Nicholas Pierini,"AT,ZG",23.0,35,12,1.196,13.3,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.6,2.6,1.5,41.0,15.0,56.0,95.0,30.0,0.0,30.0,30.0,30.0,19.0,12.0,31.0,19.0,31.0,23.0,13.0,8.0,9.0,6.0,11.0,21.0,524.0,10.0,11.0,1.0,10.0,7.0,30.0,9.0,0.0
