Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Rodrigo De Paul,LT,26.0,36,36,3.201,35.6,9.0,9.0,18.0,6.0,3.0,3.0,5.0,2.0,6.2,3.8,11.2,151.0,167.0,308.0,135.0,25.0,25.0,51.0,17.0,42.0,17.0,32.0,49.0,11.0,42.0,41.0,24.0,17.0,22.0,2.0,15.0,60.0,250.0,45.0,32.0,1.0,31.0,17.0,58.0,20.0,1.0
Juan Musso,G,26.0,35,35,3.147,35.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0
Roberto Pereyra,"LT,AT",29.0,34,34,2.925,32.5,5.0,7.0,12.0,4.0,1.0,1.0,8.0,0.0,4.0,3.2,4.0,72.0,106.0,134.0,193.0,15.0,22.0,37.0,12.0,34.0,12.0,12.0,24.0,10.0,22.0,18.0,11.0,7.0,8.0,3.0,7.0,23.0,304.0,16.0,24.0,5.0,19.0,27.0,45.0,24.0,0.0
Rodrigo Becão,ZG,24.0,35,32,2.78,30.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.3,17.0,22.0,98.0,22.0,3.0,0.0,3.0,3.0,3.0,4.0,1.0,5.0,4.0,5.0,59.0,33.0,36.0,20.0,3.0,27.0,49.0,551.0,22.0,48.0,27.0,21.0,68.0,127.0,94.0,2.0
Jens Stryger Larsen,ZG,29.0,33,30,2.638,29.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3,43.0,43.0,107.0,113.0,7.0,0.0,7.0,7.0,7.0,10.0,4.0,15.0,10.0,15.0,17.0,11.0,14.0,3.0,0.0,8.0,25.0,320.0,17.0,26.0,11.0,15.0,24.0,41.0,65.0,0.0
Kevin Bonifazi,ZG,24.0,30,28,2.469,27.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,0.2,16.0,15.0,58.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,5.0,6.0,32.0,21.0,24.0,6.0,2.0,8.0,23.0,348.0,15.0,33.0,20.0,13.0,50.0,82.0,85.0,1.0
Tolgay Arslan,LT,29.0,30,25,1.818,20.2,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.9,0.9,0.4,13.0,48.0,80.0,37.0,15.0,0.0,15.0,15.0,15.0,4.0,2.0,7.0,4.0,7.0,52.0,32.0,24.0,24.0,4.0,25.0,54.0,463.0,29.0,22.0,2.0,20.0,22.0,74.0,15.0,1.0
Samir Santos,ZG,25.0,30,24,2.216,24.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,0.6,20.0,24.0,88.0,23.0,4.0,0.0,4.0,4.0,4.0,5.0,3.0,8.0,5.0,8.0,40.0,23.0,26.0,12.0,2.0,13.0,29.0,448.0,16.0,33.0,17.0,16.0,58.0,98.0,60.0,1.0
Walace,LT,25.0,30,23,2.055,22.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.3,10.0,17.0,95.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,50.0,23.0,28.0,19.0,3.0,21.0,60.0,350.0,39.0,36.0,3.0,33.0,34.0,84.0,23.0,0.0
Marvin Zeegelaar,ZG,29.0,24,23,1.74,19.3,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.6,1.6,0.9,25.0,35.0,70.0,88.0,5.0,0.0,5.0,5.0,5.0,8.0,5.0,13.0,8.0,13.0,40.0,18.0,23.0,16.0,1.0,20.0,39.0,513.0,19.0,21.0,9.0,12.0,24.0,64.0,43.0,0.0
Bram Nuytinck,ZG,30.0,20,19,1.641,18.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,5.0,14.0,54.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,3.0,21.0,15.0,10.0,9.0,2.0,13.0,20.0,650.0,7.0,30.0,17.0,13.0,25.0,46.0,77.0,0.0
Nahuel Molina,ZG,22.0,29,18,1.828,20.3,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,2.6,40.0,34.0,70.0,156.0,10.0,25.0,34.0,10.0,34.0,7.0,13.0,20.0,7.0,20.0,27.0,18.0,13.0,10.0,4.0,16.0,42.0,381.0,26.0,26.0,4.0,22.0,21.0,48.0,49.0,1.0
Stefano Okaka,AT,30.0,22,17,1.489,16.5,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,0.6,45.0,15.0,22.0,110.0,24.0,6.0,30.0,24.0,30.0,23.0,4.0,27.0,23.0,27.0,10.0,7.0,2.0,5.0,3.0,2.0,10.0,200.0,8.0,7.0,1.0,6.0,2.0,12.0,19.0,0.0
Kevin Lasagna,AT,27.0,17,12,1.103,12.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,7.4,7.4,1.0,84.0,20.0,23.0,79.0,16.0,8.0,24.0,16.0,24.0,60.0,8.0,68.0,60.0,68.0,6.0,1.0,2.0,3.0,1.0,3.0,14.0,214.0,11.0,11.0,0.0,11.0,6.0,12.0,7.0,0.0
Sebastien De Maio,ZG,33.0,15,9,853.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,4.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,15.0,10.0,6.0,9.0,0.0,4.0,5.0,800.0,1.0,16.0,9.0,7.0,18.0,33.0,41.0,0.0
Ignacio Pussetto,AT,24.0,11,9,754.0,8.4,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.5,2.5,0.9,34.0,25.0,18.0,62.0,36.0,12.0,48.0,36.0,48.0,30.0,11.0,41.0,30.0,41.0,16.0,8.0,5.0,6.0,5.0,6.0,17.0,353.0,11.0,14.0,0.0,14.0,13.0,29.0,6.0,0.0
Fernando Llorente,AT,35.0,14,8,713.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,0.5,23.0,1.0,11.0,38.0,13.0,0.0,13.0,13.0,13.0,23.0,7.0,30.0,23.0,30.0,4.0,1.0,2.0,2.0,0.0,2.0,5.0,400.0,3.0,3.0,0.0,3.0,2.0,6.0,17.0,0.0
Gerard Deulofeu,"AT,LT",26.0,13,7,598.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,1.1,25.0,34.0,27.0,73.0,15.0,15.0,30.0,15.0,30.0,21.0,17.0,38.0,21.0,38.0,2.0,2.0,1.0,1.0,0.0,2.0,12.0,167.0,10.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0
Jean-Victor Makengo,LT,22.0,17,5,522.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,2.0,10.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,8.0,7.0,5.0,3.0,0.0,3.0,13.0,231.0,10.0,7.0,1.0,6.0,5.0,13.0,7.0,0.0
Ilija Nestorovski,"AT,LT",30.0,22,4,701.0,7.8,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,4.7,4.7,1.3,60.0,2.0,13.0,44.0,26.0,26.0,51.0,26.0,51.0,60.0,17.0,76.0,60.0,76.0,6.0,4.0,2.0,3.0,1.0,2.0,13.0,154.0,11.0,5.0,0.0,5.0,1.0,7.0,7.0,0.0
