Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Wojciech Szczęsny,G,31.0,33,33,2.97,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,500.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0
Matthijs de Ligt,ZG,21.0,31,29,2.674,29.7,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,1.6,1.6,1.0,26.0,18.0,68.0,6.0,10.0,3.0,13.0,10.0,13.0,5.0,3.0,9.0,5.0,9.0,34.0,19.0,21.0,13.0,0.0,15.0,18.0,833.0,3.0,31.0,21.0,10.0,26.0,60.0,103.0,0.0
Juan Cuadrado,"ZG,LT",33.0,33,28,2.487,27.6,4.0,3.0,7.0,4.0,0.0,0.0,9.0,0.0,1.7,1.7,5.1,67.0,93.0,169.0,175.0,14.0,11.0,25.0,14.0,25.0,6.0,18.0,24.0,6.0,24.0,48.0,23.0,30.0,13.0,5.0,30.0,55.0,545.0,25.0,23.0,5.0,18.0,29.0,77.0,34.0,0.0
Adrien Rabiot,LT,26.0,32,28,2.285,25.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,2.1,2.1,1.8,39.0,65.0,99.0,82.0,0.0,8.0,8.0,0.0,8.0,8.0,7.0,15.0,8.0,15.0,64.0,43.0,32.0,24.0,8.0,15.0,34.0,441.0,19.0,34.0,8.0,26.0,20.0,84.0,41.0,1.0
Álvaro Morata,AT,28.0,35,26,2.302,25.6,9.0,4.0,13.0,8.0,1.0,1.0,5.0,0.0,8.8,8.1,6.6,146.0,65.0,54.0,154.0,35.0,16.0,51.0,31.0,47.0,35.0,26.0,60.0,32.0,57.0,18.0,9.0,4.0,9.0,5.0,8.0,31.0,258.0,23.0,26.0,1.0,25.0,5.0,23.0,24.0,0.0
Paulo Dybala,"AT,LT",27.0,29,26,2.061,22.9,10.0,5.0,15.0,9.0,1.0,2.0,3.0,0.0,7.6,6.0,4.5,105.0,50.0,103.0,155.0,44.0,22.0,66.0,39.0,61.0,33.0,20.0,53.0,26.0,46.0,30.0,13.0,7.0,14.0,9.0,8.0,35.0,229.0,27.0,19.0,0.0,19.0,9.0,39.0,4.0,3.0
Manuel Locatelli,LT,23.0,31,23,2.16,24.0,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,2.2,2.2,1.3,35.0,15.0,147.0,32.0,12.0,12.0,25.0,12.0,25.0,9.0,6.0,15.0,9.0,15.0,44.0,25.0,21.0,16.0,7.0,21.0,47.0,447.0,26.0,43.0,21.0,22.0,22.0,66.0,33.0,0.0
Leonardo Bonucci,ZG,34.0,24,22,2.005,22.3,5.0,0.0,5.0,2.0,3.0,3.0,1.0,0.0,4.7,2.3,0.7,31.0,2.0,66.0,0.0,22.0,0.0,22.0,9.0,9.0,21.0,3.0,24.0,11.0,14.0,14.0,5.0,4.0,10.0,0.0,8.0,13.0,615.0,5.0,22.0,17.0,5.0,26.0,40.0,82.0,0.0
Danilo,"ZG,LT",30.0,22,22,1.893,21.0,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,1.1,17.0,25.0,115.0,30.0,5.0,10.0,14.0,5.0,14.0,3.0,5.0,8.0,3.0,8.0,37.0,26.0,20.0,13.0,4.0,18.0,28.0,643.0,10.0,21.0,12.0,9.0,32.0,69.0,53.0,1.0
Alex Sandro,ZG,30.0,28,17,1.78,19.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,1.3,22.0,68.0,80.0,86.0,0.0,5.0,5.0,0.0,5.0,4.0,7.0,11.0,4.0,11.0,27.0,16.0,15.0,9.0,3.0,11.0,25.0,440.0,14.0,17.0,6.0,11.0,27.0,54.0,40.0,0.0
Federico Bernardeschi,"LT,AT",27.0,28,16,1.475,16.4,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,1.9,34.0,40.0,73.0,111.0,6.0,18.0,24.0,6.0,24.0,9.0,12.0,21.0,9.0,21.0,16.0,10.0,7.0,4.0,5.0,6.0,13.0,462.0,7.0,12.0,4.0,8.0,5.0,21.0,15.0,0.0
Giorgio Chiellini,ZG,36.0,21,16,1.354,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,11.0,21.0,74.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,5.0,7.0,22.0,13.0,17.0,4.0,1.0,7.0,13.0,538.0,6.0,24.0,18.0,6.0,22.0,44.0,59.0,0.0
Weston McKennie,LT,22.0,21,15,1.369,15.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.1,2.1,1.2,33.0,30.0,51.0,75.0,20.0,0.0,20.0,20.0,20.0,14.0,8.0,22.0,14.0,22.0,20.0,11.0,11.0,7.0,2.0,8.0,26.0,308.0,18.0,17.0,8.0,9.0,23.0,43.0,20.0,0.0
Luca Pellegrini,ZG,22.0,18,15,1.107,12.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,1.7,20.0,21.0,35.0,41.0,0.0,8.0,8.0,0.0,8.0,2.0,14.0,16.0,2.0,16.0,23.0,10.0,13.0,5.0,5.0,12.0,19.0,632.0,7.0,9.0,1.0,8.0,5.0,28.0,23.0,0.0
Mattia De Sciglio,ZG,28.0,20,13,1.168,13.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.2,0.2,2.6,28.0,36.0,40.0,70.0,8.0,15.0,23.0,8.0,23.0,1.0,20.0,22.0,1.0,22.0,24.0,12.0,7.0,9.0,8.0,11.0,24.0,458.0,13.0,10.0,0.0,10.0,10.0,34.0,30.0,0.0
Rodrigo Bentancur,LT,24.0,19,13,1.155,12.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.9,16.0,22.0,79.0,32.0,0.0,8.0,8.0,0.0,8.0,6.0,7.0,12.0,6.0,12.0,32.0,18.0,11.0,18.0,3.0,7.0,20.0,350.0,13.0,15.0,2.0,13.0,26.0,58.0,15.0,1.0
Moise Kean,AT,21.0,32,12,1.098,12.2,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,4.9,4.9,0.2,51.0,20.0,10.0,77.0,41.0,16.0,57.0,41.0,57.0,40.0,2.0,42.0,40.0,42.0,9.0,4.0,2.0,5.0,2.0,6.0,16.0,375.0,10.0,5.0,0.0,5.0,3.0,12.0,8.0,1.0
Dušan Vlahović,AT,21.0,15,12,1.076,12.0,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,5.2,5.2,1.1,63.0,15.0,16.0,113.0,59.0,8.0,67.0,59.0,67.0,44.0,9.0,53.0,44.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0
