Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Elias Cobbaut,ZG,23.0,35,35,3.149,35.0,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,1.5,28.0,40.0,110.0,24.0,6.0,9.0,14.0,6.0,14.0,4.0,4.0,8.0,4.0,8.0,43.0,24.0,32.0,9.0,2.0,19.0,32.0,594.0,13.0,41.0,16.0,25.0,38.0,81.0,133.0,1.0
Franco Vázquez,LT,32.0,34,34,2.95,32.8,14.0,4.0,18.0,14.0,0.0,0.0,9.0,2.0,7.0,7.0,7.5,145.0,125.0,240.0,201.0,43.0,12.0,55.0,43.0,55.0,21.0,23.0,44.0,21.0,44.0,77.0,45.0,29.0,31.0,17.0,31.0,89.0,348.0,58.0,44.0,10.0,34.0,27.0,104.0,24.0,0.0
Enrico Del Prato,ZG,21.0,34,33,2.855,31.7,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.6,1.6,1.0,25.0,23.0,110.0,68.0,3.0,6.0,9.0,3.0,9.0,5.0,3.0,8.0,5.0,8.0,45.0,27.0,21.0,21.0,3.0,22.0,34.0,647.0,12.0,46.0,21.0,25.0,42.0,87.0,87.0,3.0
Danilo Larangeira,ZG,37.0,29,29,2.571,28.6,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.8,0.8,0.1,9.0,5.0,48.0,4.0,4.0,0.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,3.0,27.0,17.0,16.0,9.0,2.0,16.0,24.0,667.0,8.0,38.0,25.0,13.0,21.0,48.0,123.0,0.0
Stanko Jurić,LT,24.0,36,29,2.522,28.0,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,2.6,2.6,1.1,36.0,26.0,79.0,70.0,11.0,4.0,14.0,11.0,14.0,9.0,4.0,13.0,9.0,13.0,49.0,30.0,21.0,24.0,4.0,25.0,61.0,410.0,36.0,50.0,11.0,39.0,30.0,79.0,29.0,0.0
Gianluigi Buffon,G,43.0,26,25,2.272,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0
Dennis Man,"ZG,AT",22.0,26,21,1.789,19.9,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.1,3.1,3.0,61.0,109.0,109.0,128.0,15.0,5.0,20.0,15.0,20.0,16.0,15.0,31.0,16.0,31.0,28.0,13.0,19.0,5.0,4.0,13.0,29.0,448.0,16.0,17.0,7.0,10.0,10.0,38.0,27.0,0.0
Adrian Benedyczak,AT,20.0,31,19,1.6,17.8,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,5.4,5.4,1.1,65.0,31.0,24.0,94.0,34.0,6.0,39.0,34.0,39.0,30.0,6.0,36.0,30.0,36.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,4.0,3.0,1.0,3.0,7.0,0.0
Gennaro Tutino,AT,24.0,27,19,1.425,15.8,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,3.1,3.1,0.9,40.0,28.0,35.0,134.0,32.0,6.0,38.0,32.0,38.0,20.0,6.0,25.0,20.0,25.0,5.0,3.0,1.0,4.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,3.0,8.0,5.0,0.0
Pasquale Schiattarella,LT,34.0,18,16,1.273,14.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.7,8.0,14.0,81.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,6.0,27.0,11.0,18.0,9.0,0.0,11.0,23.0,478.0,12.0,14.0,6.0,8.0,26.0,53.0,17.0,0.0
Simon Sohm,"LT,ZG",20.0,28,15,1.537,17.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,1.3,21.0,23.0,62.0,29.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,12.0,5.0,12.0,31.0,20.0,17.0,11.0,3.0,12.0,29.0,414.0,17.0,15.0,2.0,13.0,22.0,53.0,8.0,0.0
Andrea Rispoli,ZG,32.0,20,15,1.205,13.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9,1.9,1.2,31.0,54.0,57.0,69.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,23.0,14.0,23.0,8.0,4.0,3.0,3.0,2.0,4.0,16.0,250.0,12.0,12.0,1.0,11.0,18.0,26.0,37.0,0.0
Adrian Bernabe,LT,20.0,16,15,1.112,12.4,5.0,1.0,6.0,5.0,0.0,0.0,9.0,0.0,1.9,1.9,1.6,35.0,19.0,70.0,32.0,40.0,8.0,49.0,40.0,49.0,15.0,13.0,28.0,15.0,28.0,38.0,24.0,18.0,18.0,2.0,11.0,26.0,423.0,15.0,13.0,1.0,12.0,7.0,45.0,12.0,1.0
Juan Brunetta,"LT,AT",24.0,25,14,1.383,15.4,1.0,6.0,7.0,1.0,0.0,1.0,7.0,1.0,4.3,3.5,4.0,75.0,45.0,97.0,69.0,7.0,39.0,46.0,7.0,46.0,28.0,26.0,54.0,23.0,49.0,30.0,20.0,11.0,14.0,5.0,19.0,37.0,514.0,18.0,12.0,3.0,9.0,14.0,44.0,4.0,0.0
Yordan Osorio,ZG,27.0,15,14,1.292,14.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,2.0,10.0,56.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,27.0,19.0,20.0,7.0,0.0,13.0,20.0,650.0,7.0,11.0,6.0,5.0,18.0,45.0,50.0,0.0
Woyo Coulibaly,ZG,22.0,22,14,1.269,14.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.6,7.0,36.0,39.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,5.0,38.0,25.0,18.0,18.0,2.0,17.0,26.0,654.0,9.0,15.0,3.0,12.0,16.0,54.0,17.0,0.0
Roberto Inglese,AT,29.0,24,11,1.172,13.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,4.9,4.9,2.6,74.0,6.0,21.0,86.0,23.0,23.0,46.0,23.0,46.0,37.0,20.0,57.0,37.0,57.0,15.0,8.0,5.0,5.0,5.0,5.0,16.0,313.0,11.0,10.0,1.0,9.0,2.0,17.0,7.0,0.0
Martin Turk,G,17.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1000.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
Valentin Mihaila,"AT,ZG",21.0,13,10,806.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,0.9,39.0,24.0,29.0,83.0,22.0,11.0,33.0,22.0,33.0,34.0,10.0,43.0,34.0,43.0,9.0,5.0,7.0,1.0,1.0,6.0,14.0,429.0,8.0,7.0,0.0,7.0,2.0,11.0,7.0,0.0
Simeon Nwankwo,AT,29.0,12,6,681.0,7.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,3.9,3.9,1.4,53.0,6.0,7.0,42.0,13.0,40.0,53.0,13.0,53.0,52.0,18.0,70.0,52.0,70.0,6.0,3.0,1.0,3.0,2.0,5.0,11.0,455.0,6.0,6.0,1.0,5.0,1.0,7.0,6.0,0.0
Goran Pandev,AT,38.0,11,5,566.0,6.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,2.2,31.0,11.0,20.0,61.0,16.0,16.0,32.0,16.0,32.0,13.0,36.0,49.0,13.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
Alessandro Circati,ZG,17.0,6,4,465.0,5.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,9.0,1.0,2.0,0.0,0.0,39.0,39.0,0.0,39.0,6.0,11.0,17.0,6.0,17.0,6.0,5.0,4.0,2.0,0.0,2.0,4.0,500.0,2.0,9.0,4.0,5.0,9.0,15.0,14.0,0.0
Botond Balogh,ZG,19.0,4,4,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,667.0,1.0,5.0,3.0,2.0,4.0,7.0,14.0,0.0
