Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG.1,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
35.0,dom,2022-05-01,15:00,Empoli,0.8,1–3,2.5,Torino,8.416,Stadio Carlo Castellani,Cosso Cosso,Relatório da Partida,
35.0,dom,2022-05-01,18:00,Udinese,0.9,1–2,1.9,Inter,20.91,Dacia Arena,Daniele Chiffi,Relatório da Partida,
35.0,dom,2022-05-01,20:45,Roma,0.8,0–0,1.3,Bologna,62.988,Stadio Olimpico,Michael Fabbri,Relatório da Partida,
35.0,seg,2022-05-02,20:45,Atalanta,1.9,1–1,1.2,Salernitana,17.011,Stadio Atleti Azzurri d'Italia,Marco Guida,Relatório da Partida,
,,,,,,,,,,,,,
20.0,qui,2022-05-05,18:00,Salernitana,2.1,2–1,1.1,Venezia,22.2,Stadio Arechi,Maurizio Mariani,Relatório da Partida,
,,,,,,,,,,,,,
36.0,sex,2022-05-06,18:45,Inter,3.5,4–2,0.8,Empoli,69.959,Stadio Giuseppe Meazza,Gianluca Manganiello,Relatório da Partida,
36.0,sex,2022-05-06,21:00,Genoa,3.2,2–1,1.5,Juventus,18.762,Stadio Comunale Luigi Ferraris,Simone Sozza,Relatório da Partida,
36.0,sáb,2022-05-07,15:00,Torino,0.7,0–1,1.3,Napoli,14.619,Stadio Olimpico di Torino,Alessandro Prontera,Relatório da Partida,
36.0,sáb,2022-05-07,18:00,Sassuolo,2.0,1–1,2.3,Udinese,7.46,Mapei Stadium - Città del Tricolore,Matteo Marcenaro,Relatório da Partida,
36.0,sáb,2022-05-07,20:45,Lazio,1.6,2–0,1.0,Sampdoria,31.0,Stadio Olimpico,Davide Massa,Relatório da Partida,
36.0,dom,2022-05-08,12:30,Spezia,0.9,1–3,1.8,Atalanta,9.0,Stadio Alberto Picco,Fabio Maresca,Relatório da Partida,
36.0,dom,2022-05-08,15:00,Venezia,2.8,4–3,2.6,Bologna,6.674,Stadio Pierluigi Penzo,Livio Marinelli,Relatório da Partida,
36.0,dom,2022-05-08,18:00,Salernitana,1.3,1–1,0.5,Cagliari,28.048,Stadio Arechi,Marco Di Bello,Relatório da Partida,
36.0,dom,2022-05-08,20:45,Hellas Verona,1.0,1–3,3.2,Milan,30.154,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Relatório da Partida,
36.0,seg,2022-05-09,20:45,Fiorentina,1.5,2–0,0.5,Roma,29.58,Stadio Artemio Franchi,Marco Guida,Relatório da Partida,
,,,,,,,,,,,,,
37.0,sáb,2022-05-14,15:00,Empoli,1.5,1–1,3.4,Salernitana,7.0,Stadio Carlo Castellani,Davide Massa,Relatório da Partida,
37.0,sáb,2022-05-14,18:00,Udinese,1.3,2–3,2.4,Spezia,20.95,Dacia Arena,Gianluca Aureliano,Relatório da Partida,
37.0,sáb,2022-05-14,18:00,Hellas Verona,0.8,0–1,0.8,Torino,24.001,Stadio Marc'Antonio Bentegodi,Giacomo Camplone,Relatório da Partida,
37.0,sáb,2022-05-14,20:45,Roma,2.7,1–1,0.3,Venezia,63.243,Stadio Olimpico,Simone Sozza,Relatório da Partida,
37.0,dom,2022-05-15,12:30,Bologna,1.5,1–3,1.6,Sassuolo,19.794,Stadio Renato Dall'Ara,Davide Ghersini,Relatório da Partida,
37.0,dom,2022-05-15,15:00,Napoli,2.4,3–0,1.1,Genoa,54.0,Stadio Diego Armando Maradona,Michael Fabbri,Relatório da Partida,
37.0,dom,2022-05-15,18:00,Milan,1.3,2–0,0.6,Atalanta,73.304,Stadio Giuseppe Meazza,Daniele Orsato,Relatório da Partida,
37.0,dom,2022-05-15,20:45,Cagliari,0.6,1–3,2.8,Inter,15.443,Unipol Domus,Daniele Doveri,Relatório da Partida,
37.0,seg,2022-05-16,18:30,Sampdoria,1.5,4–1,1.5,Fiorentina,21.331,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Relatório da Partida,
37.0,seg,2022-05-16,20:45,Juventus,0.7,2–2,1.1,Lazio,40.515,Allianz Stadium,Giovanni Ayroldi,Relatório da Partida,
,,,,,,,,,,,,,
38.0,sex,2022-05-20,20:45,Torino,0.6,0–3,2.7,Roma,16.73,Stadio Olimpico di Torino,Massimiliano Irrati,Relatório da Partida,
38.0,sáb,2022-05-21,17:15,Genoa,1.1,0–1,0.8,Bologna,17.768,Stadio Comunale Luigi Ferraris,Gianpiero Miele,Relatório da Partida,
38.0,sáb,2022-05-21,20:45,Atalanta,2.9,0–1,0.2,Empoli,17.654,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Relatório da Partida,
38.0,sáb,2022-05-21,20:45,Lazio,3.2,3–3,2.1,Hellas Verona,50.0,Stadio Olimpico,Andrea Colombo,Relatório da Partida,
38.0,sáb,2022-05-21,20:45,Fiorentina,1.6,2–0,0.1,Juventus,34.831,Stadio Artemio Franchi,Daniele Chiffi,Relatório da Partida,
38.0,dom,2022-05-22,12:30,Spezia,2.0,0–3,1.5,Napoli,10.0,Stadio Alberto Picco,Matteo Marchetti,Relatório da Partida,
38.0,dom,2022-05-22,18:00,Sassuolo,0.5,0–3,2.8,Milan,21.584,Mapei Stadium - Città del Tricolore,Daniele Doveri,Relatório da Partida,
38.0,dom,2022-05-22,18:00,Inter,3.4,3–0,1.0,Sampdoria,71.109,Stadio Giuseppe Meazza,Marco Di Bello,Relatório da Partida,
38.0,dom,2022-05-22,21:00,Venezia,1.0,0–0,1.9,Cagliari,5.654,Stadio Pierluigi Penzo,Fabio Maresca,Relatório da Partida,
38.0,dom,2022-05-22,21:00,Salernitana,1.6,0–4,2.5,Udinese,29.739,Stadio Arechi,Daniele Orsato,Relatório da Partida,
