Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Andrea Consigli,it ITA,G,35.0,35.0,35.0,3.15,35.0,55.0,157.0,117.0,64.0,556.0,12.0,8.0,15.0,9.0,257.0,3.0,3.0,0.0,0.0,0.0
Gianluca Pegolo,it ITA,G,41.0,2.0,2.0,180.0,2.0,3.0,150.0,6.0,3.0,667.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Alessandro Russo,it ITA,G,21.0,1.0,1.0,90.0,1.0,3.0,300.0,7.0,4.0,571.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
