Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Lorenzo Montipò,it ITA,G,25.0,34.0,34.0,3.06,34.0,50.0,147.0,137.0,88.0,650.0,13.0,10.0,11.0,4.0,118.0,3.0,2.0,1.0,0.0,333.0
Ivor Pandur,hr CRO,G,21.0,3.0,3.0,270.0,3.0,6.0,200.0,15.0,9.0,667.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Alessandro Berardi,it ITA,G,30.0,1.0,1.0,90.0,1.0,3.0,300.0,7.0,4.0,571.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
