Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Wojciech Szczęsny,pl POL,G,33.0,35.0,35.0,3.15,35.0,30.0,86.0,108.0,79.0,741.0,17.0,13.0,5.0,15.0,429.0,3.0,2.0,1.0,0.0,333.0
Mattia Perin,it ITA,G,30.0,3.0,3.0,225.0,2.5,1.0,40.0,5.0,4.0,800.0,2.0,1.0,0.0,1.0,333.0,0.0,0.0,0.0,0.0,0
Carlo Pinsoglio,it ITA,G,33.0,1.0,0.0,45.0,0.5,0.0,0.0,3.0,3.0,1000.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0
