Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Emil Audero,it ITA,G,24.0,29.0,29.0,2.56,28.4,48.0,169.0,130.0,82.0,638.0,8.0,5.0,16.0,5.0,172.0,2.0,1.0,1.0,0.0,500.0
Wladimiro Falcone,it ITA,G,26.0,10.0,9.0,855.0,9.5,14.0,147.0,54.0,41.0,759.0,2.0,1.0,6.0,2.0,222.0,1.0,1.0,0.0,0.0,0.0
Nicola Ravaglia,it ITA,G,32.0,1.0,0.0,5.0,0.1,1.0,1800.0,1.0,0.0,1000.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0
