Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Gabriel,br BRA,G,28.0,31.0,31.0,2.761,30.7,24.0,78.0,69.0,46.0,681.0,16.0,10.0,5.0,13.0,419.0,2.0,2.0,0.0,0.0,0.0
Marco Bleve,it ITA,G,25.0,5.0,4.0,389.0,4.3,4.0,93.0,11.0,7.0,636.0,3.0,1.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,0
Alessandro Plizzari,it ITA,G,21.0,3.0,3.0,270.0,3.0,3.0,100.0,10.0,6.0,700.0,0.0,3.0,0.0,1.0,333.0,1.0,0.0,1.0,0.0,1000.0
