Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Pietro Terracciano,it ITA,G,31.0,32.0,31.0,2.862,31.8,43.0,135.0,100.0,58.0,590.0,16.0,5.0,10.0,9.0,290.0,3.0,2.0,1.0,0.0,333.0
Bartłomiej Drągowski,pl POL,G,23.0,7.0,7.0,556.0,6.2,8.0,129.0,26.0,17.0,731.0,3.0,0.0,4.0,2.0,286.0,2.0,1.0,1.0,0.0,500.0
