Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Niki Mäenpää,fi FIN,G,36.0,17.0,16.0,1.485,16.5,27.0,164.0,84.0,57.0,738.0,1.0,4.0,11.0,1.0,63.0,6.0,5.0,0.0,1.0,0.0
Sergio Romero,ar ARG,G,34.0,16.0,16.0,1.44,16.0,33.0,206.0,105.0,74.0,743.0,3.0,4.0,9.0,3.0,188.0,6.0,6.0,0.0,0.0,0.0
Luca Lezzerini,it ITA,G,26.0,6.0,6.0,495.0,5.5,9.0,164.0,39.0,30.0,769.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
