Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Bartłomiej Drągowski,pl POL,G,22.0,36.0,36.0,3.148,35.0,55.0,157.0,141.0,85.0,667.0,9.0,12.0,15.0,7.0,194.0,10.0,8.0,2.0,0.0,200.0
Pietro Terracciano,it ITA,G,30.0,4.0,2.0,272.0,3.0,4.0,132.0,11.0,7.0,636.0,0.0,1.0,1.0,2.0,1000.0,1.0,0.0,1.0,0.0,1000.0
