Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Pepe Reina,es ESP,G,37.0,29.0,29.0,2.61,29.0,41.0,141.0,113.0,74.0,708.0,18.0,3.0,8.0,9.0,310.0,8.0,8.0,0.0,0.0,0.0
Thomas Strakosha,al ALB,G,25.0,9.0,9.0,810.0,9.0,14.0,156.0,38.0,24.0,684.0,3.0,2.0,4.0,3.0,333.0,2.0,2.0,0.0,0.0,0.0
