Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Gianluigi Donnarumma,it ITA,G,21.0,37.0,37.0,3.33,37.0,38.0,103.0,126.0,88.0,714.0,24.0,6.0,7.0,14.0,378.0,4.0,2.0,1.0,1.0,333.0
Ciprian Tătărușanu,ro ROU,G,34.0,1.0,1.0,90.0,1.0,3.0,300.0,7.0,4.0,714.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
