Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Bartłomiej Drągowski,pl POL,G,24.0,34.0,34.0,2.946,32.7,54.0,165.0,164.0,112.0,695.0,6.0,10.0,18.0,6.0,176.0,6.0,4.0,1.0,1.0,200.0
Jeroen Zoet,nl NED,G,31.0,5.0,4.0,334.0,3.7,4.0,108.0,13.0,9.0,769.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Petar Zovko,ba BIH,G,20.0,1.0,0.0,74.0,0.8,2.0,243.0,3.0,1.0,333.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Federico Marchetti,it ITA,G,39.0,1.0,0.0,66.0,0.7,2.0,273.0,3.0,1.0,333.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
