Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Mattia Perin,it ITA,G,27.0,32.0,32.0,2.879,32.0,44.0,138.0,158.0,116.0,766.0,9.0,11.0,12.0,8.0,250.0,7.0,7.0,0.0,0.0,0.0
Federico Marchetti,it ITA,G,37.0,4.0,4.0,334.0,3.7,11.0,296.0,18.0,7.0,389.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alberto Paleari,it ITA,G,27.0,3.0,2.0,206.0,2.3,3.0,131.0,12.0,9.0,750.0,1.0,0.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0
