Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Juan Musso,ar ARG,G,27.0,33.0,33.0,2.932,32.6,42.0,129.0,119.0,80.0,672.0,16.0,8.0,9.0,8.0,242.0,4.0,3.0,0.0,1.0,0.0
Marco Sportiello,it ITA,G,29.0,5.0,5.0,450.0,5.0,5.0,100.0,18.0,13.0,833.0,0.0,3.0,2.0,2.0,400.0,2.0,2.0,0.0,0.0,0.0
Francesco Rossi,it ITA,G,30.0,1.0,0.0,37.0,0.4,1.0,243.0,2.0,1.0,500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
