Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Alex Meret,it ITA,G,23.0,22.0,22.0,1.98,22.0,29.0,132.0,81.0,53.0,667.0,13.0,5.0,4.0,6.0,273.0,2.0,2.0,0.0,0.0,0.0
David Ospina,co COL,G,31.0,16.0,16.0,1.44,16.0,12.0,75.0,42.0,30.0,786.0,11.0,0.0,5.0,8.0,500.0,3.0,3.0,0.0,0.0,0.0
