Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Emil Audero,it ITA,G,23.0,37.0,37.0,3.33,37.0,54.0,146.0,173.0,118.0,728.0,14.0,7.0,16.0,6.0,162.0,9.0,7.0,2.0,0.0,222.0
Karlo Letica,hr CRO,G,23.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0,1.0,1000.0,1.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0
