Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Marco Carnesecchi,it ITA,G,22.0,27.0,27.0,2.43,27.0,47.0,174.0,153.0,107.0,706.0,4.0,9.0,14.0,4.0,148.0,2.0,2.0,0.0,0.0,0.0
Ionuț Radu,ro ROU,G,25.0,9.0,9.0,810.0,9.0,19.0,211.0,64.0,45.0,750.0,0.0,3.0,6.0,1.0,111.0,3.0,3.0,0.0,0.0,0.0
Mouhamadou Sarr,sn SEN,G,25.0,2.0,2.0,180.0,2.0,3.0,150.0,8.0,5.0,625.0,1.0,0.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0
