Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Wojciech Szczęsny,pl POL,G,31.0,33.0,33.0,2.97,33.0,29.0,88.0,105.0,73.0,752.0,18.0,9.0,6.0,12.0,364.0,6.0,3.0,3.0,0.0,500.0
Mattia Perin,it ITA,G,28.0,5.0,5.0,405.0,4.5,7.0,156.0,16.0,10.0,563.0,2.0,1.0,2.0,1.0,200.0,0.0,0.0,0.0,0.0,0
Carlo Pinsoglio,it ITA,G,31.0,1.0,0.0,45.0,0.5,1.0,200.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0
