Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Lorenzo Montipò,it ITA,G,27.0,37.0,37.0,3.33,37.0,49.0,132.0,153.0,105.0,693.0,9.0,10.0,18.0,8.0,216.0,2.0,2.0,0.0,0.0,0.0
Simone Perilli,it ITA,G,28.0,1.0,1.0,90.0,1.0,2.0,200.0,10.0,8.0,800.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
