Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Vanja Milinković-Savić,rs SRB,G,24.0,27.0,27.0,2.43,27.0,33.0,122.0,80.0,46.0,675.0,9.0,7.0,11.0,4.0,148.0,8.0,7.0,1.0,0.0,125.0
Etrit Berisha,al ALB,G,32.0,10.0,10.0,900.0,10.0,8.0,80.0,41.0,32.0,854.0,3.0,4.0,3.0,4.0,400.0,3.0,2.0,1.0,0.0,333.0
Luca Gemello,it ITA,G,21.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,1000.0,1.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,0
