Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Alex Meret,it ITA,G,26.0,31.0,31.0,2.773,30.8,40.0,130.0,104.0,62.0,635.0,10.0,13.0,8.0,5.0,161.0,4.0,2.0,2.0,0.0,500.0
Pierluigi Gollini,it ITA,G,28.0,7.0,7.0,630.0,7.0,8.0,114.0,24.0,16.0,667.0,3.0,1.0,3.0,1.0,143.0,0.0,0.0,0.0,0.0,0
Nikita Contini Baranovsky,it ITA,G,27.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0
