Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Maduka Okoye,ng NGA,G,23.0,21.0,21.0,1.89,21.0,25.0,119.0,89.0,65.0,753.0,5.0,8.0,8.0,5.0,238.0,3.0,3.0,0.0,0.0,0.0
Marco Silvestri,it ITA,G,32.0,17.0,17.0,1.53,17.0,28.0,165.0,68.0,40.0,676.0,1.0,11.0,5.0,4.0,235.0,6.0,6.0,0.0,0.0,0.0
