Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Wojciech Szczęsny,pl POL,G,30.0,30.0,30.0,2.677,29.7,32.0,108.0,98.0,66.0,714.0,16.0,8.0,6.0,5.0,167.0,6.0,4.0,2.0,0.0,333.0
Gianluigi Buffon,it ITA,G,42.0,8.0,8.0,720.0,8.0,5.0,62.0,21.0,15.0,857.0,7.0,1.0,0.0,3.0,375.0,3.0,2.0,1.0,0.0,333.0
Carlo Pinsoglio,it ITA,G,30.0,1.0,0.0,23.0,0.3,1.0,391.0,2.0,1.0,500.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
