Jogador,Nação,Pos.,Idade,MP,Inícios,Min.,90s,GC,GC90,CaGC,Defesas,%Defesas,V,E,D,SV,%SV,PT,GPC,Psv,GPp,%Defesas
Vid Belec,si SVN,G,31.0,23.0,21.0,1.938,21.5,49.0,228.0,135.0,87.0,659.0,3.0,2.0,16.0,1.0,48.0,5.0,3.0,1.0,1.0,250.0
Luigi Sepe,it ITA,G,30.0,16.0,16.0,1.392,15.5,24.0,155.0,78.0,54.0,731.0,4.0,8.0,4.0,1.0,63.0,3.0,3.0,0.0,0.0,0.0
Vincenzo Fiorillo,it ITA,G,31.0,1.0,1.0,90.0,1.0,5.0,500.0,8.0,3.0,375.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
